handle_lower,official_full,quartile,party_code,pct_small_donors,tweet_count,avg_sentiment,sentiment_std,pct_negative,pct_positive,pct_extreme,avg_anger,avg_fear,avg_joy,avg_disgust,avg_sadness,outrage_index,z_avg_anger,z_avg_disgust,z_pct_negative,z_sentiment_std,partisanship_score,is_R
lancegooden,Lance Gooden,Q1 (lowest),R,0.51,1528,-0.44255992251384946,0.5435101194280638,0.6819371727748691,0.10471204188481675,0.424738219895288,0.1982767194176488,0.12901923471724008,0.05038503400623871,0.1028546619772182,0.07298826520218898,0.301131381394867,1.920881671413388,2.0924459812719953,3.040285364263001,-1.377015487799362,1.4191493822872556,1
mariodb,Mario Diaz-Balart,Q1 (lowest),R,0.2,1218,0.11119595507682838,0.6672965441509214,0.2536945812807882,0.35960591133004927,0.44745484400656815,0.1478405687609138,0.29504927560284766,0.2438902468249717,0.05121528029440682,0.06336456553762765,0.19905584905532064,0.8284630374159747,0.34549029854853663,0.0033146084911097953,0.15828725469793878,0.33388879978839,1
markamodeinv2,Mark E. Amodei,Q1 (lowest),R,0.43,130,0.43608809044727914,0.5946727609801682,0.1076923076923077,0.5692307692307692,0.5307692307692308,0.0502513820050248,0.10356806004442307,0.4169095530237358,0.013842577502453797,0.043522064086013924,0.06409395950747859,-1.2852638172433988,-0.918824908054122,-1.0320906593909167,-0.7424536280137175,-0.9946582531755388,1
michaelcburgess,Michael C. Burgess,Q4 (highest),R,50.35,1449,0.07636518631415831,0.6962036137819103,0.3222912353347136,0.3837129054520359,0.45065562456866803,0.1301370608260253,0.2911305308529256,0.22070611485092415,0.03374436532392949,0.087793431832009,0.1638814261499548,0.44501502040100543,-0.24554919873910946,0.4897819436964924,0.5168169026894809,0.3015161670119673,1
mikekellypa,Mike Kelly,Q1 (lowest),R,1.46,704,0.32950435316359455,0.6667862740550845,0.20454545454545456,0.5411931818181818,0.5142045454545454,0.09841838355631886,0.2259206169223117,0.34966202658485845,0.020197939342551714,0.06920273483642214,0.11861632289887059,-0.24199367562347038,-0.7038235830863125,-0.34523657145148073,0.1519584583108812,-0.2847738429625956,1
normajtorres,Norma J. Torres,Q1 (lowest),D,0.31,1442,0.2621876754063012,0.7187929597040431,0.260748959778086,0.5305131761442441,0.5631067961165048,0.1241035355544754,0.3494430895045749,0.28234597663221933,0.02460518455505596,0.07150538972738464,0.14870872010953134,0.3143322591372793,-0.5547268701079924,0.053342190104825944,0.7969888587268107,0.1524841094652309,0
nydiavelazquez,Nydia M. Velázquez,Q2,D,3.74,981,0.1765490100775047,0.7215666681160338,0.29255861365953106,0.45769622833843016,0.5351681957186545,0.11604124566362825,0.21500302389342188,0.28616580298856,0.04501542883813466,0.11865175381850135,0.16105667450176292,0.13970759815962203,0.13574987601398278,0.2789269182658729,0.8313907096676654,0.34644377552678574,0
patrickmchenry,Patrick T. McHenry,Q1 (lowest),R,0.1,482,0.3812393477472527,0.6740386869264225,0.18464730290456433,0.5746887966804979,0.5892116182572614,0.10735912069606328,0.27510257706854485,0.401288154973606,0.013605774741739816,0.08239541954652661,0.12096489543780309,-0.0483423416903306,-0.9268359243566582,-0.48634842213514484,0.24190894679148087,-0.3049044353476632,1
petesessions,Pete Sessions,Q1 (lowest),R,0.66,613,0.30495837753787514,0.7520630602302273,0.2724306688417618,0.566068515497553,0.6443719412724307,0.09580943981439272,0.16562425247544524,0.41970952090434654,0.043950909687498374,0.06144482384997584,0.1397603495018911,-0.2985019285654597,0.09973728796645741,0.1361854418235408,1.2096324639959062,0.2867633163051112,1
rep_clyde,Andrew S. Clyde,Q2,R,4.3,1384,-0.38104190326408843,0.6044586557044802,0.6148843930635838,0.13945086705202311,0.48627167630057805,0.20556515080996784,0.13948574672863837,0.06715863303328803,0.12771946906451828,0.08480218576888632,0.3332846198744861,2.0787449928982094,2.933620190285424,2.564766732718378,-0.6210807792408116,1.7390127841653,1
rep_jackson,Jonathan L. Jackson,Q1 (lowest),D,0.84,444,0.28919623912991704,0.643574095648641,0.18243243243243243,0.5045045045045045,0.47072072072072074,0.09668268238024903,0.2245843174690611,0.2866728424545202,0.02941078666068225,0.09767307007086441,0.12609346904093127,-0.27958798611506047,-0.3921537789176679,-0.5020556333871117,-0.1359383869735494,-0.3274339463483474,0
rep_magaziner,Seth Magaziner,Q2,D,2.68,1158,0.4808923661039695,0.6258844993716274,0.14421416234887738,0.6614853195164075,0.6122625215889465,0.09073828390391502,0.17145428110155034,0.404379730021543,0.023399145645015256,0.06044321653388101,0.11413742954893027,-0.40834031116161845,-0.5955270590107676,-0.773088386516602,-0.35533955102343934,-0.5330738269281069,0
rep_peltola,Mary Sattler Peltola,Q4 (highest),D,33.27,652,0.45880102279361773,0.5667208252799542,0.11042944785276074,0.6150306748466258,0.49233128834355827,0.036513611359612404,0.0948150402141743,0.34719320017533933,0.01914968038458291,0.05915781320411953,0.05566329174419531,-1.582816196781054,-0.7392860902642194,-1.012679664812486,-1.0891369063677652,-1.1059797145563812,0
rep_stansbury,Melanie A. Stansbury,Q4 (highest),D,15.58,1893,0.29249266814883274,0.7161638406237132,0.2519809825673534,0.5525620707871104,0.566296883254094,0.13018614990054686,0.16363209178933832,0.2885990631802439,0.03659239404097321,0.07969122787745521,0.16677854394152009,0.4460782621241498,-0.14920064092019925,-0.008837730587712863,0.7643803255744903,0.26310505404768203,0
rep_stevewomack,Steve Womack,Q2,R,2.78,1145,0.4711958957291066,0.631493453737724,0.14410480349344978,0.6445414847161572,0.5903930131004367,0.08263655384640534,0.2029655500915507,0.433585633596687,0.01660831612522107,0.07522348046331259,0.0992448699716264,-0.5838192239493186,-0.8252602167948676,-0.77386392741892,-0.28577260909026414,-0.6171789943133426,1
repaaronbean,Aaron Bean,Q1 (lowest),R,0.45,624,-0.06237040178324932,0.7148714942238854,0.4326923076923077,0.3173076923076923,0.49198717948717946,0.20187467071744505,0.3297011174841034,0.16687787949250862,0.026446045220883417,0.07516802859661248,0.22832071593832848,1.9988112713716233,-0.49245071775158633,1.2727139425574794,0.7483515649381414,0.8818565152789144,1
repadams,Alma S. Adams,Q2,D,4.82,742,0.38180495027422584,0.616928050683445,0.1522911051212938,0.5619946091644205,0.49056603773584906,0.08427688195366995,0.20842979989973812,0.30830730403535944,0.02125311714752445,0.08741975275539499,0.1055299991011944,-0.548290640444973,-0.6681270119305359,-0.7158090792195584,-0.46642491652122453,-0.599662912029073,0
repadamsmith,Adam Smith,Q2,D,3.67,1933,0.36334907122060417,0.6149540343043476,0.15106052767718572,0.5675116399379203,0.4676668391101914,0.07646705675505813,0.1910596551607636,0.29597065659398036,0.02222116379192053,0.06769018226226188,0.09868822054697866,-0.7174470582947724,-0.6353780801761493,-0.7245359732387405,-0.4909083182136822,-0.6420673574808361,0
repadriansmith,Adrian Smith,Q1 (lowest),R,0.36,530,0.38236968489188067,0.611857783696411,0.13962264150943396,0.5547169811320755,0.4867924528301887,0.08617824901978235,0.20260592876002187,0.38191848168641607,0.019056604782098478,0.05180028540099843,0.10523485380188083,-0.5071081000241802,-0.7424348296058683,-0.8056501045494979,-0.5293106071598807,-0.6461259103348568,1
repalexmooney,Alexander X. Mooney,Q4 (highest),R,17.53,688,0.0935176775985679,0.7318788925410662,0.35174418604651164,0.4069767441860465,0.5058139534883721,0.1652833423117425,0.20667949610567096,0.2810837019735413,0.05111680383759995,0.06893264037818538,0.21640014614934244,1.206263694432967,0.3421588487862228,0.6986536247472968,0.9592915394755113,0.8015919268604995,1
repalgreen,Al Green,Q2,D,3.39,312,0.16699565994815949,0.45359468755719357,0.08012820512820513,0.266025641025641,0.20192307692307693,0.07405130731179568,0.18473631139036462,0.20783648381397,0.02436819050937904,0.10851744380413897,0.09841949782117472,-0.769770831471867,-0.5627443575637867,-1.2275671838165203,-2.492221855971375,-1.2630760572058872,0
repandrecarson,André Carson,Q2,D,4.02,990,0.3710603598392371,0.6719975642385156,0.20404040404040405,0.604040404040404,0.5595959595959596,0.09452263352748078,0.2008561336559142,0.27957591424211664,0.03051783381926004,0.08510066380711372,0.12504046734674082,-0.3263734284294152,-0.3547024721495223,-0.3488182413845785,0.21659323654673482,-0.20332522635419534,0
repandybarr,Andy Barr,Q3,R,6.31,713,0.23696854472327533,0.6605034765942487,0.21598877980364656,0.44460028050490885,0.46984572230014027,0.10588544162302463,0.1739531943833257,0.3304696291010205,0.0336921581275198,0.07161907169727544,0.13957759975054443,-0.08026140091584828,-0.24731536354346711,-0.2640838677078708,0.07403395088793481,-0.12940667031981284,1
repandybiggsaz,Andy Biggs,Q4 (highest),R,43.25,2768,-0.33677568580589196,0.6221494199214108,0.5867052023121387,0.15715317919075145,0.4638728323699422,0.19549869051767707,0.15036933889725349,0.09172334330037692,0.1169955598283973,0.06621186811688239,0.31249425034607436,1.8607111291218699,2.570831296023974,2.3649281834164944,-0.40166512942350685,1.598701369784708,1
repandyharrismd,Andy Harris,Q3,R,11.32,635,-0.1772776659548752,0.6332939829127905,0.4440944881889764,0.1952755905511811,0.4062992125984252,0.14658685361528326,0.1880475987825546,0.12958712226273048,0.07829287508213852,0.07773128671912603,0.2248797286974218,0.8013082730460116,1.2615229183708676,1.3535748597296893,-0.2634409407622145,0.7882412775960885,1
repangiecraig,Angie Craig,Q3,D,11.82,1958,0.43922103790754685,0.5869394080007039,0.12308478038815117,0.6133810010214504,0.5045965270684372,0.07384545254269924,0.14849168366698873,0.3568596977394372,0.01352014218270078,0.0669519378881201,0.08736559472540002,-0.7742295299000779,-0.9297328662015135,-0.9229317612224702,-0.8383691378497394,-0.8663158237934502,0
repanniekuster,Ann M. Kuster,Q3,D,6.79,1244,0.5124818271091897,0.5847680382888271,0.11816720257234727,0.6792604501607717,0.5836012861736335,0.06583476428445416,0.19160776416809666,0.42055154906351766,0.019523587479466652,0.08351312516774854,0.08535835176392081,-0.947736528560822,-0.7266368465488324,-0.9578057796234064,-0.865300280590826,-0.8743698588309717,0
repannwagner,Ann Wagner,Q4 (highest),R,18.29,873,0.17570092690359687,0.6703313539921503,0.24742268041237114,0.4215349369988545,0.43871706758304696,0.10390452177699581,0.17443310102113954,0.2668901602111856,0.06218490412799884,0.07087311726326186,0.16608942590499465,-0.12316700977139236,0.7165916957562223,-0.04116387146117259,0.19592750388219415,0.18704707960146286,1
repaoc,Alexandria Ocasio-Cortez,Q4 (highest),D,69.94,191,-0.06514933346453762,0.6619124559118618,0.387434554973822,0.2617801047120419,0.39790575916230364,0.1521372861985887,0.17466335726934798,0.156387953839511,0.08883865499769636,0.06730670844758149,0.24097594119628507,0.9215275186029602,1.6182857135839432,0.9517592448977613,0.09150929049239058,0.8957704418942638,0
reparrington,Jodey C. Arrington,Q1 (lowest),R,0.5,892,-0.08472875702808791,0.7020994538060452,0.42937219730941706,0.29596412556053814,0.460762331838565,0.1434834978587334,0.1681618127766203,0.1775246991876031,0.0682827884856095,0.0771186198472022,0.2117662863443429,0.7340913341592313,0.9228825804254374,1.2491686942822084,0.5899420404309234,0.87402116232445,1
repashleyhinson,Ashley Hinson,Q4 (highest),R,15.97,2503,0.23194653453038208,0.7350405542118666,0.2912504994007191,0.5109868158210148,0.5625249700359568,0.1337423951134734,0.14740555802090366,0.35726140290073277,0.04403727233063933,0.06471701951479238,0.17777966744411275,0.5231045317160837,0.10265892849145099,0.26965015591638347,0.9985051111163135,0.4734796818100579,1
repauchincloss,Jake Auchincloss,Q1 (lowest),D,0.71,552,0.060700750815263695,0.6352875625673611,0.29528985507246375,0.32971014492753625,0.3333333333333333,0.140375040889025,0.19605332452830632,0.20429208341496025,0.05413191221808682,0.06721332864907559,0.1945069531071118,0.66676390586678,0.44415969673734984,0.29829608065836305,-0.23871489896965387,0.2926261960732097,0
repbalderson,Troy Balderson,Q1 (lowest),R,1.62,542,0.3348125035142547,0.7201484759807847,0.24354243542435425,0.5922509225092251,0.6217712177121771,0.10097172805383055,0.2159649566932503,0.3534530187070235,0.034953663734049185,0.0613528958661825,0.13592539178787974,-0.1866896710200966,-0.2046387412389912,-0.06868142993830656,0.81380110499566,0.08844781569956643,1
repbarbaralee,Barbara Lee,Q4 (highest),D,23.25,1123,0.15613843568286404,0.7543065283290868,0.3321460373998219,0.48619768477292963,0.5645592163846839,0.1359329137272443,0.265434247429772,0.2421576505181334,0.03861452180584134,0.13698454127629978,0.17454743553308566,0.5705499319031015,-0.08079223874901088,0.5596693072378838,1.2374578312168747,0.5717212079022123,0
repbarragan,Nanette Diaz Barragán,Q1 (lowest),D,1.26,1254,0.415677225760866,0.6585798597515096,0.17703349282296652,0.6212121212121212,0.5869218500797448,0.11326319675893887,0.2720014584025437,0.38214767507315117,0.009373441555228,0.07081901247425972,0.12263663831416687,0.07953662257717962,-1.070015379075361,-0.540343328333384,0.0501756463865849,-0.3701616096112451,0
repbarrymoore,Barry Moore,Q2,R,1.76,1053,-0.08323829381214587,0.7263939276896143,0.452991452991453,0.3190883190883191,0.5042735042735043,0.14169864523291303,0.21218239049930127,0.1558218251751047,0.061798245525221916,0.08682344033625389,0.20349689075813496,0.6954324309321466,0.7035110696646071,1.4166695225608308,0.891262419175857,0.9267188605833603,1
repbeatty,Joyce Beatty,Q2,D,1.74,881,0.49556894703566284,0.6092481202025724,0.13280363223609534,0.6674233825198638,0.5891032917139614,0.08067956258210895,0.25890199435565214,0.3888992840244073,0.016365214426447134,0.060795420767431746,0.09704477700855609,-0.6262065531933289,-0.8334843256109151,-0.8540085167154045,-0.5616778358608941,-0.7188443078451356,0
repbeccab,Becca Balint,Q4 (highest),D,15.6,1039,0.05852984903062962,0.7386340672229716,0.3666987487969201,0.4138594802694899,0.5129932627526468,0.11386082793189983,0.17158614272290154,0.19102343580722753,0.0781737294924855,0.07392471602443813,0.19203455742438533,0.09248097739211454,1.2574922336854026,0.8047069941235044,1.0430748641688101,0.7994387673424579,0
repbencline,Ben Cline,Q3,R,5.82,1392,-0.18745717729559574,0.7421580718009806,0.5395114942528736,0.27729885057471265,0.576867816091954,0.18964659367631462,0.1664463505116271,0.17816375000526521,0.0775805467453534,0.07769471914171246,0.267227140421668,1.7339580055345514,1.237424914185703,2.030244258745715,1.086782515515098,1.5221024234952667,1
repbentz,Cliff Bentz,Q3,R,5.97,331,0.19437050918437923,0.6504599000165336,0.22356495468277945,0.3987915407854985,0.42900302114803623,0.11782536187963247,0.14501223495223745,0.2864305317424571,0.04701663995345591,0.04228374600766385,0.1648420018330884,0.17835055116459528,0.20345066979408122,-0.21035585931835898,-0.050534883689611634,0.030227619487676476,1
repbera,Ami Bera,Q3,D,5.62,745,0.4486784030927108,0.6051957910445316,0.13020134228187918,0.6228187919463087,0.5395973154362416,0.0748819602100997,0.25333072545632696,0.376703435097096,0.018763016046422495,0.05885752859265982,0.0936449762565222,-0.751779357248009,-0.7523669103833474,-0.8724631932141168,-0.6119382104033453,-0.7471369178122046,0
repbice,Stephanie I. Bice,Q3,R,5.49,645,0.14287158722101256,0.6940404132239236,0.2806201550387597,0.4077519379844961,0.4697674418604651,0.12126988073514929,0.2718985267965368,0.26774959683494076,0.02935886560621587,0.0853264334940084,0.15062874634136517,0.2529568907429616,-0.3939102635655704,0.19426287405256726,0.489987080625516,0.13582414546386862,1
repbillfoster,Bill Foster,Q3,D,7.66,1039,0.4027198966416863,0.6719892679043297,0.1809432146294514,0.6111645813282002,0.6005774783445621,0.0772372833393174,0.17727127431836842,0.3994615749882098,0.028896959719506444,0.06731273459645497,0.10613424305882384,-0.7007643840206871,-0.4095364985702208,-0.5126167289120783,0.21649033847324314,-0.3516068182574358,0
repblaine,Blaine Luetkemeyer,Q2,R,3.33,482,0.11239228462529875,0.7622626005164191,0.35477178423236516,0.4315352697095436,0.5746887966804979,0.11412538703001116,0.3095003929423555,0.2591817650571562,0.02689057156155934,0.07204783949261928,0.14101595859157048,0.09821117854361272,-0.4774124312412241,0.720124462383007,1.3361356908938593,0.4192647251448137,1
repblakemoore,Blake D. Moore,Q1 (lowest),R,0.18,533,0.506364625177956,0.550580030323459,0.07317073170731707,0.624765478424015,0.5628517823639775,0.05892253732269426,0.15179264906016926,0.4717494847215179,0.010649794933466798,0.04737317459699283,0.06957233225616105,-1.0974514738356458,-1.0268364579764715,-1.2769075430731247,-1.2893285414220546,-1.1726310040768242,1
repblumenauer,Earl Blumenauer,Q1 (lowest),D,0.86,1,0.989616870880127,,0.0,1.0,1.0,0.0012237110640853,0.0007838887395337,0.9689884781837464,0.000251114135608,0.0029186389874666,0.0014748251996933,-2.34717557339412,-1.378622903140153,-1.7958128943560656,,-1.840537123630113,0
repbobgood,Bob Good,Q4 (highest),R,19.77,1861,-0.3031856592210117,0.6606252393777122,0.5878559914024718,0.19881783987103707,0.49435787211176785,0.20594020729548831,0.15033078066449063,0.11054037905617263,0.11717750208033782,0.06203715372268879,0.3231177093758261,2.0868685052648184,2.5769863862012214,2.3730892418511766,0.07554415473948171,1.7781220720141744,1
repboebert,Lauren Boebert,Q4 (highest),R,46.06,929,0.040531192772868374,0.7467009230978724,0.3907427341227126,0.3982777179763186,0.5296017222820237,0.1679556550589902,0.11514121954741209,0.22475381575389342,0.07130778378305001,0.06867765090462123,0.2392634388420402,1.2641444843614187,1.0252179018964622,0.9752198803637082,1.1431267557699627,1.101927255597888,1
repbonamici,Suzanne Bonamici,Q3,D,6.38,2341,0.29601843654472876,0.6740233227967148,0.21956428876548484,0.5365228534814181,0.503630926954293,0.06984029489968982,0.13319251333988044,0.293486187398477,0.054216892327363354,0.06824072541037748,0.12405718722705317,-0.860978990046208,0.4470345662648547,-0.23872740767847817,0.24171838800824483,-0.10273836086289664,0
repbonnie,Bonnie Watson Coleman,Q2,D,4.08,1274,0.09831284414655185,0.7024780327661732,0.315541601255887,0.40580847723704866,0.46153846153846156,0.1063299363134432,0.2174167252700416,0.22175735688130596,0.05456580908232672,0.08941143196440017,0.16089574539576992,-0.07063389611614725,0.4588383890066668,0.441915520046193,0.5946374932403692,0.3561893765442704,0
repbost,Mike Bost,Q2,R,4.14,1079,0.29841865503865334,0.6851938231384904,0.2159406858202039,0.5273401297497683,0.5542168674698795,0.08536435223900492,0.08493938603764482,0.33868689423415543,0.04046281769646375,0.060390277930603954,0.12582716993546866,-0.5247366461740052,-0.018264553400059266,-0.2644249361213005,0.3802642733764669,-0.1067904655797245,1
repbowman,Jamaal Bowman,Q4 (highest),D,29.02,1608,0.19584659640839444,0.7316110410205164,0.2947761194029851,0.4931592039800995,0.5416666666666666,0.13646552704460133,0.1497165201319999,0.25172757588976913,0.060811068039773916,0.0691561059250475,0.19727659508437523,0.5820860365625535,0.67011494326145,0.2946528180885186,0.9559694209556266,0.6257058047170372,0
repbradwenstrup,Brad R. Wenstrup,Q3,R,8.2,306,0.2883259039493947,0.6543614579932183,0.19281045751633988,0.4869281045751634,0.4869281045751634,0.09061278232100896,0.14967423642719588,0.37115615329574303,0.02727905962829438,0.07949572719376395,0.11789184194930334,-0.411058604805712,-0.46426991454685923,-0.42845772577934005,-0.002144499404523575,-0.32648268613410875,1
repbrecheen,Josh Brecheen,Q2,R,3.88,788,-0.3483796658249676,0.6242097933199554,0.6104060913705583,0.16116751269035534,0.4746192893401015,0.1971140654780813,0.19484739659219943,0.10727906505119875,0.08653769755691595,0.09928342080019117,0.2836517630349973,1.8956992415107121,1.540444528312468,2.5330079316383833,-0.37611065576909586,1.3982602614231168,1
repbrianbabin,Brian Babin,Q1 (lowest),R,1.22,1267,-0.42562539994293247,0.6617295805099598,0.7000789265982637,0.17600631412786108,0.6156274664561957,0.22314932290675965,0.17582631876261057,0.11305575221463637,0.145821267768513,0.07768844006847345,0.36897059067527266,2.459608262831115,3.5460024280840954,3.1689413571847695,0.08924111684811563,2.315948291237024,1
repbrianfitz,Brian K. Fitzpatrick,Q1 (lowest),R,1.1,2530,0.647877719020655,0.4895678009397198,0.05375494071146245,0.7699604743083004,0.6577075098814229,0.03349185063622854,0.09369872705254004,0.5102145388167031,0.015008777769641551,0.06477595365237213,0.04850062840587009,-1.6482658331772295,-0.8793724568905674,-1.4145986336507061,-2.0460532251541337,-1.497072537218159,1
repbrianmast,Brian J. Mast,Q4 (highest),R,34.39,2301,-0.23557297649045758,0.6791890353347746,0.5297696653628857,0.21816601477618427,0.4915254237288136,0.1654403390279531,0.1732412544454654,0.12037001782021432,0.10541636584835616,0.06752732989297522,0.27085670487630925,1.209664154936627,2.1791081950573465,1.9611580678009828,0.3057878741767984,1.4139295729929386,1
repbrownley,Julia Brownley,Q3,D,5.51,1150,0.35696965005086817,0.6507745593658916,0.17565217391304347,0.58,0.5339130434782609,0.08005043673298681,0.23257141793121416,0.2775793995274706,0.03761131004020364,0.06965696372739642,0.11766174677319045,-0.6398330649663619,-0.11473080342278515,-0.5501392365806116,-0.0466322153388354,-0.3378338300771485,0
repbryansteil,Bryan Steil,Q2,R,5.22,849,0.18866400429441454,0.6982698930846197,0.2791519434628975,0.4452296819787986,0.4711425206124853,0.09202656905021178,0.14577188093404586,0.2834714281384929,0.036941223574515104,0.07415423561663673,0.12896779262472688,-0.3804367800358,-0.13739976887130667,0.1838507485243178,0.5424446263055213,0.052114706480683115,1
repbuddycarter,"Earl L. ""Buddy"" Carter",Q2,R,3.63,1134,0.26972887282649044,0.7142124519657358,0.25485008818342153,0.5326278659611993,0.5511463844797179,0.11643501203189964,0.23449848573771917,0.28307623017288375,0.03466405559273068,0.08129248983736721,0.15109906762463032,0.14823635605529845,-0.21443615886391487,0.011509124265794212,0.7401775717993617,0.1713717233141349,1
repburgessowens,Burgess Owens,Q4 (highest),R,19.7,1877,0.23309997284609266,0.7256391933849212,0.2717101758124667,0.4981353223228556,0.5615343633457646,0.1211552572238842,0.20447273209947692,0.33275459246186107,0.0470002450500955,0.046239525137872765,0.1681555022739797,0.25047421000762154,0.20289603167371997,0.13107591674787586,0.8819015732636629,0.3665869329232201,1
repcarbajal,Salud O. Carbajal,Q2,D,2.83,2106,0.425908735901089,0.6055724034431909,0.13247863247863248,0.6030389363722697,0.5189933523266856,0.08818033585202273,0.20636253763405482,0.3675301442163961,0.015069358143213314,0.07726278802130547,0.10324969399523604,-0.46374402616165233,-0.8773230282486298,-0.8563133195973507,-0.6072671485335595,-0.701161880635298,0
repcardenas,Tony Cárdenas,Q1 (lowest),D,0.28,769,0.37630076181284006,0.6430885040030181,0.16644993498049415,0.5799739921976593,0.5331599479843954,0.07296758647980854,0.2072756808381409,0.3080157127563801,0.03036621245965072,0.06324895667696369,0.10333379893945926,-0.7932436146937929,-0.3598318092399376,-0.6153988139343605,-0.14196110058635275,-0.4776088346136109,0
repcarlos,Carlos A. Gimenez,Q1 (lowest),R,0.92,2189,0.08783691613681788,0.682925173591382,0.2786660575605299,0.35449977158519874,0.46642302421196896,0.14199029047444928,0.3926689241352917,0.19867926820337078,0.021447722170481263,0.04276644237370976,0.16343801264493055,0.7017493027041267,-0.6615435413377015,0.18040498832801422,0.35212658477903885,0.14318433361836957,1
repcarolmiller,Carol D. Miller,Q1 (lowest),R,0.43,848,0.34118870399751755,0.6883829268152444,0.2099056603773585,0.5695754716981132,0.5542452830188679,0.1213637770266565,0.18640306066914006,0.4274815502534316,0.01939011954160579,0.07388917629728924,0.1407538965682623,0.25499063156517165,-0.731152054998453,-0.30722356508605664,0.41981820372053047,-0.09089169619970189,1
repcartwright,Matt Cartwright,Q3,D,6.81,4,0.4883887320756912,0.5639464310976242,0.0,0.5,0.5,0.05698505812324578,0.15567434951663014,0.10703015432227399,0.044574445433681775,0.02778028883039947,0.10155950355692756,-1.1394161827378957,0.12083144672047062,-1.7958128943560656,-1.1235472628057694,-0.984486223294815,0
repcasar,Greg Casar,Q3,D,8.21,1393,0.18035665006836113,0.6340490443079069,0.22038765254845658,0.4113424264178033,0.38908829863603733,0.14491402415990925,0.27348864013858154,0.2258303817446627,0.022248168611332855,0.06083021353459221,0.1671621927712421,0.7650757286357994,-0.6344645095407948,-0.2328883534136446,-0.25407603800109646,-0.08908829307993411,0
repcasten,Sean Casten,Q3,D,7.76,1302,0.24967442393394476,0.5818496289866217,0.15207373271889402,0.4324116743471582,0.34101382488479265,0.0706570511294876,0.2012389303918587,0.29526896675612385,0.027004041929855126,0.06017358967524372,0.09766109305934273,-0.8432885098401136,-0.473573738788773,-0.7173506204915202,-0.9014968329626799,-0.7339274255207717,0
repchiproy,Chip Roy,Q4 (highest),R,29.22,2804,-0.2782236972183372,0.5385040540246028,0.4753922967189729,0.11162624821683309,0.3124108416547789,0.19962629174870336,0.29943639160982805,0.06752215863615932,0.05575111819981009,0.040106009601632096,0.25537740994851343,1.9501126484640616,0.4989372908736645,1.5755297309014913,-1.439104896716876,0.6463686933805854,1
repchrispappas,Chris Pappas,Q3,D,6.37,1213,0.5814245870706962,0.5202943695493526,0.0741962077493817,0.731244847485573,0.5828524319868096,0.05828780632908317,0.15647150812330743,0.41830386461454255,0.0169950209360713,0.04882172073382705,0.07528282726515446,-1.1111993898833161,-0.8121780274882483,-1.2696351679933144,-1.6649566294691163,-1.2144923037084987,0
repchuck,"Charles J. ""Chuck"" Fleischmann",Q1 (lowest),R,0.25,1150,0.38975115045257236,0.7213351844645766,0.22695652173913045,0.6391304347826087,0.671304347826087,0.11384498841579715,0.16523385896802997,0.374984431117773,0.041938111339670396,0.07991605367805076,0.15578309975546756,0.09213790238899162,0.031644499142750485,-0.186303861289761,0.8285196558689858,0.19149954902774172,1
repchuckedwards,Chuck Edwards,Q2,R,2.81,918,0.20106759300548785,0.6659011991814315,0.23093681917211328,0.4324618736383442,0.46296296296296297,0.09377709190694211,0.21406575181608467,0.27592282601457047,0.03283253225428719,0.07730793654725909,0.1266096241612293,-0.34252144028385095,-0.2763964302666127,-0.15807676024156952,0.14098101967916396,-0.1590034027782173,1
repchuygarcia,"Jesús G. ""Chuy"" García",Q2,D,3.84,1026,0.14397994409992448,0.7085362334182769,0.29142300194931775,0.4298245614035088,0.5,0.13097578732901138,0.1838958698663439,0.25221289911892986,0.058346801222988215,0.09774793616108425,0.1893225885519996,0.46318136435785,0.5867490163459546,0.27087349335594635,0.6697763632464943,0.49764505932656133,0
repciscomani,Juan Ciscomani,Q3,R,6.96,1195,0.5519519646796223,0.5825812007270598,0.100418410041841,0.6970711297071129,0.6560669456066945,0.05448653263957566,0.18735157662584193,0.4655830938117452,0.015808527945250003,0.06557674853644567,0.07029506058482567,-1.193532838357691,-0.8523169796848187,-1.0836750064029084,-0.8924232685395802,-1.0054870232462496,1
repclayhiggins,Clay Higgins,Q4 (highest),R,15.52,605,-0.1026546003897328,0.6443239727826391,0.3851239669421488,0.24958677685950414,0.371900826446281,0.1493364932480237,0.1295934033040861,0.11975798525862884,0.10715443697452064,0.06519724226379685,0.2564909302225443,0.8608639197888972,2.23790698644259,0.9353732328097387,-0.1266377837536011,0.9768765888219062,1
repcleaver,Emanuel Cleaver,Q2,D,4.3,2145,0.3208714394997328,0.6995498012422509,0.23636363636363636,0.5827505827505828,0.5571095571095571,0.14025385369848467,0.25467821160178855,0.32281982460853503,0.02930446301295476,0.06822940108913378,0.16955831671143942,0.6641390595328663,-0.39575069844986377,-0.11959136566632321,0.5583191174620049,0.17677902821967106,0
repcohen,Steve Cohen,Q1 (lowest),D,0.45,1839,-0.028881799662612326,0.6767533182938331,0.37520391517128876,0.3072321914083741,0.4154431756389342,0.14613700090081905,0.21939833876285006,0.1586913498234017,0.04482261143305285,0.11407487822751383,0.1909596123338719,0.7915647164613777,0.12922688037463362,0.8650231375080633,0.2755780748286286,0.5153482022931758,0
