handle_lower,official_full,quartile,party_code,pct_small_donors,tweet_count,avg_sentiment,sentiment_std,pct_negative,pct_positive,pct_extreme,avg_anger,avg_fear,avg_joy,avg_disgust,avg_sadness,outrage_index,z_avg_anger,z_avg_disgust,z_pct_negative,z_sentiment_std,partisanship_score,is_R
congmikesimpson,Michael K. Simpson,Q1 (lowest),R,0.61,1095,0.42944465034628565,0.6587132363413326,0.1680365296803653,0.6219178082191781,0.6082191780821918,0.07452542886178358,0.12887702455829725,0.3983636863885307,0.02426573543984238,0.07316347643207823,0.09879116430162596,-0.7595016255701008,-0.5662104034403677,-0.6041471500399297,0.05182989437539883,-0.4695073211687498,1
congressman_jvd,Jefferson Van Drew,Q4 (highest),R,29.25,486,-0.3371069202575173,0.6879000619806173,0.6378600823045267,0.20164609053497942,0.5802469135802469,0.19634119612610332,0.18537177377299704,0.12647234566083101,0.11804042201955825,0.08128469320849623,0.31438161814566157,1.878959326375386,2.606178890883327,2.727703576704414,0.4138293102976992,1.9066677760652067,1
congressmangt,Glenn Thompson,Q2,R,2.48,143,0.6088115314503649,0.5691366352379443,0.09090909090909091,0.7552447552447552,0.6783216783216783,0.05547320451530447,0.13004983664438174,0.5246496028600626,0.009962291440680587,0.07364501795483995,0.06543549595598505,-1.1721620809019295,-1.0500946399003435,-1.1511123063984725,-1.0591740113075145,-1.108135759627065,1
congressmankean,"Thomas H. Kean, Jr.",Q2,R,3.92,1150,0.5822493313447289,0.5039753124251948,0.05217391304347826,0.691304347826087,0.5791304347826087,0.03153414264751553,0.1130998180485735,0.48432052814482673,0.009913195771058848,0.05621410054691212,0.04144733841857438,-1.690668686268678,-1.0517555420306137,-1.4258108177890991,-1.8673592209793237,-1.5088985667669288,1
congressmanraja,Raja Krishnamoorthi,Q3,D,7.45,2133,0.04128141286951021,0.7122591415007548,0.3647444913267698,0.3745897796530708,0.4646038443506798,0.11816168366249147,0.18047506096360236,0.22943118170303375,0.0824129963525765,0.07714599383891453,0.20057468001506795,0.18563509167433662,1.4009062539636954,0.7908479737832137,0.7159509821668694,0.7733350753970288,0
congresswomansc,Sheila Cherfilus-McCormick,Q1 (lowest),D,1.04,1592,0.39020768987323773,0.6704082761191916,0.1878140703517588,0.6099246231155779,0.5891959798994975,0.08018872569276814,0.27751470071976725,0.33068021001091624,0.02630386897998953,0.08082788801739157,0.10649259467275766,-0.6368378039368396,-0.49726052731715104,-0.46389063694870125,0.19688155641961683,-0.35027685294576877,0
debbielesko,Debbie Lesko,Q3,R,12.66,2836,-0.12432923980256902,0.7419695751776637,0.4848377997179126,0.31170662905500707,0.5550070521861777,0.17845398050100175,0.20196616901814016,0.21622619431108672,0.08110532636592949,0.06830555743268803,0.25955930686693124,1.4915323041947923,1.3566678947917787,1.6425144656081794,1.0844446227826936,1.393789821844361,1
desjarlaistn04,Scott DesJarlais,Q1 (lowest),R,1.05,181,0.06944516976235321,0.6729355393196831,0.2983425414364641,0.3425414364640884,0.4088397790055249,0.15055630167493417,0.2677455399666516,0.2358976305518376,0.03463359248481277,0.11433373689226987,0.18518989415974693,0.8872842837166135,-0.21546672309137788,0.31994483628929576,0.22822678778415564,0.3049972961746718,1
donaldnorcross,Donald Norcross,Q1 (lowest),D,0.7,1136,0.44855238843551826,0.6626850012217885,0.18221830985915494,0.659330985915493,0.6223591549295775,0.09705411450376625,0.18890669322625933,0.38971222156783686,0.02272152336195492,0.07566513487544278,0.11977563786572117,-0.27154297538938066,-0.6184509604897492,-0.5035741278248685,0.10109104338403034,-0.323119255079992,0
dorismatsui,Doris O. Matsui,Q2,D,2.33,587,0.5733100423110201,0.5481202667836362,0.09540034071550256,0.7325383304940375,0.5945485519591142,0.06769475430782461,0.24968642747629385,0.4318868052871823,0.007561246853689036,0.0634994543499822,0.07525600116151364,-0.9074501915957341,-1.1313217644132125,-1.1192616810990341,-1.3198365855556489,-1.1194675556659075,0
drnealdunnfl2,Neal P. Dunn,Q3,R,8.64,803,0.4158572437308942,0.6871490893558111,0.18804483188044832,0.6201743462017435,0.6301369863013698,0.10052118909584093,0.3109534595547021,0.37865894815781886,0.014816208515654135,0.06010722791435944,0.11533739761149506,-0.19644809125322188,-0.8858870576004965,-0.46225414392323577,0.40451511988476285,-0.28501854322304776,1
eleanornorton,Eleanor Holmes Norton,Q2,D,2.5,621,0.23283108934496144,0.5336876210347578,0.11594202898550725,0.3784219001610306,0.30112721417069244,0.12543887411697496,0.19164954970084425,0.26614212992291025,0.02098819160271182,0.07042080068217672,0.14642706571968678,0.34325494077287816,-0.6770894195141859,-0.9735860575405844,-1.4988423258810135,-0.7015657155407264,0
fmrrepmtg,Marjorie Taylor Greene,Q4 (highest),R,72.66,361,-0.253825468617463,0.6607592621060432,0.5318559556786704,0.1994459833795014,0.46814404432132967,0.21619495653052012,0.14841238637854678,0.12152795571852548,0.1059140141700572,0.05453683278191871,0.3221089707005773,2.308980601557868,2.195943593454125,1.9759534263265854,0.07720641667833471,1.6395210095042283,1
fmrreprosendale,"Matthew M. Rosendale, Sr.",Q3,R,12.33,1831,-0.045684821110224864,0.7519383353202244,0.4358274167121791,0.3462588749317313,0.553795740032769,0.19482298705764753,0.15305294277946008,0.21775239902939317,0.06830024879244175,0.07350912988283792,0.2631232358500893,1.846075772513936,0.9234732610503537,1.294947215470124,1.208085521374258,1.318145442602168,1
frankpallone,"Frank Pallone, Jr.",Q1 (lowest),D,0.6,3150,0.11783430548887404,0.7082437448381159,0.31682539682539684,0.44126984126984126,0.4638095238095238,0.14321996056254846,0.22640725056899502,0.2722620370785247,0.05162099404522446,0.0638627391298752,0.19484095460777293,0.7283832646623122,0.35921555860109533,0.451019821389477,0.6661486753132201,0.5511918299915262,0
gerryconnolly,Gerald E. Connolly,Q4 (highest),D,14.14,1055,0.19989772809060263,0.7657596382861749,0.32606635071090045,0.5042654028436019,0.5895734597156398,0.09879406517822847,0.1392714103054855,0.3315404522620302,0.07073443261218215,0.0747910913369084,0.16952849779041063,-0.23385662315454597,1.0058214828553498,0.516553953825482,1.379508877336098,0.6670069227155959,0
gopmajoritywhip,Tom Emmer,Q3,R,6.1,1498,-0.21374974621631435,0.6837436453482922,0.5106809078771696,0.23965287049399198,0.472630173564753,0.19028626464785867,0.2176899912205474,0.12579112883187393,0.09006818673168425,0.07659694676507242,0.2803544513795429,1.7478129187236617,1.6598806626283067,1.8257862028823506,0.3622779558672189,1.3989394350253845,1
greschenthaler,Guy Reschenthaler,Q4 (highest),R,31.9,991,-0.3094969763224108,0.6838728743415194,0.6014127144298688,0.20686175580222,0.5388496468213926,0.15753390792441033,0.14180782420972338,0.10251030336926131,0.12747833030482486,0.0983380168474558,0.28501223822923516,1.0384153075630318,2.9254624875236286,2.469229542223128,0.3638807618950697,1.6992470248012146,1
ilhan,Ilhan Omar,Q4 (highest),D,47.67,927,0.2001198375559419,0.7185999779999506,0.2750809061488673,0.47249190938511326,0.5490830636461704,0.12967682381031453,0.16914006532606277,0.26552542569908183,0.06979310094551121,0.06819517939634558,0.19946992475582576,0.43504654569643025,0.9739763164178568,0.15498014687483957,0.7945953382724601,0.5896495868153967,0
jahimes,James A. Himes,Q2,D,4.51,670,0.04766551723231131,0.6429239623071729,0.29850746268656714,0.3238805970149254,0.3567164179104478,0.11575338904704172,0.10901821796198496,0.1737551570239254,0.050674100427991677,0.09485777934062735,0.16642748947503339,0.13347278587153183,0.3271822318715077,0.3211144093852852,-0.14400188427852198,0.15944188571245066,0
janschakowsky,Janice D. Schakowsky,Q3,D,9.9,1332,0.18836100603098627,0.7080069911321433,0.29654654654654655,0.484984984984985,0.48573573573573575,0.18583523041100058,0.2671233811445666,0.22945524859210237,0.03932967415839971,0.06417597951600848,0.2251649045694003,1.651406022527373,-0.0565986983617766,0.3072081677128103,0.6632122578919236,0.6413069374425826,0
jayobernolte,Jay Obernolte,Q1 (lowest),R,0.47,630,0.3747095813826909,0.6161496980417084,0.1492063492063492,0.5476190476190477,0.49047619047619045,0.07034618844036082,0.1972247273780845,0.34480661140752045,0.016898218549775013,0.06117998873482321,0.08724440699013583,-0.850021620709892,-0.8154528435943013,-0.7376852626923333,-0.47607869679772713,-0.7198096059485635,1
jim_jordan,Jim Jordan,Q4 (highest),R,55.76,317,-0.1624192111311651,0.5192454033485692,0.334384858044164,0.11356466876971609,0.2555205047318612,0.1110015244741721,0.0956075780515262,0.03753047761437921,0.06121415872715684,0.0697445164266415,0.17221568320132893,0.030550073926984368,0.683751465311653,0.5755463660810123,-1.677966785376401,-0.09702972001418786,1
joaquincastrotx,Joaquin Castro,Q3,D,11.93,1243,0.14636536164333622,0.7192392738269857,0.3008849557522124,0.43121480289621883,0.5092518101367659,0.13183003937883062,0.21796301920213249,0.3113649897614753,0.04220750850614397,0.08771385276175571,0.17403754788497458,0.48168398292016495,0.040758181288895586,0.33797489233543787,0.8025244196617289,0.41573536905155684,0
judgecarter,John R. Carter,Q1 (lowest),R,1.39,605,0.16038506592600799,0.7340204050324529,0.30247933884297523,0.46611570247933887,0.5388429752066116,0.11825438992828434,0.1481269690831103,0.29500015910290567,0.056890743033463004,0.07696544123016878,0.17514513296174733,0.18764305720940916,0.5374906974878537,0.34928178921192665,0.9858523680031903,0.515066977978095,1
kencalvert,Ken Calvert,Q3,R,6.75,990,0.10050621366862095,0.6987591763364264,0.3101010101010101,0.4,0.4616161616161616,0.10469892113446018,0.19529178320019236,0.23146057908909481,0.06057601751509175,0.08544393596204106,0.16527493864955192,-0.10596076683592438,0.6621632049477956,0.4033324445659469,0.548513126304924,0.37701200224568554,1
