handle,official_full,quartile,party_code,pct_small_donors,tweet_count,avg_sentiment,sentiment_std,pct_negative,pct_positive,pct_extreme,avg_anger,avg_fear,avg_joy,avg_disgust,avg_sadness
RepAuchincloss,Jake Auchincloss,Q1 (lowest),D,0.71,552,0.060700750815263695,0.6352875625673611,0.29528985507246375,0.32971014492753625,0.3333333333333333,0.140375040889025,0.19605332452830632,0.20429208341496025,0.05413191221808682,0.06721332864907559
DesJarlaisTN04,Scott DesJarlais,Q1 (lowest),R,1.05,181,0.06944516976235321,0.6729355393196831,0.2983425414364641,0.3425414364640884,0.4088397790055249,0.15055630167493417,0.2677455399666516,0.2358976305518376,0.03463359248481277,0.11433373689226987
RepCarlos,Carlos A. Gimenez,Q1 (lowest),R,0.92,2189,0.08783691613681788,0.682925173591382,0.2786660575605299,0.35449977158519874,0.46642302421196896,0.14199029047444928,0.3926689241352917,0.19867926820337078,0.021447722170481263,0.04276644237370976
Robert_Aderholt,Robert B. Aderholt,Q1 (lowest),R,1.59,349,0.08919173769418011,0.6929668814418076,0.3237822349570201,0.3753581661891118,0.45558739255014324,0.11518219488764306,0.1349282971821641,0.2561046726657091,0.05689213144060728,0.10893731069484892
MarioDB,Mario Diaz-Balart,Q1 (lowest),R,0.2,1218,0.11119595507682838,0.6672965441509214,0.2536945812807882,0.35960591133004927,0.44745484400656815,0.1478405687609138,0.29504927560284766,0.2438902468249717,0.05121528029440682,0.06336456553762765
RepHuizenga,Bill Huizenga,Q1 (lowest),R,1.09,345,0.11563885548840398,0.7218853536814227,0.33043478260869563,0.41739130434782606,0.48695652173913045,0.173037447944027,0.26134467463192956,0.23691984875476915,0.0442471387846297,0.08039296743817677
FrankPallone,"Frank Pallone, Jr.",Q1 (lowest),D,0.6,3150,0.11783430548887404,0.7082437448381159,0.31682539682539684,0.44126984126984126,0.4638095238095238,0.14321996056254846,0.22640725056899502,0.2722620370785247,0.05162099404522446,0.0638627391298752
AustinScottGA08,Austin Scott,Q1 (lowest),R,1.26,278,0.1349243072511481,0.7418376379727712,0.3273381294964029,0.46402877697841727,0.5575539568345323,0.15379060064894715,0.15280710650545545,0.2604591703570444,0.04940751410086707,0.1151160292811909
RepMeuser,Daniel Meuser,Q1 (lowest),R,0.52,1309,0.1590775919607161,0.6028060055470499,0.18716577540106952,0.3391902215431627,0.3682200152788388,0.11051786179563405,0.20763012900693456,0.2833791698284772,0.038742339107712784,0.06225606116517446
CongBoyle,Brendan F. Boyle,Q1 (lowest),D,0.54,408,0.15984007650438478,0.7048835450294894,0.28921568627450983,0.4362745098039216,0.4950980392156863,0.12970250220492813,0.2240965749894231,0.23835542485497116,0.031615189760843446,0.0794592388754644
JudgeCarter,John R. Carter,Q1 (lowest),R,1.39,605,0.16038506592600799,0.7340204050324529,0.30247933884297523,0.46611570247933887,0.5388429752066116,0.11825438992828434,0.1481269690831103,0.29500015910290567,0.056890743033463004,0.07696544123016878
RepMikeQuigley,Mike Quigley,Q1 (lowest),D,1.29,2655,0.1721417482289891,0.7050208857919672,0.28775894538606406,0.46817325800376647,0.4806026365348399,0.1153411991307893,0.2145326694165814,0.22763857863906578,0.053520126162222216,0.06181753568639343
