handle_lower,official_full,quartile,party_code,pct_small_donors,tweet_count,avg_sentiment,sentiment_std,pct_negative,pct_positive,pct_extreme,avg_anger,avg_fear,avg_joy,avg_disgust,avg_sadness,outrage_index,z_avg_anger,z_avg_disgust,z_pct_negative,z_sentiment_std,partisanship_score,is_R,nominate_dim1,nominate_abs,margin_of_victory,competitive,terms_served,is_female,age_in_2024,state_abbrev,district_code,sentiment_slope,avg_emotion_entropy,pct_anger_dominant,pct_joy_dominant,pct_disgust_dominant,pct_fear_dominant,pct_neutral_dominant,pct_extreme_neg,pct_extreme_pos,pct_neutral,avg_hashtags,pct_with_hashtags,avg_mentions,pct_replies,pct_with_links,avg_word_count,pct_exclamation,pct_question,avg_caps_words,pct_off_hours,pct_weekend,avg_retweets_raw,avg_likes_raw,rt_like_ratio,engagement_per_word,log_engagement_per_word,log_avg_retweets,log_avg_likes,log_tweet_count,is_freedom_caucus,is_progressive,is_squad,is_problem_solver,is_blue_dog,is_new_dem,is_rsc,is_ideological_wing,is_moderate_caucus,n_caucuses,pct_small_2008,pct_small_2010,pct_small_2012,pct_small_2014,pct_small_2016,pct_small_2018,pct_small_2020,pct_small_2022,pct_lag1,pct_change_22_24,pct_historical_avg,n_cycles,followers,log_followers,engagement_rate,log_engagement_rate
repbryansteil,Bryan Steil,Q2,R,5.22,849,0.1886640042944145,0.6982698930846197,0.2791519434628975,0.4452296819787986,0.4711425206124853,0.0920265690502117,0.1457718809340458,0.2834714281384929,0.0369412235745151,0.0741542356166367,0.1289677926247268,-0.3804367800358,-0.1373997688713066,0.1838507485243178,0.5424446263055213,0.0521147064806831,1,0.42,0.42,10.194082232720788,0,4.0,0,43.0,WI,1.0,0.0003455253997598,0.7915935720227519,0.0812720848056537,0.3144876325088339,0.0188457008244994,0.1531213191990577,0.3545347467608952,0.1118963486454652,0.35924617196702,0.2756183745583039,0.0400471142520612,0.0365135453474676,0.1908127208480565,0.0011778563015312,0.7856301531213192,24.118963486454653,0.2461719670200235,0.0176678445229682,0.2968197879858657,0.0765606595995288,0.2202591283863368,11.465253239104827,51.4829210836278,0.2227001304079251,2.609903794501148,1.2836811222670057,2.5229450327823773,3.9604878039791216,6.745236349484363,0,0,0,1,0,0,1,0,1,5,,,,,,,7.3,5.71,5.71,-0.4900000000000002,6.505,2,34174.0,10.43924966159215,0.0003354963785071934,0.2893030418511306
repbuddycarter,"Earl L. ""Buddy"" Carter",Q2,R,3.63,1134,0.2697288728264904,0.7142124519657358,0.2548500881834215,0.5326278659611993,0.5511463844797179,0.1164350120318996,0.2344984857377191,0.2830762301728837,0.0346640555927306,0.0812924898373672,0.1510990676246302,0.1482363560552984,-0.2144361588639148,0.0115091242657942,0.7401775717993617,0.1713717233141349,1,0.559,0.559,23.968897618987405,0,6.0,0,67.0,GA,1.0,-0.0001744357937965,0.8073726523588228,0.0961199294532627,0.3165784832451499,0.0291005291005291,0.2566137566137566,0.2231040564373897,0.1384479717813051,0.4126984126984127,0.2125220458553791,0.3315696649029982,0.291005291005291,0.6119929453262787,0.0220458553791887,0.4947089947089947,25.3015873015873,0.3112874779541446,0.0282186948853615,0.5432098765432098,0.0449735449735449,0.0811287477954144,6.23015873015873,27.1957671957672,0.2290856031128404,1.321099958176495,0.8420411932225519,1.97826099030848,3.33917186723714,7.034387929915503,0,0,0,0,0,0,1,0,0,4,,,,,3.76,4.1,5.4,6.05,6.05,-2.42,4.8275,4,47612.0,10.770861112175668,0.0001308526995328642,0.12297194951231073
repburgessowens,Burgess Owens,Q4 (highest),R,19.7,1877,0.2330999728460926,0.7256391933849212,0.2717101758124667,0.4981353223228556,0.5615343633457646,0.1211552572238842,0.2044727320994769,0.332754592461861,0.0470002450500955,0.0462395251378727,0.1681555022739797,0.2504742100076215,0.2028960316737199,0.1310759167478758,0.8819015732636629,0.3665869329232201,1,0.452,0.452,33.214085374572406,0,3.0,0,73.0,UT,4.0,-0.0007476131591046,0.7488407922581228,0.1092168353755993,0.3638785295684603,0.0426212040490143,0.206180074587107,0.2386787426744805,0.1534363345764517,0.4080980287693127,0.2301545018646776,0.0788492274906766,0.0756526371870005,0.5332978156632925,0.001598295151838,0.8295151838039425,34.23761321257326,0.1965903036760788,0.016515716568993,0.5295684603090037,0.0559403303143313,0.0218433670751198,8.66595631326585,46.17687799680341,0.1876687357223619,1.6018299514502676,0.9562150249379048,2.268610053783654,3.853903899615476,7.537962659768208,0,0,0,0,0,0,1,0,0,1,,,,,,,,32.41,32.41,-12.709999999999996,32.41,1,42396.0,10.654832883999834,0.0002044050456001946,0.1859857069227066
repcarbajal,Salud O. Carbajal,Q2,D,2.83,2106,0.425908735901089,0.6055724034431909,0.1324786324786324,0.6030389363722697,0.5189933523266856,0.0881803358520227,0.2063625376340548,0.3675301442163961,0.0150693581432133,0.0772627880213054,0.10324969399523601,-0.4637440261616523,-0.8773230282486298,-0.8563133195973507,-0.6072671485335595,-0.701161880635298,0,-0.325,0.325,25.39396576140436,0,5.0,0,60.0,CA,24.0,0.0001912347665663,0.7988709643055012,0.0650522317188983,0.3979107312440645,0.0056980056980056,0.2212725546058879,0.2331433998100665,0.0655270655270655,0.4534662867996201,0.2644824311490978,0.1263057929724596,0.1139601139601139,0.6225071225071225,0.033713200379867,0.7274453941120608,37.17378917378917,0.3817663817663818,0.050332383665717,0.5118708452041786,0.2041785375118708,0.1771130104463437,3.864672364672365,21.726970560303894,0.1778744235854623,0.6884324545268752,0.523800556801922,1.5819993679790794,3.1235523496288637,7.653020413804189,0,0,0,1,0,1,0,0,1,2,,,,,,5.52,5.75,3.9,3.9,-1.0699999999999998,5.056666666666667,3,18995.0,9.851983709669012,0.00020345735007488102,0.1851985393703157
repcardenas,Tony Cárdenas,Q1 (lowest),D,0.28,769,0.37630076181284,0.6430885040030181,0.1664499349804941,0.5799739921976593,0.5331599479843954,0.0729675864798085,0.2072756808381409,0.3080157127563801,0.0303662124596507,0.0632489566769636,0.1033337989394592,-0.7932436146937929,-0.3598318092399376,-0.6153988139343605,-0.1419611005863527,-0.4776088346136109,0,-0.39,0.39,39.55342750588975,0,,0,61.0,CA,29.0,0.0005751723706547,0.780706439090843,0.0494148244473342,0.330299089726918,0.0169050715214564,0.2249674902470741,0.3315994798439531,0.0923276983094928,0.4408322496749025,0.2535760728218466,0.258777633289987,0.2093628088426528,0.2782834850455136,0.0078023407022106,0.7191157347204161,34.416124837451235,0.3355006501950585,0.0533159947984395,0.4499349804941482,0.3381014304291287,0.1131339401820546,7.1261378413524055,72.01430429128739,0.0989544773289514,2.2995163606136173,1.1937759003420378,2.0950857604234376,4.290655371148572,6.646390514847729,0,0,0,0,0,0,0,0,0,0,,,,0.23,0.18,4.15,0.93,1.78,1.78,-1.5,1.4540000000000002,5,26983.0,10.202999376741486,0.000264097314655613,0.23435828220386246
repcarlos,Carlos A. Gimenez,Q1 (lowest),R,0.92,2189,0.0878369161368178,0.682925173591382,0.2786660575605299,0.3544997715851987,0.4664230242119689,0.1419902904744492,0.3926689241352917,0.1986792682033707,0.0214477221704812,0.0427664423737097,0.1634380126449304,0.7017493027041267,-0.6615435413377015,0.1804049883280142,0.3521265847790388,0.1431843336183695,1,0.332,0.332,29.131946258802422,0,3.0,0,70.0,FL,28.0,-4.035433359632839e-06,0.7441650068690095,0.1178620374600274,0.2028323435358611,0.0146185472818638,0.4440383736866149,0.1882137962539972,0.1868433074463225,0.2795797167656464,0.3668341708542713,0.563270899954317,0.401553220648698,0.6368204659661946,0.0347190497944266,0.5788031064412974,28.30698949291914,0.6226587482868889,0.0370031978072179,0.918227501142074,0.1758793969849246,0.1347647327546825,65.81361352215623,233.56601187756968,0.2817773570439449,10.576173261894004,2.44894895655425,4.20190685502103,5.457737048816497,7.691656822810547,0,0,0,0,0,0,1,0,0,4,,,,,,,,5.72,5.72,-4.8,5.72,1,159242.0,11.978186616424358,0.00041329306038706017,0.3459224851606107
repcarolmiller,Carol D. Miller,Q1 (lowest),R,0.43,848,0.3411887039975175,0.6883829268152444,0.2099056603773585,0.5695754716981132,0.5542452830188679,0.1213637770266565,0.18640306066914,0.4274815502534316,0.0193901195416057,0.0738891762972892,0.1407538965682622,0.2549906315651716,-0.731152054998453,-0.3072235650860566,0.4198182037205304,-0.0908916961997018,1,0.527,0.527,40.2106767271048,0,4.0,1,74.0,WV,1.0,0.0002323372203875,0.7174671262896462,0.1132075471698113,0.4528301886792453,0.0106132075471698,0.2004716981132075,0.1556603773584905,0.1108490566037735,0.4433962264150943,0.2205188679245283,0.178066037735849,0.1662735849056603,0.625,0.0023584905660377,0.8266509433962265,38.70990566037736,0.2370283018867924,0.0094339622641509,0.8089622641509434,0.035377358490566,0.0306603773584905,5.97995283018868,24.83490566037736,0.2407882241215574,0.7960458173399135,0.5855874803229397,1.943042158898822,3.251726510111709,6.744059186311348,0,0,0,0,0,0,0,0,0,2,,,,,,,4.5,0.84,0.84,-0.41,2.67,2,18966.0,9.850455905984322,0.0003152985779915997,0.27406369536344743
repcartwright,Matt Cartwright,Q3,D,6.81,4,0.4883887320756912,0.5639464310976242,0.0,0.5,0.5,0.0569850581232457,0.1556743495166301,0.1070301543222739,0.0445744454336817,0.0277802888303994,0.1015595035569274,-1.1394161827378957,0.1208314467204706,-1.7958128943560656,-1.1235472628057694,-0.984486223294815,0,-0.344,0.344,1.6235840383926217,1,,0,63.0,PA,8.0,,0.9632596161677252,0.0,0.0,0.0,0.25,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,28.25,0.25,0.0,0.75,0.5,0.25,3.75,27.75,0.1351351351351351,1.1150442477876106,0.7490757332191701,1.55814461804655,3.3586377672433594,1.6094379124341005,0,1,0,0,0,0,0,1,0,1,,,,4.3,4.36,4.94,6.46,8.41,8.41,-1.6000000000000003,5.694000000000001,5,18363.0,9.818147505369112,0.00020421499754942003,0.18582790033821894
repcasar,Greg Casar,Q3,D,8.21,1393,0.1803566500683611,0.6340490443079069,0.2203876525484565,0.4113424264178033,0.3890882986360373,0.1449140241599092,0.2734886401385815,0.2258303817446627,0.0222481686113328,0.0608302135345922,0.167162192771242,0.7650757286357994,-0.6344645095407948,-0.2328883534136446,-0.2540760380010964,-0.0890882930799341,0,-0.423,0.423,34.72635400740363,0,2.0,0,35.0,TX,35.0,-4.193637432140456e-05,0.8358632368973026,0.1206030150753768,0.2426417803302225,0.0150753768844221,0.3029432878679109,0.2684852835606604,0.109834888729361,0.2792534099066762,0.3682699210337401,0.4134960516870065,0.3244795405599425,0.7631012203876526,0.0653266331658291,0.6324479540559943,34.757358219669776,0.3639626704953338,0.0387652548456568,0.8528356066044508,0.1292175161521895,0.1579325197415649,139.84565685570712,463.9720028715004,0.3014096884945839,17.372369209162073,2.91084786255827,4.94766465860172,6.141977194896235,7.239932591320469,0,1,1,0,0,0,0,1,0,2,,,,,,,,,,,,0,84244.0,11.341484499272486,0.0016600073222509274,0.9783288755157314
repcasten,Sean Casten,Q3,D,7.76,1302,0.2496744239339447,0.5818496289866217,0.152073732718894,0.4324116743471582,0.3410138248847926,0.0706570511294876,0.2012389303918587,0.2952689667561238,0.0270040419298551,0.0601735896752437,0.0976610930593427,-0.8432885098401136,-0.473573738788773,-0.7173506204915202,-0.90149683296268,-0.7339274255207717,0,-0.634,0.634,8.414243941694764,1,4.0,0,53.0,IL,6.0,0.0002735331028969,0.7997752530123746,0.043010752688172,0.3049155145929339,0.0184331797235023,0.2235023041474654,0.3609831029185867,0.0599078341013824,0.2811059907834101,0.4155145929339477,0.1620583717357911,0.1451612903225806,0.2749615975422427,0.0038402457757296,0.8218125960061444,29.764976958525345,0.1858678955453149,0.0414746543778801,0.630568356374808,0.0384024577572964,0.1129032258064516,16.35483870967742,80.59216589861751,0.2029333562055064,3.257083139804924,1.4485842167950564,2.853871355676638,4.401733251216784,7.172424577124845,0,0,0,0,0,1,0,0,0,1,,,,,,,15.95,11.98,11.98,-4.220000000000001,13.965,2,39439.0,10.582535808716573,0.0004146869522472025,0.34690827145810504
repchiproy,Chip Roy,Q4 (highest),R,29.22,2804,-0.2782236972183372,0.5385040540246028,0.4753922967189729,0.111626248216833,0.3124108416547789,0.1996262917487033,0.299436391609828,0.0675221586361593,0.05575111819981,0.040106009601632,0.2553774099485133,1.9501126484640616,0.4989372908736645,1.5755297309014913,-1.439104896716876,0.6463686933805854,1,0.8,0.8,25.79105723659372,0,4.0,0,52.0,TX,21.0,-8.923529687818487e-05,0.8398362848764813,0.1886590584878744,0.0592011412268188,0.0367332382310984,0.31490727532097,0.3669757489300999,0.2478601997146933,0.0645506419400856,0.412981455064194,0.3138373751783166,0.2535663338088445,0.4514978601997147,0.0135520684736091,0.735021398002853,29.67261055634808,0.1173323823109843,0.0845221112696148,1.274607703281027,0.0349500713266761,0.0224679029957204,104.74465049928672,379.4778887303852,0.2760230664551489,16.318838489459388,2.851794839076041,4.661027230351697,5.941428064523568,7.9391588179567965,1,0,0,0,0,0,1,1,0,2,,,,,,,21.31,16.25,16.25,12.97,18.78,2,303751.0,12.623966857977358,0.00034483722028663845,0.2962729799203975
repchrispappas,Chris Pappas,Q3,D,6.37,1213,0.5814245870706962,0.5202943695493526,0.0741962077493817,0.731244847485573,0.5828524319868096,0.0582878063290831,0.1564715081233074,0.4183038646145425,0.0169950209360713,0.048821720733827,0.0752828272651544,-1.111199389883316,-0.8121780274882483,-1.2696351679933144,-1.6649566294691165,-1.2144923037084987,0,-0.234,0.234,7.835808355058788,1,4.0,0,44.0,NH,1.0,-0.0001640465296272,0.728500571409699,0.0469909315746084,0.4361088211046991,0.0057708161582852,0.1599340478153338,0.3165704863973619,0.0288540807914262,0.5539983511953833,0.1945589447650453,0.1319043693322341,0.1170651277823578,0.2423742786479802,0.0016488046166529,0.8252267106347898,38.28936521022259,0.2052761747732893,0.0,0.3965375103050289,0.0387469084913437,0.2382522671063479,1.866446826051113,9.513602638087386,0.1961871750433275,0.2972117558402411,0.2602171578831666,1.0530732230638111,2.352669908082849,7.101675971619444,0,0,0,1,0,1,0,0,1,2,,,,,,,10.17,11.4,11.4,-5.03,10.785,2,17739.0,9.78357725586357,0.00010521713884949055,0.10004182141113625
repchuck,"Charles J. ""Chuck"" Fleischmann",Q1 (lowest),R,0.25,1150,0.3897511504525723,0.7213351844645766,0.2269565217391304,0.6391304347826087,0.671304347826087,0.1138449884157971,0.1652338589680299,0.374984431117773,0.0419381113396703,0.0799160536780507,0.1557830997554674,0.0921379023889916,0.0316444991427504,-0.186303861289761,0.8285196558689858,0.1914995490277417,1,0.432,0.432,38.15795483090133,0,8.0,0,62.0,TN,3.0,-0.0003255536118386,0.779793826477481,0.1043478260869565,0.4017391304347826,0.0356521739130434,0.1739130434782608,0.2104347826086956,0.1460869565217391,0.5252173913043479,0.1339130434782608,0.1408695652173913,0.1339130434782608,0.3139130434782609,0.0,0.4565217391304347,37.2695652173913,0.3826086956521739,0.0060869565217391,0.3791304347826087,0.0591304347826086,0.0843478260869565,5.522608695652174,39.23304347826087,0.1407642182720865,1.2008632757816144,0.7888496814788286,1.8752744026123405,3.694688635057996,7.048386408721883,0,0,0,0,0,0,1,0,0,1,,,1.35,1.07,0.89,0.71,0.41,0.38,0.38,-0.13,0.8016666666666667,6,30404.0,10.32236234755421,0.0001816408596122936,0.16690403153923847
repchuckedwards,Chuck Edwards,Q2,R,2.81,918,0.2010675930054878,0.6659011991814315,0.2309368191721132,0.4324618736383442,0.4629629629629629,0.0937770919069421,0.2140657518160846,0.2759228260145704,0.0328325322542871,0.077307936547259,0.1266096241612292,-0.3425214402838509,-0.2763964302666127,-0.1580767602415695,0.1409810196791639,-0.1590034027782173,1,0.373,0.373,13.54124520545728,0,2.0,0,64.0,NC,11.0,-7.403561260656505e-07,0.8033568517770142,0.0708061002178649,0.2930283224400871,0.0239651416122004,0.2298474945533769,0.3115468409586057,0.1230936819172113,0.3398692810457516,0.3366013071895425,0.406318082788671,0.3159041394335512,0.3943355119825708,0.0043572984749455,0.6764705882352942,33.68082788671024,0.1328976034858388,0.0337690631808278,0.6546840958605664,0.1045751633986928,0.181917211328976,3.293028322440087,11.458605664488015,0.2873847323890103,0.4379831171771402,0.3632415187411589,1.4569923865745131,2.522411602160726,6.823286122355687,0,0,0,1,0,0,1,0,1,4,,,,,,,,,,,,0,7119.0,8.87066300440602,0.0004625689454193127,0.3801944411797689
repchuygarcia,"Jesús G. ""Chuy"" García",Q2,D,3.84,1026,0.1439799440999244,0.7085362334182769,0.2914230019493177,0.4298245614035088,0.5,0.1309757873290113,0.1838958698663439,0.2522128991189298,0.0583468012229882,0.0977479361610842,0.18932258855199952,0.46318136435785,0.5867490163459546,0.2708734933559463,0.6697763632464943,0.4976450593265613,0,-0.432,0.432,40.22364774511135,0,4.0,0,68.0,IL,4.0,0.0002751010841329,0.7953635076261931,0.1150097465886939,0.2729044834307992,0.0497076023391812,0.1968810916179337,0.2729044834307992,0.168615984405458,0.3313840155945419,0.2787524366471735,0.117933723196881,0.1052631578947368,0.3313840155945419,0.0068226120857699,0.4785575048732943,33.80799220272905,0.1793372319688109,0.0116959064327485,0.4463937621832358,0.1549707602339181,0.1403508771929824,36.33430799220273,182.68810916179336,0.1988870986672926,6.478421310577449,2.0120217149755657,3.6199126892202074,5.213239260467851,6.934397209928558,0,1,0,0,0,0,0,1,0,1,,,,,,,5.13,3.79,3.79,0.0499999999999998,4.46,2,43501.0,10.68056219303136,0.0008352522468955364,0.6071819363074383
repciscomani,Juan Ciscomani,Q3,R,6.96,1195,0.5519519646796223,0.5825812007270598,0.100418410041841,0.6970711297071129,0.6560669456066945,0.0544865326395756,0.1873515766258419,0.4655830938117452,0.01580852794525,0.0655767485364456,0.0702950605848256,-1.193532838357691,-0.8523169796848187,-1.0836750064029084,-0.8924232685395802,-1.0054870232462496,1,0.3,0.3,2.5096238578915617,1,2.0,0,42.0,AZ,6.0,0.0007283764253767,0.7512977798546,0.0368200836820083,0.5246861924686193,0.0108786610878661,0.199163179916318,0.1707112970711297,0.0585774058577405,0.597489539748954,0.202510460251046,0.4092050209205021,0.3581589958158996,0.3615062761506276,0.0100418410041841,0.8133891213389122,38.5112970711297,0.4192468619246862,0.0468619246861924,0.8711297071129707,0.1740585774058577,0.1606694560669456,5.148117154811716,24.91213389121339,0.2066509909304669,0.7805567023750027,0.5769260695498717,1.8161458812546665,3.2547113490065502,7.086737934510577,0,0,0,1,0,0,1,0,1,5,,,,,,,,,,,,0,12259.0,9.414097209490205,0.00041994592991367294,0.3506187933626196
repclayhiggins,Clay Higgins,Q4 (highest),R,15.52,605,-0.1026546003897328,0.6443239727826391,0.3851239669421488,0.2495867768595041,0.371900826446281,0.1493364932480237,0.1295934033040861,0.1197579852586288,0.1071544369745206,0.0651972422637968,0.2564909302225443,0.8608639197888972,2.23790698644259,0.9353732328097388,-0.1266377837536011,0.9768765888219062,1,0.627,0.627,51.90344328649566,0,5.0,0,63.0,LA,3.0,0.0003512657897492,0.8865262204458757,0.1636363636363636,0.1206611570247934,0.0859504132231405,0.1206611570247934,0.4446280991735537,0.2198347107438016,0.1520661157024793,0.3652892561983471,0.0,0.0,0.0330578512396694,0.0016528925619834,0.8033057851239669,24.747107438016528,0.0016528925619834,0.0578512396694214,0.4148760330578512,0.1785123966942148,0.1438016528925619,818.1685950413223,2732.869421487603,0.299380785853999,143.49305370024044,4.973231435118413,6.708289917419196,7.913473255165835,6.406879986069314,1,0,0,0,0,0,1,1,0,2,,,,,,3.89,6.26,16.82,16.82,-1.3000000000000007,8.99,3,231539.0,12.35250792375972,0.003533610299091394,1.5115185975954568
repcleaver,Emanuel Cleaver,Q2,D,4.3,2145,0.3208714394997328,0.6995498012422509,0.2363636363636363,0.5827505827505828,0.5571095571095571,0.1402538536984846,0.2546782116017885,0.322819824608535,0.0293044630129547,0.0682294010891337,0.16955831671143928,0.6641390595328663,-0.3957506984498637,-0.1195913656663232,0.5583191174620049,0.176779028219671,0,-0.454,0.454,23.783098192685785,0,11.0,0,80.0,MO,5.0,0.0002197051064054,0.7710508194064648,0.1193473193473193,0.3505827505827505,0.0242424242424242,0.2792540792540792,0.1659673659673659,0.124009324009324,0.4331002331002331,0.1808857808857809,0.3902097902097902,0.3249417249417249,0.675990675990676,0.0032634032634032,0.4899766899766899,38.339393939393936,0.3407925407925408,0.0158508158508158,0.7594405594405594,0.0121212121212121,0.0083916083916083,4.717948717948718,19.68624708624709,0.2396570914343903,0.6365305576497483,0.4925784873480117,1.7436101253304723,3.029469087496433,7.671360923190644,0,0,0,0,0,0,0,0,0,0,6.4,7.56,5.62,2.39,1.75,3.2,2.88,2.62,2.62,1.6799999999999995,4.0525,8,47929.0,10.777496892153676,9.843620183915204e-05,0.09388753363129496
repcohen,Steve Cohen,Q1 (lowest),D,0.45,1839,-0.0288817996626123,0.6767533182938331,0.3752039151712887,0.3072321914083741,0.4154431756389342,0.146137000900819,0.21939833876285,0.1586913498234017,0.0448226114330528,0.1140748782275138,0.1909596123338718,0.7915647164613777,0.1292268803746336,0.8650231375080633,0.2755780748286286,0.5153482022931758,0,-0.389,0.389,45.64578928311198,0,10.0,0,75.0,TN,9.0,-0.0001567885430953,0.8369959369575567,0.1402936378466558,0.1609570418705818,0.0337139749864056,0.2392604676454595,0.2474170744970092,0.1995649809679173,0.2158781946710168,0.3175638934203371,0.5236541598694943,0.2729744426318651,0.6536160957041871,0.2392604676454595,0.3855356171832517,28.50407830342577,0.1685698749320282,0.0609026644915715,0.7264817835780315,0.3186514410005437,0.2283849918433931,20.696030451332245,94.00870038064166,0.2201501602248932,4.024151548102787,1.6142565935403246,3.0771293153029187,4.553968470361201,7.517520850603031,0,0,0,0,0,0,0,0,0,0,5.45,6.41,4.12,2.47,1.14,1.22,2.62,0.32,0.32,0.13,2.96875,8,83939.0,11.33785753688758,0.00024656036468545306,0.22038805015383775
repcolinallred,Colin Z. Allred,Q4 (highest),D,44.58,1578,0.5592865491019153,0.5562747274786485,0.0982256020278834,0.7097591888466414,0.6140684410646388,0.0568197068519059,0.1727202122960418,0.3921412710015092,0.0196970127909631,0.0676034245203223,0.07651671964286899,-1.142997598203088,-0.7207698837081894,-1.0992257571775508,-1.2186981457253647,-1.0454228462035482,0,-0.422,0.422,23.48535687246197,0,,0,41.0,TX,32.0,0.0001567908178853,0.7332777623390624,0.0373891001267427,0.4188846641318124,0.0145754119138149,0.1799746514575411,0.2908745247148289,0.035487959442332,0.5785804816223067,0.1920152091254753,0.2344740177439797,0.2167300380228136,0.3555133079847908,0.0,0.7934093789607097,38.28960709759189,0.1172370088719898,0.003168567807351,0.3377693282636248,0.0887198986058301,0.1812420785804816,14.246514575411911,51.55830164765526,0.2763185388217652,1.7186077688220982,1.0001198995703744,2.724350924499328,3.9619230610145504,7.364547014255642,0,0,0,0,0,1,0,0,0,1,,,,,,,9.87,10.78,10.78,33.8,10.325,2,53638.0,10.890031694417958,0.0002656048804096333,0.23555017422611912
repcuellar,Henry Cuellar,Q1 (lowest),D,0.74,884,0.6838208916365291,0.4464654605947782,0.0395927601809954,0.7997737556561086,0.6640271493212669,0.0227757219017885,0.0983138332193863,0.5661946763412246,0.0082672077307786,0.0657265382749475,0.0310429296325671,-1.8803711497286657,-1.107439170822388,-1.5150326609129965,-2.5806444898085474,-1.7708718678181494,0,-0.225,0.225,5.588753381823693,1,11.0,0,69.0,TX,28.0,0.0002456720054201,0.6480214958303384,0.005656108597285,0.6097285067873304,0.001131221719457,0.0972850678733031,0.2217194570135746,0.0147058823529411,0.6493212669683258,0.1606334841628959,0.0452488687782805,0.0350678733031674,0.33710407239819,0.0090497737556561,0.8110859728506787,40.050904977375566,0.3020361990950226,0.005656108597285,0.583710407239819,0.2273755656108597,0.1628959276018099,3.5995475113122173,14.161764705882351,0.2541736560428149,0.4434684366614885,0.3670488540428507,1.5259579315506486,2.718776778840853,6.785587645007929,0,0,0,1,1,1,0,0,1,3,1.3,1.2,1.14,0.75,0.43,0.35,1.09,1.65,1.65,-0.91,0.98875,8,33188.0,10.40997377470302,0.00010845930792190603,0.1029710402636763
repdalestrong,Dale W. Strong,Q1 (lowest),R,1.17,482,0.2236648752852594,0.6956859683794371,0.2385892116182572,0.4605809128630705,0.5311203319502075,0.1057250282474304,0.2062266393201386,0.3170841932766519,0.0545786283825136,0.0531869972853136,0.160303656629944,-0.0837358643386062,0.4592720647901533,-0.1038082392391454,0.5103966315827129,0.1955311481987786,1,0.602,0.602,90.78693647345756,0,2.0,0,54.0,AL,5.0,-0.0004278745465402,0.7987392531212041,0.0892116182572614,0.3568464730290456,0.0497925311203319,0.2116182572614107,0.2427385892116182,0.1514522821576763,0.3796680497925311,0.3008298755186722,0.0995850622406639,0.0809128630705394,0.4336099585062241,0.0103734439834024,0.5186721991701245,31.475103734439838,0.2634854771784232,0.0082987551867219,0.6037344398340249,0.1265560165975103,0.0311203319502074,5.908713692946058,30.782157676348547,0.1919525510547954,1.165710895788017,0.7727486658883018,1.9327834689238887,3.458905052962096,6.180016653652572,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,0,9793.0,9.189525232262262,0.000603360940768514,0.47210201407585967
repdanbishop,Dan Bishop,Q3,R,6.05,1330,-0.2131751324449266,0.6197238147221952,0.4729323308270676,0.1864661654135338,0.3804511278195489,0.1493064477612155,0.1404482946674036,0.1017508471508499,0.1115701390532413,0.0674308138852238,0.2608765868144568,0.8602131514564735,2.3872897944517444,1.5580843748759552,-0.4317495132556527,1.09345945188213,1,0.703,0.703,19.21598405391296,0,,0,60.0,NC,8.0,-5.758185677977207e-05,0.8552996916427622,0.1308270676691729,0.1007518796992481,0.1,0.1481203007518797,0.4195488721804511,0.2526315789473684,0.1278195488721804,0.3406015037593985,0.0601503759398496,0.0578947368421052,0.4165413533834586,0.1112781954887218,0.3699248120300752,21.07518796992481,0.0684210526315789,0.1195488721804511,0.3300751879699248,0.1706766917293233,0.1278195488721804,118.72255639097745,457.1195488721805,0.2597188343484618,27.3232251159472,3.343682143554371,4.785177035838528,6.127130173791802,7.193685818395112,1,0,0,0,0,0,1,1,0,2,,,,,,,19.46,3.06,3.06,2.99,11.26,2,138771.0,11.84058757759816,0.000855528578672615,0.6181696035408978
repdancrenshaw,Dan Crenshaw,Q4 (highest),R,29.82,648,-0.1229228384240909,0.6055127483448698,0.3796296296296296,0.2129629629629629,0.3148148148148148,0.1339994534576328,0.1430322071615973,0.1022802074374249,0.10242074655769,0.0572013556015861,0.23642020001532282,0.5286722707589676,2.077766661278931,0.896409005355736,-0.6080070409430973,0.7237102241126343,1,0.436,0.436,31.319768846957466,0,4.0,0,40.0,TX,2.0,-0.0003069315124334,0.8974574126255881,0.1157407407407407,0.0972222222222222,0.0879629629629629,0.1404320987654321,0.4922839506172839,0.1929012345679012,0.1219135802469135,0.4074074074074074,0.0293209876543209,0.0262345679012345,0.2037037037037037,0.007716049382716,0.595679012345679,30.47067901234568,0.0648148148148148,0.0679012345679012,0.3549382716049383,0.2098765432098765,0.0833333333333333,51.532407407407405,333.1867283950617,0.154665246288877,12.62587996961256,2.6119709233894834,3.961430263106824,5.811699903808022,6.47543271670409,0,0,0,0,0,0,1,0,0,3,,,,,,,50.0,48.73,48.73,-18.91,49.365,2,652904.0,13.389186915286006,7.892800075877526e-05,0.07596795630055252
