Name,Total Raised,Total from Small Donors,Percent from Small Donors*,total money raised,party_code,party_full,Total Raised_num,Total from Small Donors_num,pct_small_donors,clean_name,match_score,match_method,first,last,official_full,party,chamber,state,bioguide,twitter,quartile,sample_method
FrankelLois Frankel (D),$1859626,$80239,4.31%,Raised over $100k,D,Democrat,1859626,80239,4.31,Lois Frankel,100.0,auto,Lois,Frankel,Lois Frankel,Democrat,rep,FL,F000462,RepLoisFrankel,Q2,full_house
ClydeAndrew Clyde (R),$561936,$24143,4.30%,Raised over $100k,R,Republican,561936,24143,4.3,Andrew Clyde,88.9,auto,Andrew,Clyde,Andrew S. Clyde,Republican,rep,GA,C001116,Rep_Clyde,Q2,full_house
CleaverEmanuel Cleaver (D),$1384776,$59479,4.30%,Raised over $100k,D,Democrat,1384776,59479,4.3,Emanuel Cleaver,100.0,auto,Emanuel,Cleaver,Emanuel Cleaver,Democrat,rep,MO,C001061,RepCleaver,Q2,full_house
HudsonRichard Hudson (R),$3947101,$168431,4.27%,Raised over $100k,R,Republican,3947101,168431,4.27,Richard Hudson,100.0,auto,Richard,Hudson,Richard Hudson,Republican,rep,NC,H001067,RepRichHudson,Q2,full_house
DavisDanny K Davis (D),$818234,$34904,4.27%,Raised over $100k,D,Democrat,818234,34904,4.27,Danny K Davis,96.3,auto,Danny,Davis,Danny K. Davis,Democrat,rep,IL,D000096,RepDannyDavis,Q2,full_house
PlaskettStacey Plaskett (D),$668165,$28070,4.20%,Raised over $100k,D,Democrat,668165,28070,4.2,Stacey Plaskett,90.9,auto,Stacey,Plaskett,Stacey E. Plaskett,Democrat,rep,VI,P000610,StaceyPlaskett,Q2,full_house
ThompsonMike Thompson (D),$2423434,$100836,4.16%,Raised over $100k,D,Democrat,2423434,100836,4.16,Mike Thompson,100.0,auto,Mike,Thompson,Mike Thompson,Democrat,rep,CA,T000460,RepThompson,Q2,full_house
BostMike Bost (R),$3092672,$128100,4.14%,Raised over $100k,R,Republican,3092672,128100,4.14,Mike Bost,100.0,auto,Mike,Bost,Mike Bost,Republican,rep,IL,B001295,RepBost,Q2,full_house
ColeTom Cole (R),$5570716,$227840,4.09%,Raised over $100k,R,Republican,5570716,227840,4.09,Tom Cole,100.0,auto,Tom,Cole,Tom Cole,Republican,rep,OK,C001053,TomColeOK04,Q2,full_house
WatsonBonnie Watson Coleman (D),$929386,$37879,4.08%,Raised over $100k,D,Democrat,929386,37879,4.08,Bonnie Watson Coleman,100.0,manual,,,Bonnie Watson Coleman,Democrat,rep,NJ,W000822,RepBonnie,Q2,full_house
CarsonAndre Carson (D),$820449,$32957,4.02%,Raised over $100k,D,Democrat,820449,32957,4.02,Andre Carson,91.7,auto,André,Carson,André Carson,Democrat,rep,IN,C001072,RepAndreCarson,Q2,full_house
KennedyTimothy Kennedy (D),$2598886,$103941,4.00%,Raised over $100k,D,Democrat,2598886,103941,4.0,Timothy Kennedy,90.9,auto,Timothy,Kennedy,Timothy M. Kennedy,Democrat,rep,NY,K000402,reptimkennedy,Q2,full_house
KeanThomas H Kean Jr. (R),$5922881,$232027,3.92%,Raised over $100k,R,Republican,5922881,232027,3.92,Thomas H Kean Jr.,94.4,auto,Thomas,Kean,"Thomas H. Kean, Jr.",Republican,rep,NJ,K000398,CongressmanKean,Q2,full_house
BrecheenJosh Brecheen (R),$331851,$12860,3.88%,Raised over $100k,R,Republican,331851,12860,3.88,Josh Brecheen,100.0,auto,Josh,Brecheen,Josh Brecheen,Republican,rep,OK,B001317,repbrecheen,Q2,full_house
LaHoodDarin LaHood (R),$3734144,$144062,3.86%,Raised over $100k,R,Republican,3734144,144062,3.86,Darin LaHood,100.0,auto,Darin,LaHood,Darin LaHood,Republican,rep,IL,L000585,RepLaHood,Q2,full_house
AguilarPete Aguilar (D),$5808795,$223890,3.85%,Raised over $100k,D,Democrat,5808795,223890,3.85,Pete Aguilar,100.0,auto,Pete,Aguilar,Pete Aguilar,Democrat,rep,CA,A000371,RepPeteAguilar,Q2,full_house
LarsonJohn Larson (D),$1522651,$58687,3.85%,Raised over $100k,D,Democrat,1522651,58687,3.85,John Larson,88.0,auto,John,Larson,John B. Larson,Democrat,rep,CT,L000557,RepJohnLarson,Q2,full_house
GarciaJesus Garcia (D),$798895,$30653,3.84%,Raised over $100k,D,Democrat,798895,30653,3.84,"Jesús G. ""Chuy"" García",100.0,manual,,,"Jesús G. ""Chuy"" García",Democrat,rep,IL,G000586,RepChuyGarcia,Q2,full_house
VelazquezNydia Velazquez (D),$464287,$17362,3.74%,Raised over $100k,D,Democrat,464287,17362,3.74,Nydia M. Velázquez,100.0,manual,,,Nydia M. Velázquez,Democrat,rep,NY,V000081,NydiaVelazquez,Q2,full_house
SmithAdam Smith (D),$1668647,$61281,3.67%,Raised over $100k,D,Democrat,1668647,61281,3.67,Adam Smith,100.0,auto,Adam,Smith,Adam Smith,Democrat,rep,WA,S000510,RepAdamSmith,Q2,full_house
KellyRobin Kelly (D),$1893899,$69494,3.67%,Raised over $100k,D,Democrat,1893899,69494,3.67,Robin Kelly,88.0,auto,Robin,Kelly,Robin L. Kelly,Democrat,rep,IL,K000385,RepRobinKelly,Q2,full_house
StricklandMarilyn Strickland (D),$2048914,$74632,3.64%,Raised over $100k,D,Democrat,2048914,74632,3.64,Marilyn Strickland,100.0,auto,Marilyn,Strickland,Marilyn Strickland,Democrat,rep,WA,S001159,RepStricklandWA,Q2,full_house
CarterBuddy Carter (R),$2581503,$93614,3.63%,Raised over $100k,R,Republican,2581503,93614,3.63,Buddy Carter,70.6,auto,Earl,Carter,"Earl L. ""Buddy"" Carter",Republican,rep,GA,C001103,RepBuddyCarter,Q2,full_house
DeGetteDiana DeGette (D),$1090985,$39183,3.59%,Raised over $100k,D,Democrat,1090985,39183,3.59,Diana DeGette,100.0,auto,Diana,DeGette,Diana DeGette,Democrat,rep,CO,D000197,RepDianaDeGette,Q2,full_house
ScottBobby Scott (D),$866157,$30504,3.52%,Raised over $100k,D,Democrat,866157,30504,3.52,"Robert C. ""Bobby"" Scott",100.0,manual,,,"Robert C. ""Bobby"" Scott",Democrat,rep,VA,S000185,BobbyScott,Q2,full_house
TorresRitchie Torres (D),$9084008,$318391,3.50%,Raised over $100k,D,Democrat,9084008,318391,3.5,Ritchie Torres,100.0,auto,Ritchie,Torres,Ritchie Torres,Democrat,rep,NY,T000486,RepRitchie,Q2,full_house
LangworthyNick Langworthy (R),$1895322,$66077,3.49%,Raised over $100k,R,Republican,1895322,66077,3.49,Nick Langworthy,75.7,auto,Nicholas,Langworthy,Nicholas A. Langworthy,Republican,rep,NY,L000600,RepLangworthy,Q2,full_house
WebsterDaniel Webster (R),$1004828,$34920,3.48%,Raised over $100k,R,Republican,1004828,34920,3.48,Daniel Webster,100.0,auto,Daniel,Webster,Daniel Webster,Republican,rep,FL,W000806,RepWebster,Q2,full_house
FryRussell Fry (R),$1473349,$50780,3.45%,Raised over $100k,R,Republican,1473349,50780,3.45,Russell Fry,100.0,auto,Russell,Fry,Russell Fry,Republican,rep,SC,F000478,RepRussellFry,Q2,full_house
SelfKeith Self (R),$724772,$24975,3.45%,Raised over $100k,R,Republican,724772,24975,3.45,Keith Self,100.0,auto,Keith,Self,Keith Self,Republican,rep,TX,S001224,repkeithself,Q2,full_house
PanettaJimmy Panetta (D),$3326588,$114385,3.44%,Raised over $100k,D,Democrat,3326588,114385,3.44,Jimmy Panetta,100.0,auto,Jimmy,Panetta,Jimmy Panetta,Democrat,rep,CA,P000613,RepJimmyPanetta,Q2,full_house
RulliMichael Rulli (R),$1084894,$37054,3.42%,Raised over $100k,R,Republican,1084894,37054,3.42,Michael Rulli,89.7,auto,Michael,Rulli,Michael A. Rulli,Republican,rep,OH,R000619,RepMikeRulli,Q2,full_house
LaMalfaDoug LaMalfa (R),$999613,$33896,3.39%,Raised over $100k,R,Republican,999613,33896,3.39,Doug LaMalfa,100.0,manual,,,Doug LaMalfa,Republican,rep,CA,L000578,RepLaMalfa,Q2,full_house
GreenAl Green (D),$340453,$11538,3.39%,Raised over $100k,D,Democrat,340453,11538,3.39,Al Green,100.0,auto,Al,Green,Al Green,Democrat,rep,TX,G000553,RepAlGreen,Q2,full_house
HorsfordSteven Horsford (D),$5361170,$181254,3.38%,Raised over $100k,D,Democrat,5361170,181254,3.38,Steven Horsford,100.0,auto,Steven,Horsford,Steven Horsford,Democrat,rep,NV,H001066,RepHorsford,Q2,full_house
LuetkemeyerBlaine Luetkemeyer (R),$1270996,$42321,3.33%,Raised over $100k,R,Republican,1270996,42321,3.33,Blaine Luetkemeyer,100.0,manual,,,Blaine Luetkemeyer,Republican,rep,MO,L000569,RepBlainePress,Q2,full_house
ClarkKatherine Clark (D),$4850379,$159971,3.30%,Raised over $100k,D,Democrat,4850379,159971,3.3,Katherine Clark,90.9,auto,Katherine,Clark,Katherine M. Clark,Democrat,rep,MA,C001101,RepKClark,Q2,full_house
WilliamsNikema Williams (D),$991342,$32115,3.24%,Raised over $100k,D,Democrat,991342,32115,3.24,Nikema Williams,100.0,auto,Nikema,Williams,Nikema Williams,Democrat,rep,GA,W000788,RepNikema,Q2,full_house
ChuJudy Chu (D),$1894637,$60915,3.22%,Raised over $100k,D,Democrat,1894637,60915,3.22,Judy Chu,100.0,auto,Judy,Chu,Judy Chu,Democrat,rep,CA,C001080,RepJudyChu,Q2,full_house
MorelleJoseph D Morelle (D),$2122468,$68117,3.21%,Raised over $100k,D,Democrat,2122468,68117,3.21,Joseph D Morelle,97.0,auto,Joseph,Morelle,Joseph D. Morelle,Democrat,rep,NY,M001206,RepJoeMorelle,Q2,full_house
MullinKevin Mullin (D),$734953,$22889,3.11%,Raised over $100k,D,Democrat,734953,22889,3.11,Kevin Mullin,100.0,auto,Kevin,Mullin,Kevin Mullin,Democrat,rep,CA,M001225,RepKevinMullin,Q2,full_house
GonzalezVicente Gonzalez (D),$2484862,$77250,3.11%,Raised over $100k,D,Democrat,2484862,77250,3.11,Vicente Gonzalez,100.0,auto,Vicente,Gonzalez,Vicente Gonzalez,Democrat,rep,TX,G000581,RepGonzalez,Q2,full_house
CareyMike Carey (R),$2644015,$80421,3.04%,Raised over $100k,R,Republican,2644015,80421,3.04,Mike Carey,100.0,auto,Mike,Carey,Mike Carey,Republican,rep,OH,C001126,RepMikeCarey,Q2,full_house
ClarkeYvette Clarke (D),$1095516,$32916,3.00%,Raised over $100k,D,Democrat,1095516,32916,3.0,Yvette Clarke,89.7,auto,Yvette,Clarke,Yvette D. Clarke,Democrat,rep,NY,C001067,RepYvetteClarke,Q2,full_house
FranklinScott Franklin (R),$664056,$19575,2.95%,Raised over $100k,R,Republican,664056,19575,2.95,Scott Franklin,100.0,auto,C.,Franklin,Scott Franklin,Republican,rep,FL,F000472,RepFranklin,Q2,full_house
LieuTed Lieu (D),$2569823,$75354,2.93%,Raised over $100k,D,Democrat,2569823,75354,2.93,Ted Lieu,100.0,auto,Ted,Lieu,Ted Lieu,Democrat,rep,CA,L000582,RepTedLieu,Q2,full_house
SchweikertDavid Schweikert (R),$4177660,$121838,2.92%,Raised over $100k,R,Republican,4177660,121838,2.92,David Schweikert,100.0,auto,David,Schweikert,David Schweikert,Republican,rep,AZ,S001183,RepDavid,Q2,full_house
MooreGwen Moore (D),$1342845,$38668,2.88%,Raised over $100k,D,Democrat,1342845,38668,2.88,Gwen Moore,100.0,auto,Gwen,Moore,Gwen Moore,Democrat,rep,WI,M001160,RepGwenMoore,Q2,full_house
AllenRichard W Allen (R),$1217539,$34588,2.84%,Raised over $100k,R,Republican,1217539,34588,2.84,Richard W Allen,78.6,auto,Rick,Allen,Rick W. Allen,Republican,rep,GA,A000372,RepRickAllen,Q2,full_house
VanBeth Van Duyne (R),$3124044,$88454,2.83%,Raised over $100k,R,Republican,3124044,88454,2.83,Gabe Vasquez,100.0,manual,,,Gabe Vasquez,Democrat,rep,NM,V000136,RepGabeVasquez,Q2,full_house
CarbajalSalud Carbajal (D),$2014463,$57016,2.83%,Raised over $100k,D,Democrat,2014463,57016,2.83,Salud Carbajal,90.3,auto,Salud,Carbajal,Salud O. Carbajal,Democrat,rep,CA,C001112,RepCarbajal,Q2,full_house
EdwardsChuck Edwards (R),$1211362,$34041,2.81%,Raised over $100k,R,Republican,1211362,34041,2.81,Chuck Edwards,100.0,auto,Charles (Chuck),Edwards,Chuck Edwards,Republican,rep,NC,E000246,RepChuckEdwards,Q2,full_house
GriffithMorgan Griffith (R),$1002134,$28088,2.80%,Raised over $100k,R,Republican,1002134,28088,2.8,Morgan Griffith,90.9,auto,H.,Griffith,H. Morgan Griffith,Republican,rep,VA,G000568,RepMGriffith,Q2,full_house
WomackSteve Womack (R),$2464039,$68506,2.78%,Raised over $100k,R,Republican,2464039,68506,2.78,Steve Womack,100.0,auto,Steve,Womack,Steve Womack,Republican,rep,AR,W000809,Rep_SteveWomack,Q2,full_house
AlfordMark Alford (R),$1303886,$36162,2.77%,Raised over $100k,R,Republican,1303886,36162,2.77,Mark Alford,100.0,auto,Mark,Alford,Mark Alford,Republican,rep,MO,A000379,RepMarkAlford,Q2,full_house
BishopSanford Bishop (D),$1890477,$52140,2.76%,Raised over $100k,D,Democrat,1890477,52140,2.76,Sanford Bishop,77.8,auto,Sanford,Bishop,"Sanford D. Bishop, Jr.",Democrat,rep,GA,B000490,SanfordBishop,Q2,full_house
MagazinerSeth Magaziner (D),$1966159,$52629,2.68%,Raised over $100k,D,Democrat,1966159,52629,2.68,Seth Magaziner,100.0,auto,Seth,Magaziner,Seth Magaziner,Democrat,rep,RI,M001223,Rep_Magaziner,Q2,full_house
ValadaoDavid Valadao (R),$4873747,$130413,2.68%,Raised over $100k,R,Republican,4873747,130413,2.68,David Valadao,89.7,auto,David,Valadao,David G. Valadao,Republican,rep,CA,V000129,RepDavidValadao,Q2,full_house
BaconDon Bacon (R),$6328059,$169262,2.67%,Raised over $100k,R,Republican,6328059,169262,2.67,Don Bacon,100.0,auto,Don,Bacon,Don Bacon,Republican,rep,NE,B001298,RepDonBacon,Q2,full_house
MoranNathaniel Moran (R),$1060132,$27967,2.64%,Raised over $100k,R,Republican,1060132,27967,2.64,Nathaniel Moran,100.0,auto,Nathaniel,Moran,Nathaniel Moran,Republican,rep,TX,M001224,RepNateMoran,Q2,full_house
KellyTrent Kelly (R),$1278331,$33712,2.64%,Raised over $100k,R,Republican,1278331,33712,2.64,Trent Kelly,100.0,auto,Trent,Kelly,Trent Kelly,Republican,rep,MS,K000388,RepTrentKelly,Q2,full_house
GarbarinoAndrew Garbarino (R),$3760308,$98845,2.63%,Raised over $100k,R,Republican,3760308,98845,2.63,Andrew Garbarino,91.4,auto,Andrew,Garbarino,Andrew R. Garbarino,Republican,rep,NY,G000597,RepGarbarino,Q2,full_house
SewellTerri Sewell (D),$3026359,$78204,2.58%,Raised over $100k,D,Democrat,3026359,78204,2.58,Terri Sewell,88.9,auto,Terri,Sewell,Terri A. Sewell,Democrat,rep,AL,S001185,RepTerriSewell,Q2,full_house
LattaBob Latta (R),$1978670,$50117,2.53%,Raised over $100k,R,Republican,1978670,50117,2.53,Robert E. Latta,100.0,manual,,,Robert E. Latta,Republican,rep,OH,L000566,BobLatta,Q2,full_house
HolmesEleanor Holmes Norton (D),$286817,$7167,2.50%,Raised over $100k,D,Democrat,286817,7167,2.5,Eleanor Holmes Norton,100.0,manual,,,Eleanor Holmes Norton,Democrat,rep,DC,N000147,EleanorNorton,Q2,full_house
ThompsonGlenn Thompson (R),$2819758,$69998,2.48%,Raised over $100k,R,Republican,2819758,69998,2.48,Glenn Thompson,100.0,auto,Glenn,Thompson,Glenn Thompson,Republican,rep,PA,T000467,CongressmanGT,Q2,full_house
EvansDwight Evans (D),$975610,$24107,2.47%,Raised over $100k,D,Democrat,975610,24107,2.47,Dwight Evans,100.0,auto,Dwight,Evans,Dwight Evans,Democrat,rep,PA,E000296,RepDwightEvans,Q2,full_house
FletcherLizzie Fletcher (D),$2412593,$59050,2.45%,Raised over $100k,D,Democrat,2412593,59050,2.45,Lizzie Fletcher,100.0,auto,Lizzie,Fletcher,Lizzie Fletcher,Democrat,rep,TX,F000468,RepFletcher,Q2,full_house
LaLotaNick LaLota (R),$4059577,$97337,2.40%,Raised over $100k,R,Republican,4059577,97337,2.4,Nick LaLota,100.0,auto,Nicolas,LaLota,Nick LaLota,Republican,rep,NY,L000598,RepLaLota,Q2,full_house
GaramendiJohn Garamendi (D),$1093484,$25754,2.36%,Raised over $100k,D,Democrat,1093484,25754,2.36,John Garamendi,100.0,auto,John,Garamendi,John Garamendi,Democrat,rep,CA,G000559,RepGaramendi,Q2,full_house
EzellMike Ezell (R),$1214460,$28525,2.35%,Raised over $100k,R,Republican,1214460,28525,2.35,Mike Ezell,100.0,auto,Mike,Ezell,Mike Ezell,Republican,rep,MS,E000235,RepEzell,Q2,full_house
MatsuiDoris Matsui (D),$1227949,$28623,2.33%,Raised over $100k,D,Democrat,1227949,28623,2.33,Doris Matsui,88.9,auto,Doris,Matsui,Doris O. Matsui,Democrat,rep,CA,M001163,DorisMatsui,Q2,full_house
NewhouseDan Newhouse (R),$2510756,$56759,2.26%,Raised over $100k,R,Republican,2510756,56759,2.26,Dan Newhouse,100.0,auto,Dan,Newhouse,Dan Newhouse,Republican,rep,WA,N000189,RepNewhouse,Q2,full_house
BilirakisGus Bilirakis (R),$1750413,$39487,2.26%,Raised over $100k,R,Republican,1750413,39487,2.26,Gus Bilirakis,89.7,auto,Gus,Bilirakis,Gus M. Bilirakis,Republican,rep,FL,B001257,RepGusBilirakis,Q2,full_house
MoolenaarJohn Moolenaar (R),$2123784,$47865,2.25%,Raised over $100k,R,Republican,2123784,47865,2.25,John Moolenaar,90.3,auto,John,Moolenaar,John R. Moolenaar,Republican,rep,MI,M001194,RepMoolenaar,Q2,full_house
FoxxVirginia Foxx (R),$2361025,$52958,2.24%,Raised over $100k,R,Republican,2361025,52958,2.24,Virginia Foxx,100.0,auto,Virginia,Foxx,Virginia Foxx,Republican,rep,NC,F000450,VirginiaFoxx,Q2,full_house
FallonPatrick Fallon (R),$746316,$16380,2.19%,Raised over $100k,R,Republican,746316,16380,2.19,Patrick Fallon,83.3,auto,Patrick,Fallon,Pat Fallon,Republican,rep,TX,F000246,RepPatFallon,Q2,full_house
BuchananVernon Buchanan (R),$1821782,$39275,2.16%,Raised over $100k,R,Republican,1821782,39275,2.16,Vernon Buchanan,92.9,auto,Vern,Buchanan,Vern Buchanan,Republican,rep,FL,B001260,VernBuchanan,Q2,full_house
MaloyCeleste Maloy (R),$1884367,$39728,2.11%,Raised over $100k,R,Republican,1884367,39728,2.11,Celeste Maloy,100.0,auto,Celeste,Maloy,Celeste Maloy,Republican,rep,UT,M001228,RepMaloyUtah,Q2,full_house
DuarteJohn Duarte (R),$4522961,$94056,2.08%,Raised over $100k,R,Republican,4522961,94056,2.08,Mark DeSaulnier,100.0,manual,,,Mark DeSaulnier,Democrat,rep,CA,D000623,RepDeSaulnier,Q2,full_house
WittmanRob Wittman (R),$2793849,$56973,2.04%,Raised over $100k,R,Republican,2793849,56973,2.04,Rob Wittman,78.6,auto,Robert,Wittman,Robert J. Wittman,Republican,rep,VA,W000804,RobWittman,Q2,full_house
ThompsonBennie G Thompson (D),$1232971,$24416,1.98%,Raised over $100k,D,Democrat,1232971,24416,1.98,Bennie G Thompson,97.1,auto,Bennie,Thompson,Bennie G. Thompson,Democrat,rep,MS,T000193,BennieGThompson,Q2,full_house
EscobarVeronica Escobar (D),$1331009,$26336,1.98%,Raised over $100k,D,Democrat,1331009,26336,1.98,Veronica Escobar,100.0,auto,Veronica,Escobar,Veronica Escobar,Democrat,rep,TX,E000299,RepEscobar,Q2,full_house
EshooAnna Eshoo (D),$534701,$10278,1.92%,Raised over $100k,D,Democrat,534701,10278,1.92,Anna G. Eshoo,100.0,manual,,,Anna G. Eshoo,Democrat,rep,CA,E000215,RepAnnaEshoo,Q2,full_house
LoudermilkBarry Loudermilk (R),$826341,$15796,1.91%,Raised over $100k,R,Republican,826341,15796,1.91,Barry Loudermilk,100.0,auto,Barry,Loudermilk,Barry Loudermilk,Republican,rep,GA,L000583,RepLoudermilk,Q2,full_house
HernKevin Hern (R),$1932671,$36443,1.89%,Raised over $100k,R,Republican,1932671,36443,1.89,Kevin Hern,100.0,auto,Kevin,Hern,Kevin Hern,Republican,rep,OK,H001082,repkevinhern,Q2,full_house
HoyerSteny H Hoyer (D),$1703494,$30478,1.79%,Raised over $100k,D,Democrat,1703494,30478,1.79,Steny H Hoyer,96.3,auto,Steny,Hoyer,Steny H. Hoyer,Democrat,rep,MD,H000874,RepStenyHoyer,Q2,full_house
MooreBarry Moore (R),$1059645,$18687,1.76%,Raised over $100k,R,Republican,1059645,18687,1.76,Barry Moore,100.0,auto,Barry,Moore,Barry Moore,Republican,rep,AL,M001212,RepBarryMoore,Q2,full_house
GravesSam Graves (R),$2766383,$48474,1.75%,Raised over $100k,R,Republican,2766383,48474,1.75,Sam Graves,100.0,auto,Sam,Graves,Sam Graves,Republican,rep,MO,G000546,RepSamGraves,Q2,full_house
BeattyJoyce Beatty (D),$1810215,$31503,1.74%,Raised over $100k,D,Democrat,1810215,31503,1.74,Joyce Beatty,100.0,auto,Joyce,Beatty,Joyce Beatty,Democrat,rep,OH,B001281,RepBeatty,Q2,full_house
LetlowJulia Letlow (R),$2581985,$44446,1.72%,Raised over $100k,R,Republican,2581985,44446,1.72,Julia Letlow,100.0,auto,Julia,Letlow,Julia Letlow,Republican,rep,LA,L000595,RepJuliaLetlow,Q2,full_house
MoylanJames C. Moylan (R),$288357,$4940,1.71%,Raised over $100k,R,Republican,288357,4940,1.71,James C. Moylan,100.0,auto,James (Jim),Moylan,James C. Moylan,Republican,rep,GU,M001219,JMoylanforGuam,Q1 (lowest),full_house
SmuckerLloyd Smucker (R),$1771863,$29706,1.68%,Raised over $100k,R,Republican,1771863,29706,1.68,Lloyd Smucker,100.0,auto,Lloyd,Smucker,Lloyd Smucker,Republican,rep,PA,S001199,RepSmucker,Q1 (lowest),full_house
CaseEd Case (D),$699440,$11667,1.67%,Raised over $100k,D,Democrat,699440,11667,1.67,Ed Case,100.0,auto,Ed,Case,Ed Case,Democrat,rep,HI,C001055,RepEdCase,Q1 (lowest),full_house
BaldersonTroy Balderson (R),$2116544,$34285,1.62%,Raised over $100k,R,Republican,2116544,34285,1.62,Troy Balderson,100.0,auto,Troy,Balderson,Troy Balderson,Republican,rep,OH,B001306,RepBalderson,Q1 (lowest),full_house
AderholtRobert B Aderholt (R),$1470649,$23428,1.59%,Raised over $100k,R,Republican,1470649,23428,1.59,Robert B Aderholt,97.1,auto,Robert,Aderholt,Robert B. Aderholt,Republican,rep,AL,A000055,Robert_Aderholt,Q1 (lowest),full_house
DoggettLloyd Doggett (D),$1541264,$23993,1.56%,Raised over $100k,D,Democrat,1541264,23993,1.56,Lloyd Doggett,100.0,auto,Lloyd,Doggett,Lloyd Doggett,Democrat,rep,TX,D000399,RepLloydDoggett,Q1 (lowest),full_house
MurphyGreg Murphy (R),$1872623,$28798,1.54%,Raised over $100k,R,Republican,1872623,28798,1.54,Greg Murphy,78.6,auto,Gregory,Murphy,Gregory F. Murphy,Republican,rep,NC,M001210,RepGregMurphy,Q1 (lowest),full_house
FloodMike Flood (R),$2005390,$30685,1.53%,Raised over $100k,R,Republican,2005390,30685,1.53,Mike Flood,100.0,auto,Mike,Flood,Mike Flood,Republican,rep,NE,F000474,USRepMikeFlood,Q1 (lowest),full_house
LeeLaurel Lee (R),$1959920,$29777,1.52%,Raised over $100k,R,Republican,1959920,29777,1.52,Laurel Lee,87.0,auto,Laurel,Lee,Laurel M. Lee,Republican,rep,FL,L000597,RepLaurelLee,Q1 (lowest),full_house
DavidsonWarren Davidson (R),$1119756,$16900,1.51%,Raised over $100k,R,Republican,1119756,16900,1.51,Warren Davidson,100.0,auto,Warren,Davidson,Warren Davidson,Republican,rep,OH,D000626,WarrenDavidson,Q1 (lowest),full_house
EspaillatAdriano Espaillat (D),$1358380,$20388,1.50%,Raised over $100k,D,Democrat,1358380,20388,1.5,Adriano Espaillat,100.0,auto,Adriano,Espaillat,Adriano Espaillat,Democrat,rep,NY,E000297,RepEspaillat,Q1 (lowest),full_house
WeberRandy Weber (R),$1109497,$16583,1.49%,Raised over $100k,R,Republican,1109497,16583,1.49,Randy Weber,73.3,auto,Randy,Weber,"Randy K. Weber, Sr.",Republican,rep,TX,W000814,TXRandy14,Q1 (lowest),full_house
HouchinErin Houchin (R),$1710956,$25542,1.49%,Raised over $100k,R,Republican,1710956,25542,1.49,Erin Houchin,100.0,auto,Erin,Houchin,Erin Houchin,Republican,rep,IN,H001093,RepHouchin,Q1 (lowest),full_house
KellyMike Kelly (R),$1623257,$23689,1.46%,Raised over $100k,R,Republican,1623257,23689,1.46,Mike Kelly,100.0,auto,Mike,Kelly,Mike Kelly,Republican,rep,PA,K000376,MikeKellyPA,Q1 (lowest),full_house
FongVince Fong (R),$2306087,$33324,1.45%,Raised over $100k,R,Republican,2306087,33324,1.45,Vince Fong,100.0,auto,Vince,Fong,Vince Fong,Republican,rep,CA,F000480,RepVinceFong,Q1 (lowest),full_house
SotoDarren Soto (D),$2131678,$30415,1.43%,Raised over $100k,D,Democrat,2131678,30415,1.43,Darren Soto,100.0,auto,Darren,Soto,Darren Soto,Democrat,rep,FL,S001200,RepDarrenSoto,Q1 (lowest),full_house
CarterJohn Carter (R),$1199483,$16620,1.39%,Raised over $100k,R,Republican,1199483,16620,1.39,John Carter,88.0,auto,John,Carter,John R. Carter,Republican,rep,TX,C001051,JudgeCarter,Q1 (lowest),full_house
MengGrace Meng (D),$2088472,$28381,1.36%,Raised over $100k,D,Democrat,2088472,28381,1.36,Grace Meng,100.0,auto,Grace,Meng,Grace Meng,Democrat,rep,NY,M001188,RepGraceMeng,Q1 (lowest),full_house
JoyceDavid P Joyce (R),$2425913,$32423,1.34%,Raised over $100k,R,Republican,2425913,32423,1.34,David P Joyce,96.3,auto,David,Joyce,David P. Joyce,Republican,rep,OH,J000295,RepDaveJoyce,Q1 (lowest),full_house
SanchezLinda Sanchez (D),$1536204,$20386,1.33%,Raised over $100k,D,Democrat,1536204,20386,1.33,Linda T. Sánchez,100.0,manual,,,Linda T. Sánchez,Democrat,rep,CA,S001156,RepLindaSanchez,Q1 (lowest),full_house
PetersScott Peters (D),$2257820,$29743,1.32%,Raised over $100k,D,Democrat,2257820,29743,1.32,Scott Peters,88.9,auto,Scott,Peters,Scott H. Peters,Democrat,rep,CA,P000608,RepScottPeters,Q1 (lowest),full_house
MenendezRobert Menendez (D),$10861614,$142609,1.31%,Raised over $100k,D,Democrat,10861614,142609,1.31,Robert Menendez,100.0,auto,Robert,Menendez,Robert Menendez,Democrat,rep,NJ,M001226,RepMenendez,Q1 (lowest),full_house
LambornDoug Lamborn (R),$215564,$2790,1.29%,Raised over $100k,R,Republican,215564,2790,1.29,Doug Lamborn,100.0,manual,,,Doug Lamborn,Republican,rep,CO,L000564,RepDLamborn,Q1 (lowest),full_house
QuigleyMike Quigley (D),$1080428,$13915,1.29%,Raised over $100k,D,Democrat,1080428,13915,1.29,Mike Quigley,100.0,auto,Mike,Quigley,Mike Quigley,Democrat,rep,IL,Q000023,RepMikeQuigley,Q1 (lowest),full_house
WestermanBruce Westerman (R),$2687010,$33982,1.26%,Raised over $100k,R,Republican,2687010,33982,1.26,Bruce Westerman,100.0,auto,Bruce,Westerman,Bruce Westerman,Republican,rep,AR,W000821,RepWesterman,Q1 (lowest),full_house
ScottAustin Scott (R),$1216676,$15354,1.26%,Raised over $100k,R,Republican,1216676,15354,1.26,Austin Scott,100.0,auto,Austin,Scott,Austin Scott,Republican,rep,GA,S001189,AustinScottGA08,Q1 (lowest),full_house
