candidate,week,count
Bernie Sanders,2021-12-27,26
Bernie Sanders,2022-01-03,58
Bernie Sanders,2022-01-10,32
Bernie Sanders,2022-01-17,30
Bernie Sanders,2022-01-24,78
Bernie Sanders,2022-01-31,30
Bernie Sanders,2022-02-07,36
Bernie Sanders,2022-02-14,36
Bernie Sanders,2022-02-21,34
Bernie Sanders,2022-02-28,46
Bernie Sanders,2022-03-07,22
Bernie Sanders,2022-03-14,18
Bernie Sanders,2022-03-21,34
Bernie Sanders,2022-03-28,26
Bernie Sanders,2022-04-04,32
Bernie Sanders,2022-04-11,30
Bernie Sanders,2022-04-18,26
Bernie Sanders,2022-04-25,30
Bernie Sanders,2022-05-02,18
Bernie Sanders,2022-05-09,24
Bernie Sanders,2022-05-16,42
Bernie Sanders,2022-05-23,12
Bernie Sanders,2022-05-30,14
Bernie Sanders,2022-06-06,18
Bernie Sanders,2022-06-13,36
Bernie Sanders,2022-06-20,12
Bernie Sanders,2022-06-27,20
Bernie Sanders,2022-07-04,10
Bernie Sanders,2022-07-11,22
Bernie Sanders,2022-07-18,30
Bernie Sanders,2022-07-25,30
Bernie Sanders,2022-08-01,26
Bernie Sanders,2022-08-08,28
Bernie Sanders,2022-08-15,38
Bernie Sanders,2022-08-22,28
Bernie Sanders,2022-08-29,26
Bernie Sanders,2022-09-05,22
Bernie Sanders,2022-09-12,18
Bernie Sanders,2022-09-19,18
Bernie Sanders,2022-09-26,16
Bernie Sanders,2022-10-03,30
Bernie Sanders,2022-10-10,12
Bernie Sanders,2022-10-17,26
Bernie Sanders,2022-10-24,70
Bernie Sanders,2022-10-31,68
Bernie Sanders,2022-11-07,42
Bernie Sanders,2022-11-14,14
Bernie Sanders,2022-11-21,6
Bernie Sanders,2022-11-28,10
Bernie Sanders,2022-12-05,12
Bernie Sanders,2022-12-12,10
Bernie Sanders,2022-12-19,6
Bernie Sanders,2022-12-26,4
Bernie Sanders,2023-01-02,4
Bernie Sanders,2023-01-09,16
Bernie Sanders,2023-01-16,18
Bernie Sanders,2023-01-23,16
Bernie Sanders,2023-01-30,14
Bernie Sanders,2023-02-06,8
Bernie Sanders,2023-02-13,14
Bernie Sanders,2023-02-20,20
Bernie Sanders,2023-02-27,14
Bernie Sanders,2023-03-06,12
Bernie Sanders,2023-03-13,16
Bernie Sanders,2023-03-20,10
Bernie Sanders,2023-03-27,26
Bernie Sanders,2023-04-03,14
Bernie Sanders,2023-04-10,12
Bernie Sanders,2023-04-17,12
Bernie Sanders,2023-04-24,6
Bernie Sanders,2023-05-01,24
Bernie Sanders,2023-05-08,12
Bernie Sanders,2023-05-15,18
Bernie Sanders,2023-05-22,12
Bernie Sanders,2023-05-29,20
Bernie Sanders,2023-06-05,10
Bernie Sanders,2023-06-12,6
Bernie Sanders,2023-06-19,6
Bernie Sanders,2023-06-26,8
Bernie Sanders,2023-07-03,14
Bernie Sanders,2023-07-10,16
Bernie Sanders,2023-07-17,14
Bernie Sanders,2023-07-24,8
Bernie Sanders,2023-07-31,8
Bernie Sanders,2023-08-07,18
Bernie Sanders,2023-08-14,2
Bernie Sanders,2023-08-21,18
Bernie Sanders,2023-08-28,12
Bernie Sanders,2023-09-04,12
Bernie Sanders,2023-09-11,20
Bernie Sanders,2023-09-18,12
Bernie Sanders,2023-09-25,2
Bernie Sanders,2023-10-02,4
Bernie Sanders,2023-10-16,4
Bernie Sanders,2023-10-23,6
Bernie Sanders,2023-10-30,12
Bernie Sanders,2023-11-06,12
Bernie Sanders,2023-11-13,12
Bernie Sanders,2023-11-20,4
Bernie Sanders,2023-12-18,2
Bernie Sanders,2023-12-25,10
Bernie Sanders,2024-01-01,4
Bernie Sanders,2024-01-08,8
Bernie Sanders,2024-01-15,12
Bernie Sanders,2024-01-22,14
Bernie Sanders,2024-01-29,8
Bernie Sanders,2024-02-05,16
Bernie Sanders,2024-02-12,12
Bernie Sanders,2024-02-19,6
Bernie Sanders,2024-02-26,18
Bernie Sanders,2024-03-04,20
Bernie Sanders,2024-03-11,22
Bernie Sanders,2024-03-18,20
Bernie Sanders,2024-03-25,20
Bernie Sanders,2024-04-01,16
Bernie Sanders,2024-04-08,24
Bernie Sanders,2024-04-15,26
Bernie Sanders,2024-04-22,28
Bernie Sanders,2024-04-29,26
Bernie Sanders,2024-05-06,16
Bernie Sanders,2024-05-13,22
Bernie Sanders,2024-05-20,28
Bernie Sanders,2024-05-27,26
Bernie Sanders,2024-06-03,16
Bernie Sanders,2024-06-10,20
Bernie Sanders,2024-06-17,34
Bernie Sanders,2024-06-24,22
Bernie Sanders,2024-07-01,24
Bernie Sanders,2024-07-08,18
Bernie Sanders,2024-07-15,34
Bernie Sanders,2024-07-22,26
Bernie Sanders,2024-07-29,24
Bernie Sanders,2024-08-05,30
Bernie Sanders,2024-08-12,30
Bernie Sanders,2024-08-19,16
Bernie Sanders,2024-08-26,18
Bernie Sanders,2024-09-02,14
Bernie Sanders,2024-09-09,14
Bernie Sanders,2024-09-16,24
Bernie Sanders,2024-09-23,18
Bernie Sanders,2024-09-30,36
Bernie Sanders,2024-10-07,30
Bernie Sanders,2024-10-14,22
Bernie Sanders,2024-10-21,42
Bernie Sanders,2024-10-28,28
Bernie Sanders,2024-11-04,10
Bernie Sanders,2024-11-11,10
Bernie Sanders,2024-11-18,10
Bernie Sanders,2024-11-25,12
Bernie Sanders,2024-12-02,16
Bernie Sanders,2024-12-09,8
Bernie Sanders,2024-12-16,14
Bernie Sanders,2024-12-23,16
Bernie Sanders,2024-12-30,8
Bernie Sanders,2025-01-06,20
Bernie Sanders,2025-01-13,26
Bernie Sanders,2025-01-20,22
Bernie Sanders,2025-01-27,14
Bernie Sanders,2025-02-03,26
Bernie Sanders,2025-02-10,22
Bernie Sanders,2025-02-17,30
Bernie Sanders,2025-02-24,32
Bernie Sanders,2025-03-03,32
Bernie Sanders,2025-03-10,16
Bernie Sanders,2025-03-17,46
Bernie Sanders,2025-03-24,32
Bernie Sanders,2025-03-31,30
Bernie Sanders,2025-04-07,32
Bernie Sanders,2025-04-14,34
Bernie Sanders,2025-04-21,14
Bernie Sanders,2025-04-28,32
Bernie Sanders,2025-05-05,18
Bernie Sanders,2025-05-12,20
Bernie Sanders,2025-05-19,16
Bernie Sanders,2025-05-26,14
Bernie Sanders,2025-06-02,16
Bernie Sanders,2025-06-09,28
Bernie Sanders,2025-06-16,48
Bernie Sanders,2025-06-23,34
Bernie Sanders,2025-06-30,24
Bernie Sanders,2025-07-07,16
Bernie Sanders,2025-07-14,24
Bernie Sanders,2025-07-21,24
Bernie Sanders,2025-07-28,28
Bernie Sanders,2025-08-04,34
Bernie Sanders,2025-08-11,24
Bernie Sanders,2025-08-18,34
Bernie Sanders,2025-08-25,22
Bernie Sanders,2025-09-01,32
Bernie Sanders,2025-09-08,16
Bernie Sanders,2025-09-15,20
Bernie Sanders,2025-09-22,28
Bernie Sanders,2025-09-29,30
Bernie Sanders,2025-10-06,28
Bernie Sanders,2025-10-13,30
Bernie Sanders,2025-10-20,28
Bernie Sanders,2025-10-27,36
Bernie Sanders,2025-11-03,30
Bernie Sanders,2025-11-10,4
Bernie Sanders,2025-11-17,9
Bernie Sanders,2025-11-24,8
Bernie Sanders,2025-12-01,19
Bernie Sanders,2025-12-08,16
Bernie Sanders,2025-12-15,6
Bernie Sanders,2025-12-22,8
Bernie Sanders,2025-12-29,6
Bernie Sanders,2026-01-05,11
Bernie Sanders,2026-01-12,8
Bernie Sanders,2026-01-19,12
Bernie Sanders,2026-01-26,11
Bernie Sanders,2026-02-02,11
Eli Crane,2018-06-18,8
Eli Crane,2018-06-25,78
Eli Crane,2018-07-02,58
Eli Crane,2018-07-09,114
Eli Crane,2018-07-16,72
Eli Crane,2018-07-23,64
Eli Crane,2018-07-30,58
Eli Crane,2018-08-06,42
Eli Crane,2018-08-13,40
Eli Crane,2018-08-20,46
Eli Crane,2018-08-27,54
Eli Crane,2018-09-03,20
Eli Crane,2018-09-10,22
Eli Crane,2018-09-17,8
Eli Crane,2018-09-24,30
Eli Crane,2018-10-01,28
Eli Crane,2018-10-08,24
Eli Crane,2018-10-15,12
Eli Crane,2018-10-22,40
Eli Crane,2018-10-29,36
Eli Crane,2018-11-05,76
Eli Crane,2018-11-12,102
Eli Crane,2018-11-19,10
Eli Crane,2018-11-26,16
Eli Crane,2018-12-03,10
Eli Crane,2018-12-10,12
Eli Crane,2018-12-17,12
Eli Crane,2018-12-24,12
Eli Crane,2018-12-31,10
Eli Crane,2019-01-07,16
Eli Crane,2019-01-14,10
Eli Crane,2019-01-21,6
Eli Crane,2019-01-28,6
Eli Crane,2019-02-04,6
Eli Crane,2019-02-11,10
Eli Crane,2019-02-25,30
Eli Crane,2019-03-04,6
Eli Crane,2019-03-11,54
Eli Crane,2019-03-18,24
Eli Crane,2019-03-25,6
Eli Crane,2019-04-01,6
Eli Crane,2019-04-08,30
Eli Crane,2019-04-15,14
Eli Crane,2019-04-22,14
Eli Crane,2019-04-29,14
Eli Crane,2019-05-06,30
Eli Crane,2019-05-13,14
Eli Crane,2019-05-20,10
Eli Crane,2019-05-27,20
Eli Crane,2019-06-03,28
Eli Crane,2019-06-10,12
Eli Crane,2019-06-17,12
Eli Crane,2019-06-24,20
Eli Crane,2019-07-01,28
Eli Crane,2019-07-08,18
Eli Crane,2019-07-15,24
Eli Crane,2019-07-22,24
Eli Crane,2019-07-29,24
Eli Crane,2019-08-05,24
Eli Crane,2019-08-12,32
Eli Crane,2019-08-19,28
Eli Crane,2019-08-26,24
Eli Crane,2019-09-02,30
Eli Crane,2019-09-09,36
Eli Crane,2019-09-16,28
Eli Crane,2019-09-23,42
Eli Crane,2019-09-30,34
Eli Crane,2019-10-07,42
Eli Crane,2019-10-14,112
Eli Crane,2019-10-21,26
Eli Crane,2019-10-28,30
Eli Crane,2019-11-04,24
Eli Crane,2019-11-11,34
Eli Crane,2019-11-18,46
Eli Crane,2019-11-25,26
Eli Crane,2019-12-02,36
Eli Crane,2019-12-09,52
Eli Crane,2019-12-16,36
Eli Crane,2019-12-23,56
Eli Crane,2019-12-30,36
Eli Crane,2020-01-06,42
Eli Crane,2020-01-13,42
Eli Crane,2020-01-20,38
Eli Crane,2020-01-27,30
Eli Crane,2020-02-03,34
Eli Crane,2020-02-10,40
Eli Crane,2020-02-17,58
Eli Crane,2020-02-24,26
Eli Crane,2020-03-02,42
Eli Crane,2020-03-09,62
Eli Crane,2020-03-16,40
Eli Crane,2020-03-23,36
Eli Crane,2020-03-30,26
Eli Crane,2020-04-06,54
Eli Crane,2020-04-13,30
Eli Crane,2020-04-20,74
Eli Crane,2020-04-27,62
Eli Crane,2020-05-04,62
Eli Crane,2020-05-11,56
Eli Crane,2020-05-18,54
Eli Crane,2020-05-25,32
Eli Crane,2020-06-01,40
Eli Crane,2020-06-08,42
Eli Crane,2020-06-15,78
Eli Crane,2020-06-22,144
Eli Crane,2020-06-29,120
Eli Crane,2020-07-06,82
Eli Crane,2020-07-13,46
Eli Crane,2020-07-20,28
Eli Crane,2020-07-27,40
Eli Crane,2020-08-03,30
Eli Crane,2020-08-10,22
Eli Crane,2020-08-17,42
Eli Crane,2020-08-24,26
Eli Crane,2020-08-31,48
Eli Crane,2020-09-07,28
Eli Crane,2020-09-14,50
Eli Crane,2020-09-21,32
Eli Crane,2020-09-28,30
Eli Crane,2020-10-05,22
Eli Crane,2020-10-12,24
Eli Crane,2020-10-19,34
Eli Crane,2020-10-26,44
Eli Crane,2020-11-02,30
Eli Crane,2020-11-09,28
Eli Crane,2020-11-16,48
Eli Crane,2020-11-23,26
Eli Crane,2020-11-30,46
Eli Crane,2020-12-07,52
Eli Crane,2020-12-14,16
Eli Crane,2020-12-21,16
Eli Crane,2020-12-28,26
Eli Crane,2021-01-04,22
Eli Crane,2021-01-11,16
Eli Crane,2021-01-18,30
Eli Crane,2021-01-25,32
Eli Crane,2021-02-01,32
Eli Crane,2021-02-08,38
Eli Crane,2021-02-15,44
Eli Crane,2021-02-22,20
Eli Crane,2021-03-01,16
Eli Crane,2021-03-08,22
Eli Crane,2021-03-15,38
Eli Crane,2021-03-22,22
Eli Crane,2021-03-29,22
Eli Crane,2021-04-05,22
Eli Crane,2021-04-12,16
Eli Crane,2021-04-19,20
Eli Crane,2021-04-26,28
Eli Crane,2021-05-03,18
Eli Crane,2021-05-10,18
Eli Crane,2021-05-17,22
Eli Crane,2021-05-24,20
Eli Crane,2021-05-31,16
Eli Crane,2021-06-07,12
Eli Crane,2021-06-14,20
Eli Crane,2021-06-21,16
Eli Crane,2021-06-28,16
Eli Crane,2021-07-05,26
Eli Crane,2021-07-12,18
Eli Crane,2021-07-19,96
Eli Crane,2021-07-26,20
Eli Crane,2021-08-02,30
Eli Crane,2021-08-09,34
Eli Crane,2021-08-16,24
Eli Crane,2021-08-23,32
Eli Crane,2021-08-30,38
Eli Crane,2021-09-06,42
Eli Crane,2021-09-13,22
Eli Crane,2021-09-20,24
Eli Crane,2021-09-27,20
Eli Crane,2021-10-04,38
Eli Crane,2021-10-11,22
Eli Crane,2021-10-18,26
Eli Crane,2021-10-25,32
Eli Crane,2021-11-01,20
Eli Crane,2021-11-08,42
Eli Crane,2021-11-15,20
Eli Crane,2021-11-22,16
Eli Crane,2021-11-29,24
Eli Crane,2021-12-06,40
Eli Crane,2021-12-13,22
Eli Crane,2021-12-20,24
Eli Crane,2021-12-27,24
Eli Crane,2022-01-03,32
Eli Crane,2022-01-10,24
Eli Crane,2022-01-17,28
Eli Crane,2022-01-24,30
Eli Crane,2022-01-31,22
Eli Crane,2022-02-07,34
Eli Crane,2022-02-14,22
Eli Crane,2022-02-21,14
Eli Crane,2022-02-28,16
Eli Crane,2022-03-07,18
Eli Crane,2022-03-14,12
Eli Crane,2022-03-21,18
Eli Crane,2022-03-28,20
Eli Crane,2022-04-04,8
Eli Crane,2022-04-11,24
Eli Crane,2022-04-18,28
Eli Crane,2022-04-25,12
Eli Crane,2022-05-02,16
Eli Crane,2022-05-09,28
Eli Crane,2022-05-16,28
Eli Crane,2022-05-23,10
Eli Crane,2022-05-30,12
Eli Crane,2022-06-06,8
Eli Crane,2022-06-13,6
Eli Crane,2022-06-20,10
Eli Crane,2022-06-27,12
Eli Crane,2022-07-04,36
Eli Crane,2022-07-11,22
Eli Crane,2022-07-18,78
Eli Crane,2022-07-25,32
Eli Crane,2022-08-01,98
Eli Crane,2022-08-08,14
Eli Crane,2022-08-15,8
Eli Crane,2022-08-22,20
Eli Crane,2022-08-29,8
Eli Crane,2022-09-05,12
Eli Crane,2022-09-12,18
Eli Crane,2022-09-19,24
Eli Crane,2022-09-26,8
Eli Crane,2022-10-03,20
Eli Crane,2022-10-10,18
Eli Crane,2022-10-17,18
Eli Crane,2022-10-24,40
Eli Crane,2022-10-31,26
Eli Crane,2022-11-07,38
Eli Crane,2022-11-14,8
Eli Crane,2022-11-21,2
Eli Crane,2022-11-28,4
Eli Crane,2022-12-12,4
Eli Crane,2022-12-19,8
Eli Crane,2022-12-26,6
Eli Crane,2023-01-02,24
Eli Crane,2023-01-09,12
Eli Crane,2023-01-23,2
Eli Crane,2023-01-30,4
Eli Crane,2023-02-06,6
Eli Crane,2023-02-20,2
Eli Crane,2023-02-27,2
Eli Crane,2023-03-13,2
Eli Crane,2023-03-20,2
Eli Crane,2023-03-27,2
Eli Crane,2023-04-03,2
Eli Crane,2023-04-10,2
Eli Crane,2023-04-17,6
Eli Crane,2023-04-24,8
Eli Crane,2023-05-01,4
Eli Crane,2023-05-08,6
Eli Crane,2023-05-22,2
Eli Crane,2023-05-29,12
Eli Crane,2023-06-05,2
Eli Crane,2023-06-12,4
Eli Crane,2023-06-19,2
Eli Crane,2023-07-03,10
Eli Crane,2023-07-17,4
Eli Crane,2023-07-24,12
Eli Crane,2023-08-14,10
Eli Crane,2023-08-21,10
Eli Crane,2023-08-28,6
Eli Crane,2023-09-04,6
Eli Crane,2023-09-11,8
Eli Crane,2023-09-18,12
Eli Crane,2023-09-25,10
Eli Crane,2023-10-02,8
Eli Crane,2023-10-09,6
Eli Crane,2023-10-16,6
Eli Crane,2023-10-23,2
Eli Crane,2023-10-30,4
Eli Crane,2023-11-06,6
Eli Crane,2023-11-13,4
Eli Crane,2023-11-20,2
Eli Crane,2023-12-18,2
Eli Crane,2023-12-25,4
Eli Crane,2024-01-01,6
Eli Crane,2024-01-08,10
Eli Crane,2024-01-15,4
Eli Crane,2024-01-22,1
Eli Crane,2024-01-29,2
Eli Crane,2024-02-05,6
Eli Crane,2024-02-12,7
Eli Crane,2024-02-19,3
Eli Crane,2024-02-26,2
Eli Crane,2024-03-04,1
Eli Crane,2024-03-11,1
Eli Crane,2024-03-18,2
Eli Crane,2024-03-25,2
Eli Crane,2024-04-08,3
Eli Crane,2024-04-15,12
Eli Crane,2024-04-22,6
Eli Crane,2024-04-29,11
Eli Crane,2024-05-06,5
Eli Crane,2024-05-13,3
Eli Crane,2024-05-20,4
Eli Crane,2024-05-27,3
Eli Crane,2024-06-03,4
Eli Crane,2024-06-10,8
Eli Crane,2024-06-17,4
Eli Crane,2024-06-24,3
Eli Crane,2024-07-01,6
Eli Crane,2024-07-08,2
Eli Crane,2024-07-15,1
Eli Crane,2024-07-22,10
Eli Crane,2024-07-29,20
Eli Crane,2024-08-05,7
Eli Crane,2024-08-12,11
Eli Crane,2024-08-19,5
Eli Crane,2024-08-26,9
Eli Crane,2024-09-02,7
Eli Crane,2024-09-09,8
Eli Crane,2024-09-16,6
Eli Crane,2024-09-23,9
Eli Crane,2024-09-30,5
Eli Crane,2024-10-07,2
Eli Crane,2024-10-14,8
Eli Crane,2024-10-21,5
Eli Crane,2024-10-28,7
Eli Crane,2024-11-04,5
Eli Crane,2024-11-11,9
Eli Crane,2024-11-18,5
Eli Crane,2024-11-25,1
Eli Crane,2024-12-09,8
Eli Crane,2024-12-16,1
Eli Crane,2024-12-23,6
Eli Crane,2024-12-30,4
Eli Crane,2025-01-06,1
Eli Crane,2025-01-13,1
Eli Crane,2025-01-20,10
Eli Crane,2025-02-03,6
Eli Crane,2025-02-10,8
Eli Crane,2025-02-17,33
Eli Crane,2025-02-24,3
Eli Crane,2025-03-03,4
Eli Crane,2025-03-10,2
Eli Crane,2025-03-17,2
Eli Crane,2025-03-24,3
Eli Crane,2025-03-31,19
Eli Crane,2025-04-07,8
Eli Crane,2025-04-14,3
Eli Crane,2025-04-21,1
Eli Crane,2025-04-28,5
Eli Crane,2025-05-05,2
Eli Crane,2025-05-12,3
Eli Crane,2025-05-26,2
Eli Crane,2025-06-02,2
Eli Crane,2025-06-16,1
Eli Crane,2025-06-23,1
Eli Crane,2025-06-30,2
Eli Crane,2025-07-14,1
Eli Crane,2025-07-21,2
Eli Crane,2025-07-28,2
Eli Crane,2025-08-18,2
Eli Crane,2025-08-25,1
Eli Crane,2025-09-08,3
Eli Crane,2025-09-15,3
Eli Crane,2025-09-22,3
Eli Crane,2025-09-29,1
Eli Crane,2025-10-13,1
Eli Crane,2025-10-27,1
Eli Crane,2025-11-10,1
Eli Crane,2025-11-24,1
Eli Crane,2025-12-08,1
Eli Crane,2025-12-15,14
Eli Crane,2025-12-22,2
Eli Crane,2025-12-29,4
Eli Crane,2026-01-05,5
Eli Crane,2026-01-12,1
Eli Crane,2026-01-19,5
Eli Crane,2026-02-02,10
Elizabeth Warren,2016-01-04,26
Elizabeth Warren,2016-01-25,6
Elizabeth Warren,2016-02-29,4
Elizabeth Warren,2016-03-14,2
Elizabeth Warren,2016-03-21,18
Elizabeth Warren,2016-03-28,6
Elizabeth Warren,2016-04-04,8
Elizabeth Warren,2016-04-18,22
Elizabeth Warren,2016-04-25,4
Elizabeth Warren,2016-05-02,44
Elizabeth Warren,2016-05-09,18
Elizabeth Warren,2016-05-16,6
Elizabeth Warren,2016-05-23,22
Elizabeth Warren,2016-05-30,4
Elizabeth Warren,2016-06-06,16
Elizabeth Warren,2016-06-13,4
Elizabeth Warren,2016-06-20,4
Elizabeth Warren,2016-06-27,2
Elizabeth Warren,2016-07-04,4
Elizabeth Warren,2016-07-11,46
Elizabeth Warren,2016-07-18,32
Elizabeth Warren,2016-07-25,48
Elizabeth Warren,2016-08-01,6
Elizabeth Warren,2016-08-08,40
Elizabeth Warren,2016-08-15,4
Elizabeth Warren,2016-08-22,20
Elizabeth Warren,2016-09-05,8
Elizabeth Warren,2016-09-12,12
Elizabeth Warren,2016-09-19,12
Elizabeth Warren,2016-09-26,20
Elizabeth Warren,2016-10-03,20
Elizabeth Warren,2016-10-10,18
Elizabeth Warren,2016-10-17,24
Elizabeth Warren,2016-10-24,8
Elizabeth Warren,2016-10-31,12
Elizabeth Warren,2016-11-07,26
Elizabeth Warren,2016-12-05,4
Elizabeth Warren,2016-12-19,6
Elizabeth Warren,2017-01-09,8
Elizabeth Warren,2017-01-16,4
Elizabeth Warren,2017-01-23,2
Elizabeth Warren,2017-01-30,8
Elizabeth Warren,2017-02-13,2
Elizabeth Warren,2017-03-13,6
Elizabeth Warren,2017-03-20,2
Elizabeth Warren,2017-03-27,6
Elizabeth Warren,2017-04-10,14
Elizabeth Warren,2017-04-17,46
Elizabeth Warren,2017-04-24,26
Elizabeth Warren,2017-05-01,2
Elizabeth Warren,2017-05-15,6
Elizabeth Warren,2017-05-22,8
Elizabeth Warren,2017-05-29,14
Elizabeth Warren,2017-06-05,12
Elizabeth Warren,2017-06-12,4
Elizabeth Warren,2017-06-19,4
Elizabeth Warren,2017-06-26,2
Elizabeth Warren,2017-07-03,6
Elizabeth Warren,2017-07-10,4
Elizabeth Warren,2017-07-17,4
Elizabeth Warren,2017-07-24,2
Elizabeth Warren,2017-08-07,18
Elizabeth Warren,2017-08-14,6
Elizabeth Warren,2017-08-28,2
Elizabeth Warren,2017-09-04,10
Elizabeth Warren,2017-09-18,2
Elizabeth Warren,2017-10-02,2
Elizabeth Warren,2017-10-30,10
Elizabeth Warren,2017-11-06,10
Elizabeth Warren,2017-11-13,2
Elizabeth Warren,2017-11-20,8
Elizabeth Warren,2017-11-27,2
Elizabeth Warren,2017-12-11,12
Elizabeth Warren,2017-12-25,8
Elizabeth Warren,2018-01-01,4
Elizabeth Warren,2018-01-22,2
Elizabeth Warren,2018-01-29,18
Elizabeth Warren,2018-02-05,6
Elizabeth Warren,2018-02-12,16
Elizabeth Warren,2018-02-19,16
Elizabeth Warren,2018-02-26,2
Elizabeth Warren,2018-03-05,16
Elizabeth Warren,2018-03-12,16
Elizabeth Warren,2018-03-19,30
Elizabeth Warren,2018-03-26,2
Elizabeth Warren,2018-04-02,26
Elizabeth Warren,2018-04-09,8
Elizabeth Warren,2018-04-16,30
Elizabeth Warren,2018-04-23,4
Elizabeth Warren,2018-04-30,10
Elizabeth Warren,2018-05-07,6
Elizabeth Warren,2018-05-14,20
Elizabeth Warren,2018-05-21,4
Elizabeth Warren,2018-05-28,38
Elizabeth Warren,2018-06-04,20
Elizabeth Warren,2018-06-11,16
Elizabeth Warren,2018-06-18,24
Elizabeth Warren,2018-06-25,38
Elizabeth Warren,2018-07-02,6
Elizabeth Warren,2018-07-09,18
Elizabeth Warren,2018-07-16,14
Elizabeth Warren,2018-07-23,20
Elizabeth Warren,2018-07-30,22
Elizabeth Warren,2018-08-06,34
Elizabeth Warren,2018-08-13,26
Elizabeth Warren,2018-08-20,38
Elizabeth Warren,2018-08-27,10
Elizabeth Warren,2018-09-03,72
Elizabeth Warren,2018-09-10,42
Elizabeth Warren,2018-09-17,56
Elizabeth Warren,2018-09-24,38
Elizabeth Warren,2018-10-01,68
Elizabeth Warren,2018-10-08,78
Elizabeth Warren,2018-10-15,176
Elizabeth Warren,2018-10-22,64
Elizabeth Warren,2018-10-29,128
Elizabeth Warren,2018-11-05,84
Elizabeth Warren,2018-11-12,32
Elizabeth Warren,2018-11-19,22
Elizabeth Warren,2018-11-26,48
Elizabeth Warren,2018-12-03,46
Elizabeth Warren,2018-12-10,64
Elizabeth Warren,2018-12-17,40
Elizabeth Warren,2018-12-24,12
Elizabeth Warren,2018-12-31,64
Elizabeth Warren,2019-01-07,58
Elizabeth Warren,2019-01-14,50
Elizabeth Warren,2019-01-21,62
Elizabeth Warren,2019-01-28,68
Elizabeth Warren,2019-02-04,162
Elizabeth Warren,2019-02-11,104
Elizabeth Warren,2019-02-18,104
Elizabeth Warren,2019-02-25,110
Elizabeth Warren,2019-03-04,132
Elizabeth Warren,2019-03-11,90
Elizabeth Warren,2019-03-18,182
Elizabeth Warren,2019-03-25,156
Elizabeth Warren,2019-04-01,132
Elizabeth Warren,2019-04-08,192
Elizabeth Warren,2019-04-15,124
Elizabeth Warren,2019-04-22,242
Elizabeth Warren,2019-04-29,152
Elizabeth Warren,2019-05-06,130
Elizabeth Warren,2019-05-13,144
Elizabeth Warren,2019-05-20,71
Elizabeth Warren,2019-05-27,116
Elizabeth Warren,2019-06-03,142
Elizabeth Warren,2019-06-10,120
Elizabeth Warren,2019-06-17,152
Elizabeth Warren,2019-06-24,230
Elizabeth Warren,2019-07-01,122
Elizabeth Warren,2019-07-08,186
Elizabeth Warren,2019-07-15,170
Elizabeth Warren,2019-07-22,168
Elizabeth Warren,2019-07-29,230
Elizabeth Warren,2019-08-05,194
Elizabeth Warren,2019-08-12,146
Elizabeth Warren,2019-08-19,210
Elizabeth Warren,2019-08-26,128
Elizabeth Warren,2019-09-02,136
Elizabeth Warren,2019-09-09,194
Elizabeth Warren,2019-09-16,204
Elizabeth Warren,2019-09-23,226
Elizabeth Warren,2019-09-30,200
Elizabeth Warren,2019-10-07,228
Elizabeth Warren,2019-10-14,236
Elizabeth Warren,2019-10-21,172
Elizabeth Warren,2019-10-28,190
Elizabeth Warren,2019-11-04,218
Elizabeth Warren,2019-11-11,198
Elizabeth Warren,2019-11-18,336
Elizabeth Warren,2019-11-25,124
Elizabeth Warren,2019-12-02,168
Elizabeth Warren,2019-12-09,154
Elizabeth Warren,2019-12-16,236
Elizabeth Warren,2019-12-23,90
Elizabeth Warren,2019-12-30,290
Elizabeth Warren,2020-01-06,217
Elizabeth Warren,2020-01-13,129
Elizabeth Warren,2020-01-20,125
Elizabeth Warren,2020-01-27,272
Elizabeth Warren,2020-02-03,332
Elizabeth Warren,2020-02-10,294
Elizabeth Warren,2020-02-17,382
Elizabeth Warren,2020-02-24,408
Elizabeth Warren,2020-03-02,128
Elizabeth Warren,2020-03-09,22
Elizabeth Warren,2020-03-16,54
Elizabeth Warren,2020-03-23,28
Elizabeth Warren,2020-03-30,86
Elizabeth Warren,2020-04-06,100
Elizabeth Warren,2020-04-13,86
Elizabeth Warren,2020-04-20,76
Elizabeth Warren,2020-04-27,122
Elizabeth Warren,2020-05-04,90
Elizabeth Warren,2020-05-11,40
Elizabeth Warren,2020-05-18,47
Elizabeth Warren,2020-05-25,27
Elizabeth Warren,2020-06-01,29
Elizabeth Warren,2020-06-08,58
Elizabeth Warren,2020-06-15,102
Elizabeth Warren,2020-06-22,88
Elizabeth Warren,2020-06-29,90
Elizabeth Warren,2020-07-06,114
Elizabeth Warren,2020-07-13,72
Elizabeth Warren,2020-07-20,118
Elizabeth Warren,2020-07-27,90
Elizabeth Warren,2020-08-03,130
Elizabeth Warren,2020-08-10,60
Elizabeth Warren,2020-08-17,96
Elizabeth Warren,2020-08-24,54
Elizabeth Warren,2020-08-31,52
Elizabeth Warren,2020-09-07,52
Elizabeth Warren,2020-09-14,80
Elizabeth Warren,2020-09-21,74
Elizabeth Warren,2020-09-28,62
Elizabeth Warren,2020-10-05,114
Elizabeth Warren,2020-10-12,66
Elizabeth Warren,2020-10-19,74
Elizabeth Warren,2020-10-26,84
Elizabeth Warren,2020-11-02,80
Elizabeth Warren,2020-11-09,20
Elizabeth Warren,2020-11-16,21
Elizabeth Warren,2020-11-23,19
