"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"ButterfieldG K Butterfield (D)","$1103963","$26418","2.39%","Raised over $100k"
"EllmersRenee Ellmers (R)","$1277286","$30273","2.37%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1433641","$33899","2.36%","Raised over $100k"
"BrooksSusan Brooks (R)","$1725754","$40572","2.35%","Raised over $100k"
"SmithJason Smith (R)","$1693053","$39514","2.33%","Raised over $100k"
"HillFrench Hill (R)","$2199132","$51309","2.33%","Raised over $100k"
"AmodeiMark Amodei (R)","$851508","$19725","2.32%","Raised over $100k"
"KellyMike Kelly (R)","$1611552","$36742","2.28%","Raised over $100k"
"CollinsSusan Collins (R)","$6186833","$140762","2.28%","Raised over $100k"
"ByrneBradley Byrne (R)","$1366370","$31068","2.27%","Raised over $100k"
"CarperTom Carper (D)","$4603049","$104565","2.27%","Raised over $100k"
"MatsuiDoris O Matsui (D)","$1103091","$25024","2.27%","Raised over $100k"
"NadlerJerrold Nadler (D)","$1605567","$36319","2.26%","Raised over $100k"
"GrahamLindsey Graham (R)","$10235206","$231238","2.26%","Raised over $100k"
"SimpsonMike Simpson (R)","$1013933","$22777","2.25%","Raised over $100k"
"BurgessMichael Burgess (R)","$1356397","$30230","2.23%","Raised over $100k"
"LoweyNita M Lowey (D)","$1705900","$37897","2.22%","Raised over $100k"
"HoldingGeorge Holding (R)","$2695481","$59725","2.22%","Raised over $100k"
"GibbsBob Gibbs (R)","$899217","$19755","2.20%","Raised over $100k"
"SpeierJackie Speier (D)","$874154","$18994","2.17%","Raised over $100k"
"DentCharlie Dent (R)","$1661203","$35892","2.16%","Raised over $100k"
"Ros-LehtinenIleana Ros-Lehtinen (R)","$1532074","$32824","2.14%","Raised over $100k"
"BucshonLarry Bucshon (R)","$978513","$20818","2.13%","Raised over $100k"
"WilsonFrederica Wilson (D)","$483780","$10245","2.12%","Raised over $100k"
"DeutchTed Deutch (D)","$1508992","$31930","2.12%","Raised over $100k"
"QuigleyMike Quigley (D)","$1010343","$21160","2.09%","Raised over $100k"
"HardyCresent Hardy (R)","$1837510","$38380","2.09%","Raised over $100k"
"JohnsonHank Johnson (D)","$502696","$10485","2.09%","Raised over $100k"
"BassKaren Bass (D)","$643072","$13327","2.07%","Raised over $100k"
"MacArthurThomas MacArthur (R)","$1913434","$39497","2.06%","Raised over $100k"
"EshooAnna Eshoo (D)","$1370037","$28207","2.06%","Raised over $100k"
"PayneDonald M Payne Jr (D)","$533521","$10952","2.05%","Raised over $100k"
"KennedyJoe Kennedy III (D)","$3131066","$64224","2.05%","Raised over $100k"
"BordalloMadeleine Z Bordallo (D)","$189493","$3875","2.04%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$485724","$9906","2.04%","Raised over $100k"
"VeaseyMarc Veasey (D)","$1402920","$28310","2.02%","Raised over $100k"
"HudsonRichard Hudson (R)","$2065162","$41392","2.00%","Raised over $100k"
"GrangerKay Granger (R)","$1414214","$28031","1.98%","Raised over $100k"
"RohrabacherDana Rohrabacher (R)","$874820","$17024","1.95%","Raised over $100k"
"ColeTom Cole (R)","$1804368","$35102","1.95%","Raised over $100k"
"CummingsElijah E Cummings (D)","$1056238","$20447","1.94%","Raised over $100k"
"HensarlingJeb Hensarling (R)","$2237757","$43122","1.93%","Raised over $100k"
"LeeJohn Lee Ratcliffe (R)","$800862","$15377","1.92%","Raised over $100k"
"HarperGregg Harper (R)","$1007225","$18945","1.88%","Raised over $100k"
"RokitaTodd Rokita (R)","$1429602","$26791","1.87%","Raised over $100k"
"CleaverEmanuel Cleaver (D)","$1141295","$20000","1.75%","Raised over $100k"
"ThornberryMac Thornberry (R)","$1821479","$31547","1.73%","Raised over $100k"
"BecerraXavier Becerra (D)","$1853640","$31964","1.72%","Raised over $100k"
"JenkinsLynn Jenkins (R)","$2193765","$37794","1.72%","Raised over $100k"
"NeugebauerRandy Neugebauer (R)","$277224","$4700","1.70%","Raised over $100k"
"SanchezLoretta Sanchez (D)","$4203150","$71151","1.69%","Raised over $100k"
"HolmesEleanor Holmes Norton (D)","$384880","$6512","1.69%","Raised over $100k"
"LucasFrank D Lucas (R)","$1182119","$19870","1.68%","Raised over $100k"
"JenkinsEvan Jenkins (R)","$1269625","$21190","1.67%","Raised over $100k"
"FudgeMarcia L Fudge (D)","$712648","$11740","1.65%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$1371445","$22449","1.64%","Raised over $100k"
"MurkowskiLisa Murkowski (R)","$6058418","$98906","1.63%","Raised over $100k"
"CulbersonJohn Culberson (R)","$1214570","$19762","1.63%","Raised over $100k"
"CooperJim Cooper (D)","$646127","$10448","1.62%","Raised over $100k"
"SchumerCharles E Schumer (D)","$24865827","$400548","1.61%","Raised over $100k"
"WoodallRob Woodall (R)","$660854","$10628","1.61%","Raised over $100k"
"LoBiondoFrank A LoBiondo (R)","$1584413","$25423","1.60%","Raised over $100k"
"BlackDiane Black (R)","$1797183","$28618","1.59%","Raised over $100k"
"RiceTom Rice (R)","$1082645","$17195","1.59%","Raised over $100k"
"CookPaul Cook (R)","$935283","$14795","1.58%","Raised over $100k"
"AlexanderLamar Alexander (R)","$7976089","$125856","1.58%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$1719574","$26941","1.57%","Raised over $100k"
"CochranThad Cochran (R)","$8211699","$127236","1.55%","Raised over $100k"
"RenacciJim Renacci (R)","$2088873","$32107","1.54%","Raised over $100k"
"CurbeloCarlos Curbelo (R)","$3862766","$58846","1.52%","Raised over $100k"
"FloresBill Flores (R)","$1513024","$22857","1.51%","Raised over $100k"
"BishopRob Bishop (R)","$989853","$14911","1.51%","Raised over $100k"
"GuintaFrank Guinta (R)","$1514412","$22700","1.50%","Raised over $100k"
"ScottAustin Scott (R)","$993499","$14815","1.49%","Raised over $100k"
"JoyceDavid P Joyce (R)","$2088216","$30558","1.46%","Raised over $100k"
"WilliamsRoger Williams (R)","$1692143","$24503","1.45%","Raised over $100k"
"BoustanyCharles W Boustany Jr (R)","$5520729","$79571","1.44%","Raised over $100k"
"PalazzoSteven Palazzo (R)","$778901","$11151","1.43%","Raised over $100k"
"CarterJohn Carter (R)","$1050388","$14909","1.42%","Raised over $100k"
"SerranoJose E Serrano (D)","$276469","$3918","1.42%","Raised over $100k"
"TiberiPat Tiberi (R)","$4555939","$64546","1.42%","Raised over $100k"
"BoyleBrendan Boyle (D)","$1041155","$14715","1.41%","Raised over $100k"
"EnziMike Enzi (R)","$3661038","$51656","1.41%","Raised over $100k"
"BerniceEddie Bernice Johnson (D)","$382090","$5335","1.40%","Raised over $100k"
"RouzerDavid Rouzer (R)","$1328535","$18506","1.39%","Raised over $100k"
"ManchinJoe Manchin (D)","$5741086","$79365","1.38%","Raised over $100k"
"BuchananVernon Buchanan (R)","$1620551","$22189","1.37%","Raised over $100k"
"JohnsonBill Johnson (R)","$1667713","$22701","1.36%","Raised over $100k"
"GreenGene Green (D)","$1798928","$24420","1.36%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$523671","$7083","1.35%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1029092","$13919","1.35%","Raised over $100k"
"SewellTerri A Sewell (D)","$1613552","$21653","1.34%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$736481","$9537","1.29%","Raised over $100k"
"MillerJeff Miller (R)","$594680","$7700","1.29%","Raised over $100k"
"JeffriesHakeem Jeffries (D)","$1287260","$16502","1.28%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$1885992","$23910","1.27%","Raised over $100k"
"ClayWilliam L Clay Jr (D)","$656037","$8197","1.25%","Raised over $100k"
"DenhamJeff Denham (R)","$3336740","$40987","1.23%","Raised over $100k"
"BartonJoe Barton (R)","$1348350","$16323","1.21%","Raised over $100k"
"GravesSam Graves (R)","$1521611","$17730","1.17%","Raised over $100k"
"RossDennis Ross (R)","$1215627","$13981","1.15%","Raised over $100k"
"RoyceEd Royce (R)","$4436570","$50510","1.14%","Raised over $100k"
"CohenSteve Cohen (D)","$615135","$6983","1.14%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$2995004","$33950","1.13%","Raised over $100k"
"PascrellBill Pascrell Jr (D)","$1674633","$18836","1.12%","Raised over $100k"
"GreenAl Green (D)","$669207","$7486","1.12%","Raised over $100k"
"WestmorelandLynn A Westmoreland (R)","$396320","$4367","1.10%","Raised over $100k"
"RogersMike D Rogers (R)","$1137285","$12527","1.10%","Raised over $100k"
"ChaffetzJason Chaffetz (R)","$1403089","$15236","1.09%","Raised over $100k"
"MurphyTim Murphy (R)","$1484901","$16009","1.08%","Raised over $100k"
"MullinMarkwayne Mullin (R)","$1506086","$15994","1.06%","Raised over $100k"
"DuncanJohn J Duncan Jr (R)","$380238","$3945","1.04%","Raised over $100k"
"McKinleyDavid McKinley (R)","$1147264","$11782","1.03%","Raised over $100k"
"PoliquinBruce Poliquin (R)","$3385351","$34758","1.03%","Raised over $100k"
"NunesDevin Nunes (R)","$2459235","$25038","1.02%","Raised over $100k"
"LummisCynthia Lummis (R)","$94700","$960","1.01%","Raised less than $100k"
"PalmerGary Palmer (R)","$1201855","$11991","1.00%","Raised over $100k"
"OlsonPete Olson (R)","$1517420","$15092","0.99%","Raised over $100k"
"BrooksMo Brooks (R)","$475500","$4651","0.98%","Raised over $100k"
"LambornDouglas L Lamborn (R)","$587901","$5678","0.97%","Raised over $100k"
"NorcrossDon Norcross (D)","$2045596","$19566","0.96%","Raised over $100k"
"MulvaneyMick Mulvaney (R)","$1124594","$10667","0.95%","Raised over $100k"
"LongBilly Long (R)","$1460939","$13790","0.94%","Raised over $100k"
"WatersMaxine Waters (D)","$953624","$8724","0.91%","Raised over $100k"
"GravesTom Graves (R)","$1347311","$12304","0.91%","Raised over $100k"
"CostelloRyan Costello (R)","$2463529","$22315","0.91%","Raised over $100k"
"GravesGarret Graves (R)","$1925196","$17085","0.89%","Raised over $100k"
"FleischmannChuck Fleischmann (R)","$1421141","$12578","0.89%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$3721894","$32689","0.88%","Raised over $100k"
"MeehanPatrick Meehan (R)","$2419636","$21229","0.88%","Raised over $100k"
"BishopSanford Bishop (D)","$1111034","$9735","0.88%","Raised over $100k"
"RogersHal Rogers (R)","$1314305","$11454","0.87%","Raised over $100k"
"HatchOrrin G Hatch (R)","$11796080","$101801","0.86%","Raised over $100k"
"ShermanBrad Sherman (D)","$1556653","$13137","0.84%","Raised over $100k"
"YoderKevin Yoder (R)","$3223942","$26718","0.83%","Raised over $100k"
"PalloneFrank Pallone Jr (D)","$2409149","$19586","0.81%","Raised over $100k"
"McHenryPatrick McHenry (R)","$3192579","$25426","0.80%","Raised over $100k"
"PittengerRobert Pittenger (R)","$1126358","$8835","0.78%","Raised over $100k"
"SessionsPete Sessions (R)","$2392920","$18319","0.77%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$655433","$4658","0.71%","Raised over $100k"
"TorresNorma Torres (D)","$607680","$4268","0.70%","Raised over $100k"
"MikulskiBarbara A Mikulski (D)","$1150484","$7736","0.67%","Raised over $100k"
"BrownCorrine Brown (D)","$557348","$3698","0.66%","Raised over $100k"
"SessionsJeff Sessions (R)","$1762236","$11558","0.66%","Raised over $100k"
"ShusterBill Shuster (R)","$4081437","$26404","0.65%","Raised over $100k"
"TrottDave Trott (R)","$1313731","$8085","0.62%","Raised over $100k"
"EngelEliot L Engel (D)","$1649420","$9916","0.60%","Raised over $100k"
"DelaneyJohn K Delaney (D)","$1951728","$11146","0.57%","Raised over $100k"
"MeeksGregory W Meeks (D)","$987168","$5620","0.57%","Raised over $100k"
"BradyRobert A Brady (D)","$755407","$3916","0.52%","Raised over $100k"
"MarchantKenny Marchant (R)","$983113","$4975","0.51%","Raised over $100k"
"BradyKevin Brady (R)","$4808899","$23165","0.48%","Raised over $100k"
"StiversSteve Stivers (R)","$2965260","$14136","0.48%","Raised over $100k"
"VelaFilemon Vela (D)","$1215319","$5596","0.46%","Raised over $100k"
"RichmondCedric Richmond (D)","$1399143","$6276","0.45%","Raised over $100k"
"McCarthyKevin McCarthy (R)","$7735577","$34287","0.44%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1682664","$7192","0.43%","Raised over $100k"
"WagnerAnn Wagner (R)","$2313941","$8616","0.37%","Raised over $100k"
"CostaJim Costa (D)","$1749101","$6500","0.37%","Raised over $100k"
"DoyleMike Doyle (D)","$814619","$2946","0.36%","Raised over $100k"
"VargasJuan Vargas (D)","$970275","$3356","0.35%","Raised over $100k"
"CalvertKen Calvert (R)","$1443899","$4770","0.33%","Raised over $100k"
"ScaliseSteve Scalise (R)","$3565928","$9338","0.26%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$1368064","$3530","0.26%","Raised over $100k"
"ScottDavid Scott (D)","$1227572","$3152","0.26%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$4890271","$12155","0.25%","Raised over $100k"
"SiresAlbio Sires (D)","$633397","$1416","0.22%","Raised over $100k"
"CardenasTony Cardenas (D)","$1698961","$3120","0.18%","Raised over $100k"
"RushBobby L Rush (D)","$586080","$630","0.11%","Raised over $100k"
"PompeoMike Pompeo (R)","$1451695","$1408","0.10%","Raised over $100k"
"PittsJoe Pitts (R)","$406423","$355","0.09%","Raised over $100k"
"CrenshawAnder Crenshaw (R)","$983955","$725","0.07%","Raised over $100k"
"CollinsChris Collins (R)","$670842","$230","0.03%","Raised over $100k"
"ConawayMike Conaway (R)","$1931946","$585","0.03%","Raised over $100k"
"FincherSteve Fincher (R)","$455809","$100","0.02%","Raised over $100k"
"ViscloskyPete Visclosky (D)","$1009761","$152","0.02%","Raised over $100k"
"HinojosaRuben Hinojosa (D)","$151065","$0","0.00%","Raised over $100k"
"KildeeDan Kildee (D)","$1087656","$0","0.00%","Raised over $100k"
"WelchPeter Welch (D)","$980546","$0","0.00%","Raised over $100k"
"PierluisiPedro Pierluisi (D)","$58600","$0","0.00%","Raised less than $100k"
"SarbanesJohn Sarbanes (D)","$946821","$0","0.00%","Raised over $100k"
"RyanPaul Ryan (R)","$19811897","-$500","0.00%","Raised over $100k"
"GibsonChris Gibson (R)","-$3000","$15","-0.50%","Raised less than $100k"
