"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"ToomeyPat Toomey (R)","$26610308","$5387649","20.25%","Raised over $100k"
"HastingsDoc Hastings (R)","$519600","$100641","19.37%","Raised over $100k"
"DeFazioPeter DeFazio (D)","$1247943","$235433","18.87%","Raised over $100k"
"HaganKay R Hagan (D)","$24849812","$4686640","18.86%","Raised over $100k"
"BoehnerJohn Boehner (R)","$17446641","$3248671","18.62%","Raised over $100k"
"CottonTom Cotton (R)","$13904492","$2582042","18.57%","Raised over $100k"
"KellyRobin Kelly (D)","$1345390","$248206","18.45%","Raised over $100k"
"LeeMike Lee (R)","$3860376","$701604","18.17%","Raised over $100k"
"VitterDavid Vitter (R)","$11438682","$2070225","18.10%","Raised over $100k"
"McGovernJames P McGovern (D)","$874483","$157971","18.06%","Raised over $100k"
"UdallMark Udall (D)","$20559471","$3710762","18.05%","Raised over $100k"
"HerreraJaime Herrera Beutler (R)","$1744491","$312091","17.89%","Raised over $100k"
"RischJames E Risch (R)","$2902855","$516062","17.78%","Raised over $100k"
"TierneyJohn F Tierney (D)","$2148451","$379802","17.68%","Raised over $100k"
"GrijalvaRaul M Grijalva (D)","$589089","$103802","17.62%","Raised over $100k"
"FischerDeb Fischer (R)","$5831027","$1020276","17.50%","Raised over $100k"
"PocanMark Pocan (D)","$1031014","$179602","17.42%","Raised over $100k"
"BishopTimothy H Bishop (D)","$3034997","$522414","17.21%","Raised over $100k"
"MarkeyEd Markey (D)","$18624052","$3150655","16.92%","Raised over $100k"
"SchneiderBrad Schneider (D)","$4843061","$815771","16.84%","Raised over $100k"
"DonnellyJoe Donnelly (D)","$6797423","$1138001","16.74%","Raised over $100k"
"JordanJim Jordan (R)","$937570","$155846","16.62%","Raised over $100k"
"UdallTom Udall (D)","$8441116","$1401454","16.60%","Raised over $100k"
"DuckworthTammy Duckworth (D)","$3241321","$537748","16.59%","Raised over $100k"
"SensenbrennerJim Sensenbrenner (R)","$438377","$72409","16.52%","Raised over $100k"
"LeeBarbara Lee (D)","$1139240","$187857","16.49%","Raised over $100k"
"BarberRon Barber (D)","$4029501","$661890","16.43%","Raised over $100k"
"KaineTim Kaine (D)","$19044379","$3109900","16.33%","Raised over $100k"
"PetersGary Peters (D)","$10024419","$1622025","16.18%","Raised over $100k"
"CruzTed Cruz (R)","$18383145","$2951814","16.06%","Raised over $100k"
"KlobucharAmy Klobuchar (D)","$10070791","$1610431","15.99%","Raised over $100k"
"BrownleyJulia Brownley (D)","$3590149","$571525","15.92%","Raised over $100k"
"SlaughterLouise M Slaughter (D)","$1112376","$174744","15.71%","Raised over $100k"
"NolanRick Nolan (D)","$2098795","$317919","15.15%","Raised over $100k"
"StabenowDebbie Stabenow (D)","$14161784","$2127408","15.02%","Raised over $100k"
"WalshJohn Walsh (D)","$2997260","$445253","14.86%","Raised over $100k"
"WalzTim Walz (D)","$1575565","$233934","14.85%","Raised over $100k"
"HeinrichMartin Heinrich (D)","$7311487","$1054165","14.42%","Raised over $100k"
"HoltRush Holt (D)","$1710828","$246347","14.40%","Raised over $100k"
"BridenstineJames Bridenstine (R)","$721036","$101142","14.03%","Raised over $100k"
"ThuneJohn Thune (R)","$11985182","$1649203","13.76%","Raised over $100k"
"FlakeJeff Flake (R)","$9504266","$1295398","13.63%","Raised over $100k"
"JohnsonRon Johnson (R)","$18631193","$2494008","13.39%","Raised over $100k"
"SchakowskyJan Schakowsky (D)","$1334600","$178297","13.36%","Raised over $100k"
"BustosCheri Bustos (D)","$3199628","$422966","13.22%","Raised over $100k"
"BarlettaLou Barletta (R)","$1265318","$166928","13.19%","Raised over $100k"
"MclaneAnn Mclane Kuster (D)","$3665168","$481255","13.13%","Raised over $100k"
"GardnerCory Gardner (R)","$12302236","$1613024","13.11%","Raised over $100k"
"FeinsteinDianne Feinstein (D)","$11887918","$1541951","12.97%","Raised over $100k"
"MurphyChristopher S Murphy (D)","$11197394","$1443072","12.89%","Raised over $100k"
"HanabusaColleen Hanabusa (D)","$3107196","$398950","12.84%","Raised over $100k"
"WilsonJoe Wilson (R)","$1182239","$150968","12.77%","Raised over $100k"
"TesterJon Tester (D)","$13930410","$1761268","12.64%","Raised over $100k"
"InhofeJames M Inhofe (R)","$4841285","$597149","12.33%","Raised over $100k"
"ConnollyGerry Connolly (D)","$1996342","$245898","12.32%","Raised over $100k"
"CoffmanMike Coffman (R)","$4723052","$575639","12.19%","Raised over $100k"
"TakanoMark A Takano (D)","$1328194","$159308","11.99%","Raised over $100k"
"SinemaKyrsten Sinema (D)","$3712606","$442341","11.91%","Raised over $100k"
"SchweikertDavid Schweikert (R)","$798350","$92948","11.64%","Raised over $100k"
"FrankelLois Frankel (D)","$1383775","$160860","11.62%","Raised over $100k"
"DainesSteven Daines (R)","$7512470","$872406","11.61%","Raised over $100k"
"BoozmanJohn Boozman (R)","$4421143","$505235","11.43%","Raised over $100k"
"O'RourkeBeto O'Rourke (D)","$504422","$56284","11.16%","Raised over $100k"
"TsongasNiki Tsongas (D)","$1227147","$136452","11.12%","Raised over $100k"
"PriceDavid Price (D)","$839563","$92010","10.96%","Raised over $100k"
"JonesWalter B Jones Jr (R)","$704723","$76156","10.81%","Raised over $100k"
"KildeeDan Kildee (D)","$913951","$96336","10.54%","Raised over $100k"
"WenstrupBrad Wenstrup (R)","$1079605","$112080","10.38%","Raised over $100k"
"LoebsackDavid Loebsack (D)","$1733368","$178797","10.31%","Raised over $100k"
"PetersScott Peters (D)","$4544001","$467684","10.29%","Raised over $100k"
"McDermottJim McDermott (D)","$591925","$60901","10.29%","Raised over $100k"
"CramerKevin Cramer (R)","$1492880","$153560","10.29%","Raised over $100k"
"TonkoPaul Tonko (D)","$1014131","$103669","10.22%","Raised over $100k"
"NoemKristi Noem (R)","$2352657","$239393","10.18%","Raised over $100k"
"PryorMark Pryor (D)","$12528098","$1273748","10.17%","Raised over $100k"
"HarrisAndy Harris (R)","$1296625","$130069","10.03%","Raised over $100k"
"RoePhil Roe (R)","$522428","$51689","9.89%","Raised over $100k"
"GrassleyChuck Grassley (R)","$6752465","$666961","9.88%","Raised over $100k"
"DurbinDick Durbin (D)","$10320048","$1011556","9.80%","Raised over $100k"
"McMorrisCathy McMorris Rodgers (R)","$2698350","$263003","9.75%","Raised over $100k"
"GabbardTulsi Gabbard (D)","$1670402","$162153","9.71%","Raised over $100k"
"CappsLois Capps (D)","$2282305","$221458","9.70%","Raised over $100k"
"PoseyBill Posey (R)","$1131538","$109318","9.66%","Raised over $100k"
"SarbanesJohn Sarbanes (D)","$775892","$73523","9.48%","Raised over $100k"
"WittmanRob Wittman (R)","$1210490","$114698","9.48%","Raised over $100k"
"NugentRichard Nugent (R)","$330971","$31290","9.45%","Raised over $100k"
"McCainJohn McCain (R)","$21581038","$2023085","9.37%","Raised over $100k"
"ReidHarry Reid (D)","$23812691","$2226214","9.35%","Raised over $100k"
"LynchStephen Lynch (D)","$2542069","$236328","9.30%","Raised over $100k"
"DuffySean P Duffy (R)","$2539783","$232516","9.15%","Raised over $100k"
"LankfordJames Lankford (R)","$4277787","$391078","9.14%","Raised over $100k"
"MeadowsMark R Meadows (R)","$533258","$48296","9.06%","Raised over $100k"
"PerryScott Perry (R)","$624763","$56431","9.03%","Raised over $100k"
"WebsterDaniel Webster (R)","$1002777","$90067","8.98%","Raised over $100k"
"LandrieuMary L Landrieu (D)","$20015536","$1792199","8.95%","Raised over $100k"
"CourtneyJoe Courtney (D)","$1396008","$124532","8.92%","Raised over $100k"
"McCollumBetty McCollum (D)","$863235","$76805","8.90%","Raised over $100k"
"FortenberryJeff Fortenberry (R)","$784737","$69698","8.88%","Raised over $100k"
"BeraAmi Bera (D)","$4395224","$388248","8.83%","Raised over $100k"
"HurtRobert Hurt (R)","$1307800","$114566","8.76%","Raised over $100k"
"KirkMark Kirk (R)","$17966562","$1563890","8.70%","Raised over $100k"
"ClarkeYvette D Clarke (D)","$624079","$54179","8.68%","Raised over $100k"
"YohoTed Yoho (R)","$810246","$69930","8.63%","Raised over $100k"
"DuncanJeff Duncan (R)","$612928","$52557","8.57%","Raised over $100k"
"GallegoPete Gallego (D)","$2671626","$228053","8.54%","Raised over $100k"
"BennetMichael F Bennet (D)","$15760874","$1340484","8.51%","Raised over $100k"
"FosterBill Foster (D)","$2871396","$241297","8.40%","Raised over $100k"
"WarnerMark Warner (D)","$17098544","$1435278","8.39%","Raised over $100k"
"AyotteKelly Ayotte (R)","$8656729","$723146","8.35%","Raised over $100k"
"BordalloMadeleine Z Bordallo (D)","$138109","$11515","8.34%","Raised over $100k"
"LattaBob Latta (R)","$1217263","$101305","8.32%","Raised over $100k"
"NelsonBill Nelson (D)","$16172400","$1344007","8.31%","Raised over $100k"
"MikulskiBarbara A Mikulski (D)","$5304361","$439055","8.28%","Raised over $100k"
"BurrRichard Burr (R)","$8910533","$731289","8.21%","Raised over $100k"
"GillibrandKirsten Gillibrand (D)","$30322285","$2475165","8.16%","Raised over $100k"
"RuizRaul Ruiz (D)","$3409977","$274657","8.05%","Raised over $100k"
"HondaMike Honda (D)","$3390694","$272337","8.03%","Raised over $100k"
"MassieThomas Massie (R)","$638081","$50816","7.96%","Raised over $100k"
"ChabotSteve Chabot (R)","$938321","$74545","7.94%","Raised over $100k"
"KingAngus King (I)","$3098168","$245357","7.92%","Raised over $100k"
"WaldenGreg Walden (R)","$3498327","$275120","7.86%","Raised over $100k"
"CassidyBill Cassidy (R)","$15548343","$1215169","7.82%","Raised over $100k"
"CoonsChris Coons (D)","$9676246","$751970","7.77%","Raised over $100k"
"CrawfordRick Crawford (R)","$907124","$70213","7.74%","Raised over $100k"
"MillerJeff Miller (R)","$650126","$49963","7.69%","Raised over $100k"
"GarrettScott Garrett (R)","$2078660","$159268","7.66%","Raised over $100k"
"BlackburnMarsha Blackburn (R)","$2086901","$159192","7.63%","Raised over $100k"
"ChamblissSaxby Chambliss (R)","$2457357","$185727","7.56%","Raised over $100k"
"DeGetteDiana DeGette (D)","$1026745","$77534","7.55%","Raised over $100k"
"WalbergTim Walberg (R)","$1827643","$136950","7.49%","Raised over $100k"
"CastroJoaquin Castro (D)","$1296472","$97035","7.48%","Raised over $100k"
"ClarkKatherine Clark (D)","$2246750","$168036","7.48%","Raised over $100k"
"GohmertLouis B Gohmert Jr (R)","$767285","$57379","7.48%","Raised over $100k"
"ForbesRandy Forbes (R)","$1432350","$104724","7.31%","Raised over $100k"
"PriceTom Price (R)","$2403022","$174785","7.27%","Raised over $100k"
"CobleHoward Coble (R)","$85484","$6211","7.27%","Raised less than $100k"
"McNerneyJerry McNerney (D)","$1224434","$88398","7.22%","Raised over $100k"
"GibsonChris Gibson (R)","$3173357","$227831","7.18%","Raised over $100k"
"EnyartWilliam Enyart (D)","$1993036","$143036","7.18%","Raised over $100k"
"EstyElizabeth Esty (D)","$2952365","$209579","7.10%","Raised over $100k"
"BonamiciSuzanne Bonamici (D)","$971857","$68726","7.07%","Raised over $100k"
"KlineJohn Kline (R)","$2776558","$195902","7.06%","Raised over $100k"
"MicaJohn L Mica (R)","$851622","$60066","7.05%","Raised over $100k"
"GriffithMorgan Griffith (R)","$921871","$64979","7.05%","Raised over $100k"
"BenishekDan Benishek (R)","$2114648","$148090","7.00%","Raised over $100k"
"PatrickSean Patrick Maloney (D)","$4256017","$290673","6.83%","Raised over $100k"
"HoevenJohn Hoeven (R)","$4696671","$320079","6.82%","Raised over $100k"
"MarieCynthia Marie Lummis (R)","$432666","$29473","6.81%","Raised over $100k"
"MurphyPatrick Murphy (D)","$5189701","$353421","6.81%","Raised over $100k"
"LarsonJohn Larson (D)","$1880376","$127303","6.77%","Raised over $100k"
"PetriTom Petri (R)","$382725","$25890","6.76%","Raised over $100k"
"MoranJerry Moran (R)","$6392794","$432065","6.76%","Raised over $100k"
"KingPete King (R)","$1308269","$88374","6.76%","Raised over $100k"
"RogersMike Rogers (R)","$1044273","$70501","6.75%","Raised over $100k"
"ReichertDave Reichert (R)","$1301442","$87717","6.74%","Raised over $100k"
"WomackSteve Womack (R)","$970069","$65339","6.74%","Raised over $100k"
"WalorskiJackie Walorski (R)","$2055614","$137504","6.69%","Raised over $100k"
"DelBeneSuzan DelBene (D)","$2382342","$158985","6.67%","Raised over $100k"
"FoxxVirginia Foxx (R)","$1274173","$84720","6.65%","Raised over $100k"
"SchiffAdam Schiff (D)","$916759","$60226","6.57%","Raised over $100k"
"CaseyBob Casey (D)","$14681759","$962221","6.55%","Raised over $100k"
"RohrabacherDana Rohrabacher (R)","$801571","$52403","6.54%","Raised over $100k"
"EllmersRenee Ellmers (R)","$1844809","$119879","6.50%","Raised over $100k"
"HuffmanJared Huffman (D)","$908930","$58899","6.48%","Raised over $100k"
"MillerCandice S Miller (R)","$850674","$54377","6.39%","Raised over $100k"
"BookerCory Booker (D)","$17718139","$1122759","6.34%","Raised over $100k"
"DavisSusan Davis (D)","$610238","$38385","6.29%","Raised over $100k"
"KeatingBill Keating (D)","$1185656","$74526","6.29%","Raised over $100k"
"SanfordMark Sanford (R)","$1695976","$106418","6.27%","Raised over $100k"
"HellerDean Heller (R)","$10296690","$636880","6.19%","Raised over $100k"
"SablanGregorio Sablan (I)","$104833","$6484","6.18%","Raised over $100k"
"KilmerDerek Kilmer (D)","$2012794","$123840","6.15%","Raised over $100k"
"SalmonMatt Salmon (R)","$934784","$57389","6.14%","Raised over $100k"
"FarrSam Farr (D)","$782584","$48026","6.14%","Raised over $100k"
"PearceSteve Pearce (R)","$2070663","$125221","6.05%","Raised over $100k"
"HannaRichard Hanna (R)","$1031287","$61679","5.98%","Raised over $100k"
"CoburnTom Coburn (R)","$2104355","$125753","5.98%","Raised over $100k"
"ThompsonMike Thompson (D)","$1871449","$111674","5.97%","Raised over $100k"
"HoldingGeorge Holding (R)","$1461660","$86390","5.91%","Raised over $100k"
"GosarPaul Gosar (R)","$489817","$28934","5.91%","Raised over $100k"
"WhitehouseSheldon Whitehouse (D)","$4816336","$282885","5.87%","Raised over $100k"
"HigginsBrian Higgins (D)","$851432","$49673","5.83%","Raised over $100k"
"HeckDennis Heck (D)","$1884168","$109551","5.81%","Raised over $100k"
"CardinBen Cardin (D)","$6838962","$397277","5.81%","Raised over $100k"
"RibbleReid Ribble (R)","$1703029","$97935","5.75%","Raised over $100k"
"BlumenthalRichard Blumenthal (D)","$10173295","$584499","5.75%","Raised over $100k"
"DavisRodney Davis (R)","$3491351","$199797","5.72%","Raised over $100k"
"HartzlerVicky Hartzler (R)","$932705","$53046","5.69%","Raised over $100k"
"TiptonScott Tipton (R)","$1308463","$73766","5.64%","Raised over $100k"
"SoutherlandSteve Southerland (R)","$2941798","$165814","5.64%","Raised over $100k"
"RoskamPeter Roskam (R)","$3494076","$195097","5.58%","Raised over $100k"
"ChuJudy Chu (D)","$1168164","$64909","5.56%","Raised over $100k"
"BilirakisGus Bilirakis (R)","$1081572","$59889","5.54%","Raised over $100k"
"FlemingJohn Fleming (R)","$1512622","$83089","5.49%","Raised over $100k"
"WelchPeter Welch (D)","$1151257","$63048","5.48%","Raised over $100k"
"LanceLeonard Lance (R)","$1188890","$64737","5.45%","Raised over $100k"
"SchraderKurt Schrader (D)","$1637572","$88529","5.41%","Raised over $100k"
"ThompsonGlenn Thompson (R)","$1308140","$70274","5.37%","Raised over $100k"
"SchatzBrian Schatz (D)","$6109936","$327638","5.36%","Raised over $100k"
"GaramendiJohn Garamendi (D)","$1457786","$77897","5.34%","Raised over $100k"
"StutzmanMarlin Stutzman (R)","$1377397","$73190","5.31%","Raised over $100k"
"ScottBobby Scott (D)","$511674","$27059","5.29%","Raised over $100k"
"CarsonAndre Carson (D)","$1155655","$60838","5.26%","Raised over $100k"
"FranksTrent Franks (R)","$424680","$22185","5.22%","Raised over $100k"
"LujanMichelle Lujan Grisham (D)","$1683360","$87702","5.21%","Raised over $100k"
"DeSantisRon DeSantis (R)","$1110622","$57764","5.20%","Raised over $100k"
"BegichMark Begich (D)","$10977987","$565975","5.16%","Raised over $100k"
"MillerGeorge Miller (D)","$379076","$19535","5.15%","Raised over $100k"
"CastorKathy Castor (D)","$681992","$34815","5.10%","Raised over $100k"
"RokitaTodd Rokita (R)","$1537040","$77822","5.06%","Raised over $100k"
"CornynJohn Cornyn (R)","$17223563","$866461","5.03%","Raised over $100k"
"HultgrenRandy Hultgren (R)","$1182738","$58738","4.97%","Raised over $100k"
"JohnsonSam Johnson (R)","$970542","$48161","4.96%","Raised over $100k"
"MarinoTom Marino (R)","$1019620","$50021","4.91%","Raised over $100k"
"PortmanRob Portman (R)","$19137106","$929643","4.86%","Raised over $100k"
"PetersonCollin C Peterson (D)","$1585616","$76992","4.86%","Raised over $100k"
"BlumenauerEarl Blumenauer (D)","$1199958","$58011","4.83%","Raised over $100k"
"MaffeiDan Maffei (D)","$2710661","$129699","4.78%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$262850","$12554","4.78%","Raised over $100k"
"PaulsenErik Paulsen (R)","$3196226","$151975","4.75%","Raised over $100k"
"BarrassoJohn A Barrasso (R)","$5379607","$255291","4.75%","Raised over $100k"
"StewartChris Stewart (R)","$758016","$35775","4.72%","Raised over $100k"
"CooperJim Cooper (D)","$762304","$35799","4.70%","Raised over $100k"
"HeckJoe Heck (R)","$2484964","$116392","4.68%","Raised over $100k"
"LaMalfaDoug LaMalfa (R)","$732868","$33954","4.63%","Raised over $100k"
"RooneyTom Rooney (R)","$596061","$27485","4.61%","Raised over $100k"
"MooreShelley Moore Capito (R)","$7858642","$360907","4.59%","Raised over $100k"
"SmithAdrian Smith (R)","$1034587","$47310","4.57%","Raised over $100k"
"CoatsDan Coats (R)","$6250908","$285789","4.57%","Raised over $100k"
"CollinsChris Collins (R)","$961191","$43724","4.55%","Raised over $100k"
"IsaksonJohnny Isakson (R)","$9422559","$426754","4.53%","Raised over $100k"
"LowenthalAlan Lowenthal (D)","$823270","$37240","4.52%","Raised over $100k"
"KinzingerAdam Kinzinger (R)","$1944119","$87011","4.48%","Raised over $100k"
"FitzpatrickMichael G Fitzpatrick (R)","$3052528","$135827","4.45%","Raised over $100k"
"SpeierJackie Speier (D)","$1075201","$47338","4.40%","Raised over $100k"
"MooreGwen Moore (D)","$1031481","$45060","4.37%","Raised over $100k"
"LabradorRaul Labrador (R)","$544737","$23621","4.34%","Raised over $100k"
"BluntRoy Blunt (R)","$16022045","$692508","4.32%","Raised over $100k"
"ConyersJohn Conyers Jr (D)","$778668","$33584","4.31%","Raised over $100k"
"ScottTim Scott (R)","$6809517","$293653","4.31%","Raised over $100k"
"RigellScott Rigell (R)","$1564606","$67454","4.31%","Raised over $100k"
"CartwrightMatt Cartwright (D)","$1285727","$55300","4.30%","Raised over $100k"
"RobertsPat Roberts (R)","$8040544","$344289","4.28%","Raised over $100k"
"BarrAndy Barr (R)","$2748742","$117317","4.27%","Raised over $100k"
"RangelCharles B Rangel (D)","$1499956","$63865","4.26%","Raised over $100k"
"MesserLuke Messer (R)","$1253376","$53132","4.24%","Raised over $100k"
"FarentholdBlake Farenthold (R)","$1124960","$47612","4.23%","Raised over $100k"
"YarmuthJohn A Yarmuth (D)","$804484","$34048","4.23%","Raised over $100k"
"DeLauroRosa DeLauro (D)","$1244886","$52628","4.23%","Raised over $100k"
"RobyMartha Roby (R)","$1098795","$46413","4.22%","Raised over $100k"
"BrooksMo Brooks (R)","$614615","$25842","4.20%","Raised over $100k"
"LevinSander Levin (D)","$1453214","$60831","4.19%","Raised over $100k"
"HastingsAlcee L Hastings (D)","$710346","$29701","4.18%","Raised over $100k"
"HahnJanice Hahn (D)","$733851","$30648","4.18%","Raised over $100k"
"CollinsDoug Collins (R)","$848531","$35335","4.16%","Raised over $100k"
"DesjarlaisScott Desjarlais (R)","$658971","$26710","4.05%","Raised over $100k"
"KingstonJack Kingston (R)","$8088438","$326441","4.04%","Raised over $100k"
"RothfusKeith J Rothfus (R)","$2322566","$93335","4.02%","Raised over $100k"
"OwensBill Owens (D)","$609239","$24465","4.02%","Raised over $100k"
"RadelTrey Radel (R)","$298101","$11894","3.99%","Raised over $100k"
"PoeTed Poe (R)","$924139","$36694","3.97%","Raised over $100k"
"McConnellMitch McConnell (R)","$30845825","$1215940","3.94%","Raised over $100k"
"SwalwellEric Swalwell (D)","$2040208","$80028","3.92%","Raised over $100k"
"Christian-ChristensenDonna Christian-Christensen (D)","$183125","$7154","3.91%","Raised over $100k"
"McKinleyDavid McKinley (R)","$1566914","$61060","3.90%","Raised over $100k"
"GingreyPhil Gingrey (R)","$1988843","$76633","3.85%","Raised over $100k"
"YoungDon Young (R)","$788960","$30245","3.83%","Raised over $100k"
"GriffinTim Griffin (R)","$744647","$28393","3.81%","Raised over $100k"
"PolisJared Polis (D)","$1193196","$45069","3.78%","Raised over $100k"
"SchockAaron Schock (R)","$2723250","$100209","3.68%","Raised over $100k"
"LarsenRick Larsen (D)","$1070866","$38497","3.59%","Raised over $100k"
"BrooksSusan Brooks (R)","$1689677","$60538","3.58%","Raised over $100k"
"JollyDavid Jolly (R)","$2057213","$73510","3.57%","Raised over $100k"
"ReedJack Reed (D)","$3960335","$141221","3.57%","Raised over $100k"
"BassKaren Bass (D)","$1045813","$37174","3.55%","Raised over $100k"
"SimpsonMike Simpson (R)","$2466247","$87581","3.55%","Raised over $100k"
"HimesJim Himes (D)","$2654776","$92899","3.50%","Raised over $100k"
"KennedyJoe Kennedy III (D)","$2694291","$94226","3.50%","Raised over $100k"
"FrelinghuysenRodney Frelinghuysen (R)","$1348295","$47111","3.49%","Raised over $100k"
"JohnsonBill Johnson (R)","$2233992","$78043","3.49%","Raised over $100k"
"RyanTim Ryan (D)","$1048542","$36491","3.48%","Raised over $100k"
"TitusDina Titus (D)","$1086761","$37390","3.44%","Raised over $100k"
"ShimkusJohn Shimkus (R)","$1982069","$68115","3.44%","Raised over $100k"
"ReedTom Reed (R)","$3441590","$117928","3.43%","Raised over $100k"
"BarrowJohn Barrow (D)","$3550178","$119536","3.37%","Raised over $100k"
"SmithJason Smith (R)","$1735610","$58409","3.37%","Raised over $100k"
"MatsuiDoris O Matsui (D)","$1063566","$35625","3.35%","Raised over $100k"
"RossDennis Ross (R)","$1298550","$43433","3.34%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$1834727","$61172","3.33%","Raised over $100k"
"LoweyNita M Lowey (D)","$2133891","$70892","3.32%","Raised over $100k"
"ValadaoDavid Valadao (R)","$2685196","$88989","3.31%","Raised over $100k"
"BucshonLarry Bucshon (R)","$1125593","$36820","3.27%","Raised over $100k"
"QuigleyMike Quigley (D)","$914484","$29790","3.26%","Raised over $100k"
"CapuanoMichael E Capuano (D)","$870555","$28225","3.24%","Raised over $100k"
"DoggettLloyd Doggett (D)","$1062141","$34114","3.21%","Raised over $100k"
"SmithLamar Smith (R)","$1455927","$46760","3.21%","Raised over $100k"
"GowdyTrey Gowdy (R)","$670748","$21439","3.20%","Raised over $100k"
"MulvaneyMick Mulvaney (R)","$1167623","$37001","3.17%","Raised over $100k"
"GrangerKay Granger (R)","$1315139","$41430","3.15%","Raised over $100k"
"SanchezLinda Sanchez (D)","$1350031","$42507","3.15%","Raised over $100k"
"HensarlingJeb Hensarling (R)","$3121515","$97028","3.11%","Raised over $100k"
"ThornberryMac Thornberry (R)","$1610236","$49853","3.10%","Raised over $100k"
"LambornDouglas L Lamborn (R)","$490022","$15168","3.10%","Raised over $100k"
"BraleyBruce Braley (D)","$12082748","$373133","3.09%","Raised over $100k"
"BoustanyCharles W Boustany Jr (R)","$2295051","$70868","3.09%","Raised over $100k"
"LangevinJim Langevin (D)","$1122855","$34332","3.06%","Raised over $100k"
"WickerRoger Wicker (R)","$4599017","$140550","3.06%","Raised over $100k"
"JohnsonHank Johnson (D)","$638258","$19470","3.05%","Raised over $100k"
"CicillineDavid Cicilline (D)","$1388448","$42208","3.04%","Raised over $100k"
"GarciaJoe Garcia (D)","$3765190","$114433","3.04%","Raised over $100k"
"CorkerBob Corker (R)","$12590156","$372729","2.96%","Raised over $100k"
"McCaulMichael McCaul (R)","$1633178","$47964","2.94%","Raised over $100k"
"ByrneBradley Byrne (R)","$1907597","$55973","2.93%","Raised over $100k"
"ColeTom Cole (R)","$1338212","$39000","2.91%","Raised over $100k"
"HunterDuncan D Hunter (R)","$1269096","$36976","2.91%","Raised over $100k"
"RahallNick Rahall (D)","$2589881","$75059","2.90%","Raised over $100k"
"LujanBen R Lujan (D)","$1267973","$36670","2.89%","Raised over $100k"
"WeberRandy Weber (R)","$817175","$23167","2.84%","Raised over $100k"
"CollinsSusan Collins (R)","$6228159","$176501","2.83%","Raised over $100k"
"ClayWilliam L Clay Jr (D)","$583584","$16401","2.81%","Raised over $100k"
"KellyMike Kelly (R)","$1623102","$45087","2.78%","Raised over $100k"
