"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"BennetMichael Bennet (D)","$21841613","$5322375","24.37%","Raised over $100k"
"GrijalvaRaul M Grijalva (D)","$643776","$155028","24.08%","Raised over $100k"
"HinsonAshley Hinson (R)","$7149327","$1717917","24.03%","Raised over $100k"
"MaceNancy Mace (R)","$5776312","$1376020","23.82%","Raised over $100k"
"BuddTed Budd (R)","$14244472","$3344404","23.48%","Raised over $100k"
"PocanMark Pocan (D)","$1143752","$263207","23.01%","Raised over $100k"
"StabenowDebbie Stabenow (D)","$18711785","$4234966","22.63%","Raised over $100k"
"CrowJason Crow (D)","$2679758","$605710","22.60%","Raised over $100k"
"CaseyBob Casey (D)","$23960890","$5388247","22.49%","Raised over $100k"
"BurchettTim Burchett (R)","$1412266","$317350","22.47%","Raised over $100k"
"TillisThom Tillis (R)","$25465883","$5658010","22.22%","Raised over $100k"
"GrassleyChuck Grassley (R)","$10681892","$2330042","21.81%","Raised over $100k"
"TesterJon Tester (D)","$22838805","$4946290","21.66%","Raised over $100k"
"LeskoDebbie Lesko (R)","$1188963","$249422","20.98%","Raised over $100k"
"FischbachMichelle Fischbach (R)","$1655766","$339647","20.51%","Raised over $100k"
"CornynJohn Cornyn (R)","$35160354","$7004023","19.92%","Raised over $100k"
"Hyde-SmithCindy Hyde-Smith (R)","$4250678","$841492","19.80%","Raised over $100k"
"McBathLucy McBath (D)","$5377790","$1061484","19.74%","Raised over $100k"
"HarderJosh Harder (D)","$6453143","$1268251","19.65%","Raised over $100k"
"SteubeGreg Steube (R)","$1617685","$317383","19.62%","Raised over $100k"
"LummisCynthia Lummis (R)","$2784660","$533556","19.16%","Raised over $100k"
"CollinsSusan Collins (R)","$30804358","$5902052","19.16%","Raised over $100k"
"SinemaKyrsten Sinema (D)","$33541385","$6423405","19.15%","Raised over $100k"
"CammackKat Cammack (R)","$2259117","$431185","19.09%","Raised over $100k"
"Miller-MeeksMariannette Miller-Meeks (R)","$4560193","$860968","18.88%","Raised over $100k"
"UnderwoodLauren A Underwood (D)","$6828098","$1287125","18.85%","Raised over $100k"
"ClydeAndrew Clyde (R)","$812119","$151620","18.67%","Raised over $100k"
"TubervilleTommy Tuberville (R)","$9550353","$1779966","18.64%","Raised over $100k"
"GoldenJared Golden (D)","$5966782","$1104595","18.51%","Raised over $100k"
"HironoMazie K Hirono (D)","$4822569","$888911","18.43%","Raised over $100k"
"WagnerAnn Wagner (R)","$4653227","$850543","18.28%","Raised over $100k"
"SwalwellEric Swalwell (D)","$3735659","$681969","18.26%","Raised over $100k"
"McClintockTom McClintock (R)","$1667476","$304025","18.23%","Raised over $100k"
"PatrickSean Patrick Maloney (D)","$5977059","$1083070","18.12%","Raised over $100k"
"LeeBarbara Lee (D)","$2098481","$379754","18.10%","Raised over $100k"
"DurbinDick Durbin (D)","$10446748","$1889592","18.09%","Raised over $100k"
"SalazarMaria Salazar (R)","$5377633","$968175","18.00%","Raised over $100k"
"CastroJoaquin Castro (D)","$680070","$119690","17.60%","Raised over $100k"
"NeguseJoseph Neguse (D)","$2335674","$404916","17.34%","Raised over $100k"
"EmmerTom Emmer (R)","$4392876","$760390","17.31%","Raised over $100k"
"HigginsClay Higgins (R)","$1036264","$174296","16.82%","Raised over $100k"
"LuriaElaine Luria (D)","$10689610","$1776064","16.61%","Raised over $100k"
"GonzalesTony Gonzales (R)","$4290564","$711144","16.57%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$2563552","$423216","16.51%","Raised over $100k"
"CarlJerry Carl (R)","$1262711","$208160","16.49%","Raised over $100k"
"NewmanMarie Newman (D)","$1455851","$238890","16.41%","Raised over $100k"
"SpanbergerAbigail Spanberger (D)","$8981899","$1461883","16.28%","Raised over $100k"
"RoyChip Roy (R)","$2307601","$374951","16.25%","Raised over $100k"
"DavidsSharice Davids (D)","$7772034","$1256099","16.16%","Raised over $100k"
"VanJeff Van Drew (R)","$3054445","$489411","16.02%","Raised over $100k"
"HarrisAndy Harris (R)","$1910284","$303607","15.89%","Raised over $100k"
"HartzlerVicky Hartzler (R)","$2993731","$472906","15.80%","Raised over $100k"
"TenneyClaudia Tenney (R)","$3217886","$505586","15.71%","Raised over $100k"
"TiffanyTom Tiffany (R)","$1176702","$179900","15.29%","Raised over $100k"
"LambConor Lamb (D)","$5272241","$800273","15.18%","Raised over $100k"
"ConnollyGerry Connolly (D)","$2085789","$313753","15.04%","Raised over $100k"
"BiceStephanie Bice (R)","$2379658","$353406","14.85%","Raised over $100k"
"KaineTim Kaine (D)","$20180380","$2986714","14.80%","Raised over $100k"
"BergmanJohn Bergman (R)","$1698173","$250515","14.75%","Raised over $100k"
"SlotkinElissa Slotkin (D)","$9887079","$1452897","14.69%","Raised over $100k"
"FitzgeraldScott Fitzgerald (R)","$995661","$146195","14.68%","Raised over $100k"
"McGovernJames P McGovern (D)","$1115163","$162386","14.56%","Raised over $100k"
"WildSusan Wild (D)","$6906278","$1003000","14.52%","Raised over $100k"
"HeinrichMartin Heinrich (D)","$8766365","$1269163","14.48%","Raised over $100k"
"PhillipsDean Phillips (D)","$2218400","$317473","14.31%","Raised over $100k"
"CloudMichael Cloud (R)","$1055335","$149477","14.16%","Raised over $100k"
"ObernolteJay Obernolte (R)","$1031818","$145053","14.06%","Raised over $100k"
"KapturMarcy Kaptur (D)","$3390127","$475711","14.03%","Raised over $100k"
"PingreeChellie Pingree (D)","$576407","$79305","13.76%","Raised over $100k"
"CareyMike Carey (R)","$2341629","$320922","13.71%","Raised over $100k"
"HerreraJaime Herrera Beutler (R)","$3070316","$406294","13.23%","Raised over $100k"
"GrothmanGlenn S Grothman (R)","$1238391","$162107","13.09%","Raised over $100k"
"HayesJahana Hayes (D)","$2735134","$357364","13.07%","Raised over $100k"
"FeenstraRandy Feenstra (R)","$2867511","$373804","13.04%","Raised over $100k"
"KimAndy Kim (D)","$7018928","$895283","12.76%","Raised over $100k"
"SmithChris Smith (R)","$1488958","$189828","12.75%","Raised over $100k"
"WextonJennifer Wexton (D)","$3791923","$479446","12.64%","Raised over $100k"
"AxneCindy Axne (D)","$7121679","$899155","12.63%","Raised over $100k"
"CraigAngie Craig (D)","$7749887","$967949","12.49%","Raised over $100k"
"SchrierKim Schrier (D)","$9435679","$1160373","12.30%","Raised over $100k"
"WydenRon Wyden (D)","$13846226","$1699815","12.28%","Raised over $100k"
"RischJames E Risch (R)","$3577858","$431080","12.05%","Raised over $100k"
"CastenSean Casten (D)","$5509619","$660025","11.98%","Raised over $100k"
"GoodBob Good (R)","$1149484","$137567","11.97%","Raised over $100k"
"LevinAndy Levin (D)","$2586972","$304531","11.77%","Raised over $100k"
"AguilarPete Aguilar (D)","$3198434","$374641","11.71%","Raised over $100k"
"MalinowskiTom Malinowski (D)","$8845866","$1035076","11.70%","Raised over $100k"
"LevinMike Levin (D)","$5097113","$595266","11.68%","Raised over $100k"
"BairdJim Baird (R)","$433648","$50301","11.60%","Raised over $100k"
"RyanPat Ryan (D)","$4716572","$546034","11.58%","Raised over $100k"
"LegerTeresa Leger Fernandez (D)","$3109222","$356926","11.48%","Raised over $100k"
"WebsterDaniel Webster (R)","$777214","$88620","11.40%","Raised over $100k"
"PappasChris Pappas (D)","$5098118","$580995","11.40%","Raised over $100k"
"BlumenthalRichard Blumenthal (D)","$9197669","$1039391","11.30%","Raised over $100k"
"NehlsTroy Nehls (R)","$1373057","$154873","11.28%","Raised over $100k"
"SchumerCharles E Schumer (D)","$41173373","$4542115","11.03%","Raised over $100k"
"TakanoMark Takano (D)","$1232290","$135779","11.02%","Raised over $100k"
"BluntRoy Blunt (R)","$3060088","$334903","10.94%","Raised over $100k"
"KingAngus King (I)","$5011740","$540830","10.79%","Raised over $100k"
"AllredColin Allred (D)","$3387703","$365338","10.78%","Raised over $100k"
"CooperJim Cooper (D)","$558331","$60196","10.78%","Raised over $100k"
"KinzingerAdam Kinzinger (R)","$2212241","$237735","10.75%","Raised over $100k"
"SchakowskyJan Schakowsky (D)","$1542148","$165130","10.71%","Raised over $100k"
"O'HalleranTom O'Halleran (D)","$4234126","$453336","10.71%","Raised over $100k"
"RuizRaul Ruiz (D)","$2282419","$239716","10.50%","Raised over $100k"
"WarnerMark Warner (D)","$18994259","$1989605","10.47%","Raised over $100k"
"MalliotakisNicole Malliotakis (R)","$4584760","$478056","10.43%","Raised over $100k"
"PoseyBill Posey (R)","$1028263","$106740","10.38%","Raised over $100k"
"BlackburnMarsha Blackburn (R)","$19560660","$2003933","10.24%","Raised over $100k"
"SherrillMikie Sherrill (D)","$6204341","$635377","10.24%","Raised over $100k"
"DunnNeal Dunn (R)","$1723063","$175161","10.17%","Raised over $100k"
"MrvanFrank Mrvan Jr (D)","$2465307","$248495","10.08%","Raised over $100k"
"FeinsteinDianne Feinstein (D)","$11157202","$1124148","10.08%","Raised over $100k"
"JohnsonHank Johnson (D)","$566901","$56776","10.02%","Raised over $100k"
"CourtneyJoe Courtney (D)","$1934054","$190967","9.87%","Raised over $100k"
"FosterBill Foster (D)","$3292556","$324205","9.85%","Raised over $100k"
"GayMary Gay Scanlon (D)","$1586742","$154279","9.72%","Raised over $100k"
"LattaBob Latta (R)","$1558303","$150831","9.68%","Raised over $100k"
"RomneyMitt Romney (R)","$7000191","$673338","9.62%","Raised over $100k"
"BrownShontel Brown (D)","$4653515","$446978","9.61%","Raised over $100k"
"SarbanesJohn Sarbanes (D)","$186596","$17923","9.61%","Raised over $100k"
"MarshallRoger Marshall (R)","$7323829","$699984","9.56%","Raised over $100k"
"WalbergTim Walberg (R)","$1494322","$142737","9.55%","Raised over $100k"
"MooneyAlex Mooney (R)","$4452695","$424036","9.52%","Raised over $100k"
"WilsonJoe Wilson (R)","$1014561","$96507","9.51%","Raised over $100k"
"BrownleyJulia Brownley (D)","$2421373","$227904","9.41%","Raised over $100k"
"RossDeborah Ross (D)","$2112135","$198600","9.40%","Raised over $100k"
"StauberPete Stauber (R)","$2454768","$228570","9.31%","Raised over $100k"
"KrishnamoorthiRaja Krishnamoorthi (D)","$8396848","$757266","9.02%","Raised over $100k"
"RosendaleMatt Rosendale (R)","$2211920","$197864","8.95%","Raised over $100k"
"LeeSusie Lee (D)","$6256384","$551826","8.82%","Raised over $100k"
"CramerKevin Cramer (R)","$6935749","$611693","8.82%","Raised over $100k"
"TonkoPaul Tonko (D)","$1776069","$156369","8.80%","Raised over $100k"
"SullivanDan Sullivan (R)","$10878493","$943878","8.68%","Raised over $100k"
"TitusDina Titus (D)","$3366287","$289655","8.60%","Raised over $100k"
"BarrassoJohn A Barrasso (R)","$8440630","$720499","8.54%","Raised over $100k"
"ClineBen Cline (R)","$990176","$83706","8.45%","Raised over $100k"
"CartwrightMatt Cartwright (D)","$5301457","$445802","8.41%","Raised over $100k"
"WassermanDebbie Wasserman Schultz (D)","$2081939","$174070","8.36%","Raised over $100k"
"RoundsMike Rounds (R)","$4688907","$383046","8.17%","Raised over $100k"
"BentzCliff Bentz (R)","$1175494","$95969","8.16%","Raised over $100k"
"HagertyBill Hagerty (R)","$14216237","$1160428","8.16%","Raised over $100k"
"ColeTom Cole (R)","$2319374","$189307","8.16%","Raised over $100k"
"LambornDoug Lamborn (R)","$506157","$41305","8.16%","Raised over $100k"
"DavisRodney Davis (R)","$3301679","$269293","8.16%","Raised over $100k"
"WenstrupBrad Wenstrup (R)","$2068489","$168595","8.15%","Raised over $100k"
"PerlmutterEd Perlmutter (D)","$600322","$48828","8.13%","Raised over $100k"
"MatsuiDoris Matsui (D)","$1395577","$112435","8.06%","Raised over $100k"
"KusterAnn Kuster (D)","$4418702","$353861","8.01%","Raised over $100k"
"GonzalezAnthony Gonzalez (R)","$778999","$62315","8.00%","Raised over $100k"
"ThuneJohn Thune (R)","$13066954","$1030863","7.89%","Raised over $100k"
"FischerDeb Fischer (R)","$6613960","$520038","7.86%","Raised over $100k"
"McCollumBetty McCollum (D)","$2085312","$163337","7.83%","Raised over $100k"
"DeanMadeleine Dean (D)","$1951923","$152748","7.83%","Raised over $100k"
"DavidsonWarren Davidson (R)","$940371","$73570","7.82%","Raised over $100k"
"KeatingBill Keating (D)","$717659","$55834","7.78%","Raised over $100k"
"FranklinScott Franklin (R)","$1087789","$84441","7.76%","Raised over $100k"
"KildeeDan Kildee (D)","$5593527","$434020","7.76%","Raised over $100k"
"PortmanRob Portman (R)","$4686695","$363637","7.76%","Raised over $100k"
"YoungTodd Young (R)","$14864315","$1148264","7.72%","Raised over $100k"
"PflugerAugust Pfluger (R)","$3017036","$232803","7.72%","Raised over $100k"
"HoulahanChrissy Houlahan (D)","$4779906","$364126","7.62%","Raised over $100k"
"SasseBen Sasse (R)","$6413152","$479161","7.47%","Raised over $100k"
"CristCharlie Crist (D)","$383955","$28545","7.43%","Raised over $100k"
"BeraAmi Bera (D)","$1494408","$110091","7.37%","Raised over $100k"
"PriceDavid Price (D)","$199992","$14723","7.36%","Raised over $100k"
"LieuTed Lieu (D)","$1494750","$109111","7.30%","Raised over $100k"
"JacobsChris Jacobs (R)","$474820","$34466","7.26%","Raised over $100k"
"BonamiciSuzanne Bonamici (D)","$1033571","$74988","7.26%","Raised over $100k"
"McMorrisCathy McMorris Rodgers (R)","$6360247","$460195","7.24%","Raised over $100k"
"StevensHaley Stevens (D)","$5536416","$395979","7.15%","Raised over $100k"
"BassKaren Bass (D)","$507962","$35942","7.08%","Raised over $100k"
"FulcherRuss Fulcher (R)","$528525","$37212","7.04%","Raised over $100k"
"FoxxVirginia Foxx (R)","$2202811","$154702","7.02%","Raised over $100k"
"LawsonAl Lawson (D)","$825526","$57807","7.00%","Raised over $100k"
"DesaulnierMark Desaulnier (D)","$617489","$43068","6.97%","Raised over $100k"
"BurgessMichael Burgess (R)","$1341265","$93472","6.97%","Raised over $100k"
"BeyerDon Beyer (D)","$2112833","$146829","6.95%","Raised over $100k"
"McNerneyJerry McNerney (D)","$538286","$37352","6.94%","Raised over $100k"
"RoseJohn Rose (R)","$1055257","$72508","6.87%","Raised over $100k"
"SmithJason Smith (R)","$3194673","$218007","6.82%","Raised over $100k"
"VanBeth Van Duyne (R)","$3757233","$254264","6.77%","Raised over $100k"
"BaconDon Bacon (R)","$3884625","$260742","6.71%","Raised over $100k"
"WatsonBonnie Watson Coleman (D)","$920887","$61303","6.66%","Raised over $100k"
"DingellDebbie Dingell (D)","$1557911","$103409","6.64%","Raised over $100k"
"PlaskettStacey Plaskett (D)","$966728","$63371","6.56%","Raised over $100k"
"FinstadBrad Finstad (R)","$1483520","$95594","6.44%","Raised over $100k"
"SchatzBrian Schatz (D)","$4671636","$298860","6.40%","Raised over $100k"
"MooreShelley Moore Capito (R)","$6481041","$413353","6.38%","Raised over $100k"
"BostMike Bost (R)","$1649239","$105028","6.37%","Raised over $100k"
"SchneiderBrad Schneider (D)","$3773828","$240140","6.36%","Raised over $100k"
"SempolinskiJoe Sempolinski (R)","$241632","$15337","6.35%","Raised over $100k"
"GonzalezJenniffer Gonzalez (3)","$726187","$45835","6.31%","Raised over $100k"
"KilmerDerek Kilmer (D)","$2621794","$163201","6.22%","Raised over $100k"
"BraunMike Braun (R)","$20700250","$1286260","6.21%","Raised over $100k"
"WittmanRob Wittman (R)","$2139294","$132457","6.19%","Raised over $100k"
"FortenberryJeff Fortenberry (R)","$682895","$42026","6.15%","Raised over $100k"
"HuffmanJared Huffman (D)","$927616","$56984","6.14%","Raised over $100k"
"StantonGreg Stanton (D)","$4307484","$263654","6.12%","Raised over $100k"
"ManningKathy Manning (D)","$3009123","$182890","6.08%","Raised over $100k"
"CicillineDavid Cicilline (D)","$1975833","$120048","6.08%","Raised over $100k"
"McCaulMichael McCaul (R)","$2721294","$165136","6.07%","Raised over $100k"
"CarterBuddy Carter (R)","$2087985","$126233","6.05%","Raised over $100k"
"BluntLisa Blunt Rochester (D)","$2817811","$169549","6.02%","Raised over $100k"
"GriffithMorgan Griffith (R)","$809005","$48452","5.99%","Raised over $100k"
"LarsenRick Larsen (D)","$1684899","$100265","5.95%","Raised over $100k"
"NadlerJerrold Nadler (D)","$2231623","$132619","5.94%","Raised over $100k"
"CalvertKen Calvert (R)","$3696398","$216826","5.87%","Raised over $100k"
"PanettaJimmy Panetta (D)","$2616966","$153023","5.85%","Raised over $100k"
"CassidyBill Cassidy (R)","$12479866","$725755","5.82%","Raised over $100k"
"JonesMondaire Jones (D)","$3013075","$173303","5.75%","Raised over $100k"
"VanChris Van Hollen (D)","$8754939","$501658","5.73%","Raised over $100k"
"GimenezCarlos Gimenez (R)","$2128543","$121729","5.72%","Raised over $100k"
"SteilBryan Steil (R)","$3591240","$205198","5.71%","Raised over $100k"
"TorresNorma Torres (D)","$777957","$44286","5.69%","Raised over $100k"
"FletcherLizzie Fletcher (D)","$3624542","$205720","5.68%","Raised over $100k"
"CarterJohn Carter (R)","$1330977","$75145","5.65%","Raised over $100k"
"JohnsonMike Johnson (R)","$1342470","$75696","5.64%","Raised over $100k"
"LawrenceBrenda Lawrence (D)","$344191","$19386","5.63%","Raised over $100k"
"CastorKathy Castor (D)","$1568136","$88301","5.63%","Raised over $100k"
"LaMalfaDoug LaMalfa (R)","$948620","$53075","5.59%","Raised over $100k"
"LongBilly Long (R)","$1278782","$71043","5.56%","Raised over $100k"
"JeffriesHakeem Jeffries (D)","$5895085","$326874","5.54%","Raised over $100k"
"MullinMarkwayne Mullin (R)","$5427643","$300782","5.54%","Raised over $100k"
"McClainLisa McClain (R)","$1263318","$69948","5.54%","Raised over $100k"
"LetlowJulia Letlow (R)","$2819700","$153504","5.44%","Raised over $100k"
"MeijerPeter Meijer (R)","$2410755","$130671","5.42%","Raised over $100k"
"DelBeneSuzan DelBene (D)","$2476550","$131871","5.32%","Raised over $100k"
"HimesJim Himes (D)","$1665641","$88226","5.30%","Raised over $100k"
"DoggettLloyd Doggett (D)","$1388877","$72400","5.21%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$3570313","$181254","5.08%","Raised over $100k"
"AllenRichard W Allen (R)","$990681","$50049","5.05%","Raised over $100k"
"ScaliseSteve Scalise (R)","$18397997","$927155","5.04%","Raised over $100k"
"ChabotSteve Chabot (R)","$2230635","$111949","5.02%","Raised over $100k"
"CoonsChris Coons (D)","$7732994","$384462","4.97%","Raised over $100k"
"DeGetteDiana DeGette (D)","$1142530","$56636","4.96%","Raised over $100k"
"GonzalezVicente Gonzalez (D)","$2935983","$145098","4.94%","Raised over $100k"
"ClarkKatherine Clark (D)","$2164059","$106624","4.93%","Raised over $100k"
"WickerRoger Wicker (R)","$8476458","$416829","4.92%","Raised over $100k"
"StricklandMarilyn Strickland (D)","$1884733","$92588","4.91%","Raised over $100k"
"BlumenauerEarl Blumenauer (D)","$1359630","$66543","4.89%","Raised over $100k"
"StewartChris Stewart (R)","$1080793","$52458","4.85%","Raised over $100k"
"ScottRick Scott (R)","$94775765","$4528626","4.78%","Raised over $100k"
"HorsfordSteven Horsford (D)","$4926767","$234178","4.75%","Raised over $100k"
"GallagherMike Gallagher (R)","$3132539","$148642","4.75%","Raised over $100k"
"MooreBarry Moore (R)","$869937","$40623","4.67%","Raised over $100k"
"ClarkeYvette Clarke (D)","$785088","$36509","4.65%","Raised over $100k"
"DeutchTed Deutch (D)","$309658","$14338","4.63%","Raised over $100k"
"KellyTrent Kelly (R)","$1101328","$50746","4.61%","Raised over $100k"
"ValadaoDavid Valadao (R)","$3717568","$169969","4.57%","Raised over $100k"
"GarbarinoAndrew Garbarino (R)","$3486768","$159159","4.56%","Raised over $100k"
"PadillaAlex Padilla (D)","$11904343","$540099","4.54%","Raised over $100k"
"ScottBobby Scott (D)","$847219","$38294","4.52%","Raised over $100k"
"DeLauroRosa DeLauro (D)","$2136638","$95673","4.48%","Raised over $100k"
"WilliamsNikema Williams (D)","$1139028","$50553","4.44%","Raised over $100k"
"MurkowskiLisa Murkowski (R)","$11235345","$497750","4.43%","Raised over $100k"
"KindRon Kind (D)","$588104","$25883","4.40%","Raised over $100k"
"EscobarVeronica Escobar (D)","$1294538","$56972","4.40%","Raised over $100k"
"WomackSteve Womack (R)","$1662619","$73092","4.40%","Raised over $100k"
"ThompsonMike Thompson (D)","$2249660","$98114","4.36%","Raised over $100k"
"SewellTerri Sewell (D)","$2336988","$101098","4.33%","Raised over $100k"
"ChuJudy Chu (D)","$1584664","$68410","4.32%","Raised over $100k"
