"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"ScottBobby Scott (D)","$866157","$30504","3.52%","Raised over $100k"
"TorresRitchie Torres (D)","$9084008","$318391","3.50%","Raised over $100k"
"LangworthyNick Langworthy (R)","$1895322","$66077","3.49%","Raised over $100k"
"WebsterDaniel Webster (R)","$1004828","$34920","3.48%","Raised over $100k"
"FryRussell Fry (R)","$1473349","$50780","3.45%","Raised over $100k"
"SelfKeith Self (R)","$724772","$24975","3.45%","Raised over $100k"
"PanettaJimmy Panetta (D)","$3326588","$114385","3.44%","Raised over $100k"
"RulliMichael Rulli (R)","$1084894","$37054","3.42%","Raised over $100k"
"LaMalfaDoug LaMalfa (R)","$999613","$33896","3.39%","Raised over $100k"
"GreenAl Green (D)","$340453","$11538","3.39%","Raised over $100k"
"HorsfordSteven Horsford (D)","$5361170","$181254","3.38%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$1270996","$42321","3.33%","Raised over $100k"
"ClarkKatherine Clark (D)","$4850379","$159971","3.30%","Raised over $100k"
"WilliamsNikema Williams (D)","$991342","$32115","3.24%","Raised over $100k"
"ChuJudy Chu (D)","$1894637","$60915","3.22%","Raised over $100k"
"MorelleJoseph D Morelle (D)","$2122468","$68117","3.21%","Raised over $100k"
"MullinKevin Mullin (D)","$734953","$22889","3.11%","Raised over $100k"
"GonzalezVicente Gonzalez (D)","$2484862","$77250","3.11%","Raised over $100k"
"CareyMike Carey (R)","$2644015","$80421","3.04%","Raised over $100k"
"CardinBen Cardin (D)","$359838","$10926","3.04%","Raised over $100k"
"ClarkeYvette Clarke (D)","$1095516","$32916","3.00%","Raised over $100k"
"FranklinScott Franklin (R)","$664056","$19575","2.95%","Raised over $100k"
"LieuTed Lieu (D)","$2569823","$75354","2.93%","Raised over $100k"
"SchweikertDavid Schweikert (R)","$4177660","$121838","2.92%","Raised over $100k"
"MooreGwen Moore (D)","$1342845","$38668","2.88%","Raised over $100k"
"AllenRichard W Allen (R)","$1217539","$34588","2.84%","Raised over $100k"
"VanBeth Van Duyne (R)","$3124044","$88454","2.83%","Raised over $100k"
"CarbajalSalud Carbajal (D)","$2014463","$57016","2.83%","Raised over $100k"
"EdwardsChuck Edwards (R)","$1211362","$34041","2.81%","Raised over $100k"
"GriffithMorgan Griffith (R)","$1002134","$28088","2.80%","Raised over $100k"
"WomackSteve Womack (R)","$2464039","$68506","2.78%","Raised over $100k"
"AlfordMark Alford (R)","$1303886","$36162","2.77%","Raised over $100k"
"BishopSanford Bishop (D)","$1890477","$52140","2.76%","Raised over $100k"
"MagazinerSeth Magaziner (D)","$1966159","$52629","2.68%","Raised over $100k"
"ValadaoDavid Valadao (R)","$4873747","$130413","2.68%","Raised over $100k"
"BaconDon Bacon (R)","$6328059","$169262","2.67%","Raised over $100k"
"CrapoMike Crapo (R)","$6725668","$177593","2.64%","Raised over $100k"
"MoranNathaniel Moran (R)","$1060132","$27967","2.64%","Raised over $100k"
"KellyTrent Kelly (R)","$1278331","$33712","2.64%","Raised over $100k"
"GarbarinoAndrew Garbarino (R)","$3760308","$98845","2.63%","Raised over $100k"
"BoozmanJohn Boozman (R)","$8151176","$210678","2.58%","Raised over $100k"
"SewellTerri Sewell (D)","$3026359","$78204","2.58%","Raised over $100k"
"LattaBob Latta (R)","$1978670","$50117","2.53%","Raised over $100k"
"HolmesEleanor Holmes Norton (D)","$286817","$7167","2.50%","Raised over $100k"
"ThompsonGlenn Thompson (R)","$2819758","$69998","2.48%","Raised over $100k"
"EvansDwight Evans (D)","$975610","$24107","2.47%","Raised over $100k"
"RickettsPete Ricketts (R)","$5862005","$144252","2.46%","Raised over $100k"
"FletcherLizzie Fletcher (D)","$2412593","$59050","2.45%","Raised over $100k"
"LaLotaNick LaLota (R)","$4059577","$97337","2.40%","Raised over $100k"
"GaramendiJohn Garamendi (D)","$1093484","$25754","2.36%","Raised over $100k"
"EzellMike Ezell (R)","$1214460","$28525","2.35%","Raised over $100k"
"MatsuiDoris Matsui (D)","$1227949","$28623","2.33%","Raised over $100k"
"NewhouseDan Newhouse (R)","$2510756","$56759","2.26%","Raised over $100k"
"BilirakisGus Bilirakis (R)","$1750413","$39487","2.26%","Raised over $100k"
"MoolenaarJohn Moolenaar (R)","$2123784","$47865","2.25%","Raised over $100k"
"FoxxVirginia Foxx (R)","$2361025","$52958","2.24%","Raised over $100k"
"ManchinJoe Manchin (D)","$8654338","$192519","2.22%","Raised over $100k"
"FallonPatrick Fallon (R)","$746316","$16380","2.19%","Raised over $100k"
"BuchananVernon Buchanan (R)","$1821782","$39275","2.16%","Raised over $100k"
"MaloyCeleste Maloy (R)","$1884367","$39728","2.11%","Raised over $100k"
"DuarteJohn Duarte (R)","$4522961","$94056","2.08%","Raised over $100k"
"WittmanRob Wittman (R)","$2793849","$56973","2.04%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1232971","$24416","1.98%","Raised over $100k"
"EscobarVeronica Escobar (D)","$1331009","$26336","1.98%","Raised over $100k"
"EshooAnna Eshoo (D)","$534701","$10278","1.92%","Raised over $100k"
"LoudermilkBarry Loudermilk (R)","$826341","$15796","1.91%","Raised over $100k"
"HernKevin Hern (R)","$1932671","$36443","1.89%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$1703494","$30478","1.79%","Raised over $100k"
"MooreBarry Moore (R)","$1059645","$18687","1.76%","Raised over $100k"
"GravesSam Graves (R)","$2766383","$48474","1.75%","Raised over $100k"
"BeattyJoyce Beatty (D)","$1810215","$31503","1.74%","Raised over $100k"
"LetlowJulia Letlow (R)","$2581985","$44446","1.72%","Raised over $100k"
"MoylanJames C. Moylan (R)","$288357","$4940","1.71%","Raised over $100k"
"SmuckerLloyd Smucker (R)","$1771863","$29706","1.68%","Raised over $100k"
"CaseEd Case (D)","$699440","$11667","1.67%","Raised over $100k"
"BaldersonTroy Balderson (R)","$2116544","$34285","1.62%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1470649","$23428","1.59%","Raised over $100k"
"MoranJerry Moran (R)","$8576792","$135629","1.58%","Raised over $100k"
"DoggettLloyd Doggett (D)","$1541264","$23993","1.56%","Raised over $100k"
"MurphyGreg Murphy (R)","$1872623","$28798","1.54%","Raised over $100k"
"FloodMike Flood (R)","$2005390","$30685","1.53%","Raised over $100k"
"LeeLaurel Lee (R)","$1959920","$29777","1.52%","Raised over $100k"
"DavidsonWarren Davidson (R)","$1119756","$16900","1.51%","Raised over $100k"
"EspaillatAdriano Espaillat (D)","$1358380","$20388","1.50%","Raised over $100k"
"WeberRandy Weber (R)","$1109497","$16583","1.49%","Raised over $100k"
"HouchinErin Houchin (R)","$1710956","$25542","1.49%","Raised over $100k"
"KellyMike Kelly (R)","$1623257","$23689","1.46%","Raised over $100k"
"FongVince Fong (R)","$2306087","$33324","1.45%","Raised over $100k"
"SotoDarren Soto (D)","$2131678","$30415","1.43%","Raised over $100k"
"ReedJack Reed (D)","$4011226","$57029","1.42%","Raised over $100k"
"CarterJohn Carter (R)","$1199483","$16620","1.39%","Raised over $100k"
"MengGrace Meng (D)","$2088472","$28381","1.36%","Raised over $100k"
"JoyceDavid P Joyce (R)","$2425913","$32423","1.34%","Raised over $100k"
"SanchezLinda Sanchez (D)","$1536204","$20386","1.33%","Raised over $100k"
"PetersScott Peters (D)","$2257820","$29743","1.32%","Raised over $100k"
"MenendezRobert Menendez (D)","$10861614","$142609","1.31%","Raised over $100k"
"LambornDoug Lamborn (R)","$215564","$2790","1.29%","Raised over $100k"
"QuigleyMike Quigley (D)","$1080428","$13915","1.29%","Raised over $100k"
"WestermanBruce Westerman (R)","$2687010","$33982","1.26%","Raised over $100k"
"ScottAustin Scott (R)","$1216676","$15354","1.26%","Raised over $100k"
"BarraganNanette Barragan (D)","$1247135","$15674","1.26%","Raised over $100k"
"HillFrench Hill (R)","$3776307","$46958","1.24%","Raised over $100k"
"BabinBrian Babin (R)","$1168395","$14288","1.22%","Raised over $100k"
"StrongDale Strong (R)","$1283179","$15016","1.17%","Raised over $100k"
"WatersMaxine Waters (D)","$1091817","$12512","1.15%","Raised over $100k"
"IveyGlenn Ivey (D)","$907644","$10244","1.13%","Raised over $100k"
"JohnsonDusty Johnson (R)","$4376687","$49222","1.12%","Raised over $100k"
"FitzpatrickBrian Fitzpatrick (R)","$6307840","$69623","1.10%","Raised over $100k"
"HuizengaBill Huizenga (R)","$3106375","$33791","1.09%","Raised over $100k"
"KamlagerSydney Kamlager (D)","$1035793","$11100","1.07%","Raised over $100k"
"DesjarlaisScott Desjarlais (R)","$305705","$3195","1.05%","Raised over $100k"
"ShermanBrad Sherman (D)","$2036647","$21162","1.04%","Raised over $100k"
"Cherfilus-McCormickSheila Cherfilus-McCormick (D)","$491758","$5092","1.04%","Raised over $100k"
"GomezJimmy Gomez (D)","$2206489","$22811","1.03%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$3829929","$38277","1.00%","Raised over $100k"
"LucasFrank D Lucas (R)","$1710072","$16768","0.98%","Raised over $100k"
"GimenezCarlos Gimenez (R)","$1125646","$10379","0.92%","Raised over $100k"
"CrawfordRick Crawford (R)","$1097029","$10023","0.91%","Raised over $100k"
"GottheimerJosh Gottheimer (D)","$10084137","$91712","0.91%","Raised over $100k"
"CarterTroy Carter (D)","$1998421","$17137","0.86%","Raised over $100k"
"BlumenauerEarl Blumenauer (D)","$1030088","$8808","0.86%","Raised over $100k"
"JacksonJonathan Jackson (D)","$558906","$4673","0.84%","Raised over $100k"
"RouzerDavid Rouzer (R)","$1776402","$14178","0.80%","Raised over $100k"
"GuestMichael Guest (R)","$924939","$7179","0.78%","Raised over $100k"
"RogersMike D Rogers (R)","$2871792","$21916","0.76%","Raised over $100k"
"VeaseyMarc Veasey (D)","$1863889","$14212","0.76%","Raised over $100k"
"EstesRon Estes (R)","$2261595","$17051","0.75%","Raised over $100k"
"CuellarHenry Cuellar (D)","$2438318","$18016","0.74%","Raised over $100k"
"MannTracey Mann (R)","$1368783","$9935","0.73%","Raised over $100k"
"AuchinclossJake Auchincloss (D)","$3479676","$24613","0.71%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$359813","$2531","0.70%","Raised over $100k"
"NorcrossDon Norcross (D)","$2187063","$15294","0.70%","Raised over $100k"
"WilliamsRoger Williams (R)","$1858870","$12991","0.70%","Raised over $100k"
"WilsonFrederica Wilson (D)","$485428","$3315","0.68%","Raised over $100k"
"SessionsPete Sessions (R)","$1239311","$8184","0.66%","Raised over $100k"
"TurnerMichael R Turner (R)","$1237218","$8136","0.66%","Raised over $100k"
"SimpsonMike Simpson (R)","$1543835","$9444","0.61%","Raised over $100k"
"PalloneFrank Pallone Jr. (D)","$3455759","$20693","0.60%","Raised over $100k"
"TimmonsWilliam Timmons (R)","$1329634","$7814","0.59%","Raised over $100k"
"GarciaSylvia Garcia (D)","$929198","$5347","0.58%","Raised over $100k"
"MfumeKweisi Mfume (D)","$526322","$2859","0.54%","Raised over $100k"
"MenendezRob Menendez (D)","$2371989","$12811","0.54%","Raised over $100k"
"BoyleBrendan Boyle (D)","$2328291","$12559","0.54%","Raised over $100k"
"CurtisJohn Curtis (R)","$5632555","$30244","0.54%","Raised over $100k"
"ArmstrongKelly Armstrong (R)","$661893","$3519","0.53%","Raised over $100k"
"MeuserDan Meuser (R)","$1749222","$9025","0.52%","Raised over $100k"
"GoodenLance Gooden (R)","$1136644","$5752","0.51%","Raised over $100k"
"ArringtonJodey Arrington (R)","$3247143","$16135","0.50%","Raised over $100k"
"ThanedarShri Thanedar (D)","$9477463","$44352","0.47%","Raised over $100k"
"ObernolteJay Obernolte (R)","$1365378","$6374","0.47%","Raised over $100k"
"BeanAaron Bean (R)","$1729436","$7757","0.45%","Raised over $100k"
"CohenSteve Cohen (D)","$657841","$2949","0.45%","Raised over $100k"
"KustoffDavid Kustoff (R)","$2410700","$10759","0.45%","Raised over $100k"
"MillerCarol Miller (R)","$1708912","$7411","0.43%","Raised over $100k"
"AmodeiMark Amodei (R)","$1277056","$5525","0.43%","Raised over $100k"
"LynchStephen Lynch (D)","$709924","$3036","0.43%","Raised over $100k"
"GravesGarret Graves (R)","$2444756","$9788","0.40%","Raised over $100k"
"CorreaLou Correa (D)","$1374209","$5236","0.38%","Raised over $100k"
"SmithAdrian Smith (R)","$1995681","$7209","0.36%","Raised over $100k"
"RutherfordJohn Rutherford (R)","$892110","$3058","0.34%","Raised over $100k"
"FergusonDrew Ferguson (R)","$818067","$2593","0.32%","Raised over $100k"
"TorresNorma Torres (D)","$932869","$2897","0.31%","Raised over $100k"
"CostaJim Costa (D)","$1680778","$4980","0.30%","Raised over $100k"
"RogersHal Rogers (R)","$1052277","$3005","0.29%","Raised over $100k"
"CardenasTony Cardenas (D)","$591968","$1680","0.28%","Raised over $100k"
"JoyceJohn Joyce (R)","$1630617","$4164","0.26%","Raised over $100k"
"FleischmannChuck Fleischmann (R)","$1889740","$4653","0.25%","Raised over $100k"
"TroneDavid Trone (D)","$63589345","$153586","0.24%","Raised over $100k"
"PalmerGary Palmer (R)","$1714523","$4120","0.24%","Raised over $100k"
"VargasJuan Vargas (D)","$790625","$1857","0.23%","Raised over $100k"
"GrangerKay Granger (R)","$975070","$2160","0.22%","Raised over $100k"
"MeeksGregory Meeks (D)","$3025012","$6535","0.22%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$2358126","$4745","0.20%","Raised over $100k"
"MooreBlake Moore (R)","$2464666","$4478","0.18%","Raised over $100k"
"ScottDavid Scott (D)","$1203985","$2158","0.18%","Raised over $100k"
"ColemanAmata Coleman Radewagen (R)","$65150","$100","0.15%","Raised less than $100k"
"GonzalezJenniffer Gonzalez (3)","$1040662","$1427","0.14%","Raised over $100k"
"MillerMax Miller (R)","$1907382","$2610","0.14%","Raised over $100k"
"NealRichard E Neal (D)","$3251363","$4416","0.14%","Raised over $100k"
"BucshonLarry Bucshon (R)","$675577","$727","0.11%","Raised over $100k"
"McHenryPatrick McHenry (R)","$1873643","$1939","0.10%","Raised over $100k"
"PenceGreg Pence (R)","$469760","$485","0.10%","Raised over $100k"
"WhitehouseSheldon Whitehouse (D)","$6714499","$0","0.00%","Raised over $100k"
"SablanGregorio Sablan (I)","$2151","$0","0.00%","Raised less than $100k"
"TrahanLori Trahan (D)","$1717667","$0","0.00%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$43101","$0","0.00%","Raised less than $100k"
